연월,종목명,종목코드,시장아이디,종가,최고가(종가),최저가(종가),표준편차,첨도,공왜도,베타,Amihud,Amivest,Zeros,거래량_합계,거래량_일평균,거래대금_합계,거래대금_일평균
"2017/12","BNK금융지주","138930","STK","9420","9690","9230","1.219891","-0.844043",,,"0.00012894","1453609.773","0","16295932","857681","153485628974","8078190999"
"2017/12","영풍","000670","STK","1074000","1200000","1021000","4.026888","8.932068",,,"0.000457114","3895.3211","5.263158","102776","5409","107920363000","5680019105"
"2017/12","유수홀딩스","000700","STK","6350","6690","5910","1.913","0.168713",,,"0.006696548","53832.5102","10.526316","856302","45069","5255539890","276607363"
"2017/12","한국쉘석유","002960","STK","384000","405500","384000","1.07114","8.821807",,,"0.000718826","5673.4732","0","42633","2244","16954023000","892317000"
"2017/12","남양유업우","003925","STK","222500","231000","219000","1.083108","-0.428543",,,"0.195438042","173.3549","5.263158","2428","128","536435000","28233421"
"2017/12","대덕","008060","STK","9860","10550","9800","1.416179","-0.261233",,,"0.000874854","145471.1186","10.526316","2738704","144142","27705313220","1458174380"
"2017/12","센트럴인사이트","012600","STK","3130","3550","3120","1.701006","-0.137239",,,"0.040775574","10887.5279","5.263158","281260","14803","935399075","49231530"
"2017/12","태경산업","015890","STK","5200","5510","5200","1.138763","0.748552",,,"0.018823619","16113.0073","5.263158","206865","10888","1114098580","58636767"
"2017/12","세종공업","033530","STK","7580","8290","7550","1.702022","1.136396",,,"0.002301199","89153.3785","0","1318287","69384","10441254890","549539731"
"2017/12","LG화학","051910","STK","405000","420000","390000","1.444855","-0.356631",,,"0.000015163","312104.2315","0","4007773","210935","1601016788353","84264041492"
"2017/12","코아스","071950","STK","1110","1160","1045","2.477398","1.337691",,,"0.013745145","59889.5575","26.315789","2131228","112170","2368220410","124643179"
"2017/12","대한제강","084010","STK","9470","10300","9410","1.747642","0.34543",,,"0.002910801","96001.9419","5.263158","1008690","53089","9996139790","526112621"
"2017/12","LF","093050","STK","31300","32800","29800","2.966817","-0.876981",,,"0.000740477","72958.3419","5.263158","2208212","116222","69766395350","3671915545"
"2017/12","한전산업","130660","STK","4090","4370","4090","1.036425","7.696607",,,"0.003030364","131554.9888","5.263158","1094094","57584","4686156800","246639832"
"2017/12","동일고무벨트","163560","STK","8310","8920","8310","0.788567","0.906384",,,"0.010729932","9576.6449","26.315789","130478","6867","1128639220","59402064"
"2017/12","넷마블","251270","STK","188500","199500","178500","2.785646","2.277905",,,"0.000031233","479122.3722","0","8055759","423987","1528381814329","80441148123"
"2017/12","만호제강","001080","STK","18200","18600","18150","0.59082","-0.152725",,,"0.011819829","10643.4985","10.526316","74796","3937","1372718800","72248358"
"2017/12","SK증권우","001515","STK","3560","4115","3500","2.463865","-0.852417",,,"0.008104335","124130.163","5.263158","1650757","86882","6457262295","339855910"
"2017/12","넥센타이어1우B","002355","STK","5790","5990","5700","0.954118","6.6138",,,"1.018547115","14188.0639","36.842105","163375","9610","960669010","56509942"
"2017/12","범양건영","002410","STK","1805","12000","1680","5.124419","6.652544",,,"0.012136146","45699.3202","21.052632","3917519","244845","8107168430","506698027"
"2017/12","동일제강","002690","STK","3265","3465","3195","0.936246","0.126759",,,"0.018722239","162713.1496","15.789474","670360","35282","2195533640","115554402"
"2017/12","태평양물산","007980","STK","3510","4135","3500","2.019645","-0.972679",,,"0.005484028","85811.845","5.263158","1908544","100450","7306953285","384576489"
"2017/12","영흥","012160","STK","1240","1330","1230","1.136152","1.674827",,,"0.009357981","93877.0303","21.052632","1430714","75301","1831197425","96378812"
"2017/12","현대엘리베이","017800","STK","54400","54400","50700","1.386146","-0.128877",,,"0.000260329","104697.1304","15.789474","1515503","79763","79926533800","4206659674"
"2017/12","하이트론","019490","STK","4155","4270","3970","2.26165","4.198283",,,"0.063187485","6544.4754","15.789474","122542","6450","500450200","26339484"
"2017/12","대교우B","019685","STK","5010","5150","4990","0.637138","5.484518",,,"0.050090829","15579.3207","26.315789","154836","8149","784860895","41308468"
"2017/12","지투알","035000","STK","10300","11250","10000","1.907247","1.787318",,,"0.01340404","10022.4618","15.789474","253036","13318","2678307150","140963534"
"2017/12","용평리조트","070960","STK","10450","11200","9860","3.26539","0.770516",,,"0.000411662","371485.0636","10.526316","9545405","502390","100608777090","5295198794"
"2017/12","SK이노베이션우","096775","STK","142000","145000","140000","1.1221","0.806701",,,"0.000759055","8358.8509","26.315789","147004","7737","20959996500","1103157711"
"2017/12","일진전기","103590","STK","4440","4740","4440","0.917887","2.32333",,,"0.003747506","151218.2917","15.789474","918731","48354","4161958310","219050437"
"2017/12","한국ANKOR유전","152550","STK","1885","1945","1870","0.642245","0.963804",,,"0.015394624","101653.8604","21.052632","944412","49706","1779727555","93669871"
"2017/12","한진칼우","18064K","STK","13000","19300","11500","5.130828","1.021014",,,"0.00602605","40063.1746","0","1291490","67973","19342409750","1018021566"
"2017/12","디와이파워","210540","STK","19000","20800","18000","3.252086","0.487317",,,"0.001360137","53278.7845","5.263158","1975160","103956","38076172400","2004009074"
"2017/12","하이트진로","000080","STK","24100","24700","23200","1.532324","-0.683521",,,"0.000265698","193162.3719","10.526316","4001822","210622","95934372700","5049177511"
"2017/12","동성제약","002210","STK","4950","5070","4525","2.843329","-1.042138",,,"0.001585854","310976.3676","0","9586354","504545","46636124255","2454532856"
"2017/12","디아이","003160","STK","5130","5250","4820","1.800603","-0.13158",,,"0.001229083","329685.0969","0","4671945","245892","23565690125","1240299480"
"2017/12","태경케미컬","006890","STK","4565","4925","4525","0.965484","1.552481",,,"0.012493226","35830.2528","10.526316","255702","13458","1221717385","64300915"
"2017/12","삼정펄프","009770","STK","41550","44150","41550","1.434798","1.631874",,,"0.024016359","2659.4071","5.263158","31747","1671","1371424000","72180211"
"2017/12","현대코퍼레이션","011760","STK","19500","20750","19400","1.032301","0.109335",,,"0.001153501","58907.9496","10.526316","696373","36651","13886429200","730864695"
"2017/12","계양전기","012200","STK","4510","4735","4450","0.918952","0.704492",,,"0.002792482","150056.115","5.263158","1065475","56078","4833365695","254387668"
"2017/12","에쓰씨엔지니어링","023960","STK","3655","4080","3505","2.772307","0.523982",,,"0.049027046","28368.2721","0","602860","31729","2331423145","122706481"
"2017/12","한솔홈데코","025750","STK","1420","1530","1370","1.287792","-0.621144",,,"0.00325488","263736.7773","15.789474","4550135","239481","6622631025","348559528"
"2017/12","삼성생명","032830","STK","124500","127000","122000","1.510217","-0.958458",,,"0.000046794","202992.4444","5.263158","4114877","216572","511021828224","26895885696"
"2017/12","현대홈쇼핑","057050","STK","120500","130000","118000","1.859672","3.481405",,,"0.000372202","30922.7059","5.263158","542615","28559","67050643000","3528981211"
"2017/12","선진","136490","STK","15400","15550","14600","1.247923","0.426688",,,"0.001061504","52679.3125","26.315789","978675","51509","14715075850","774477676"
"2017/12","이마트","139480","STK","271000","282000","257000","2.110269","1.340242",,,"0.000069681","85003.4852","5.263158","1412572","74346","379469234374","19972064967"
"2017/12","샘표식품","248170","STK","34900","36450","33700","1.322912","0.224912",,,"0.004706218","17475.3736","0","149171","7851","5213238550","274380976"
"2017/12","대동","000490","STK","9600","10150","7420","6.869429","9.98396",,,"0.004867297","149326.6606","15.789474","8217706","432511","77669883190","4087888589"
"2017/12","현대건설우","000725","STK","47450","49400","47100","1.140498","0.169428",,,"0.070388037","859.2246","10.526316","11240","592","542482300","28551700"
"2017/12","KG케미칼","001390","STK","24500","24500","18300","4.477956","-0.436384",,,"0.00049628","171184.185","5.263158","7043110","370690","152295320350","8015543176"
"2017/12","한국수출포장","002200","STK","15650","16200","15650","0.977677","0.853048",,,"0.022346151","3320.8536","31.578947","45925","2417","735247600","38697242"
"2017/12","NPC","004250","STK","5220","5720","5160","2.103735","2.285736",,,"0.037663147","7268.6146","10.526316","127318","6701","694656370","36560862"
"2017/12","롯데지주","004990","STK","65100","65500","58800","2.119401","1.877895",,,"0.000060625","345354.6715","5.263158","7184907","378153","440278878104","23172572532"
"2017/12","코리아써우","007815","STK","5010","6410","5010","2.64972","9.334011",,,"0.379340303","3233.991","10.526316","59765","3146","328740750","17302145"
"2017/12","에스원","012750","STK","107000","107000","100000","2.307725","2.420867",,,"0.000169049","43942.1809","31.578947","1211993","63789","123499304259","6499963382"
"2017/12","팜스코","036580","STK","11600","12700","11500","1.889779","0.078628",,,"0.002000683","51775.1191","10.526316","1421304","74805","17209228200","905748853"
"2017/12","테이팩스","055490","STK","32000","34550","29300","3.705616","-1.125119",,,"0.001496232","67965.8981","0","1654800","87095","53661952650","2824313297"
"2017/12","DSR제강","069730","STK","5240","6730","4850","8.146724","9.487366",,,"0.00145035","303355.0621","0","27539628","1449454","173055963305","9108208595"
"2017/12","지역난방공사","071320","STK","73000","74800","73000","0.606375","3.546339",,,"0.000707092","33415.9074","5.263158","187802","9884","13891771000","731145842"
"2017/12","농심홀딩스","072710","STK","114500","121500","114500","1.407137","-0.240736",,,"0.004231588","2388.8648","15.789474","49975","2630","5909153500","311008079"
"2017/12","엔케이","085310","STK","1260","1400","1215","2.346088","-1.028425",,,"0.001561043","959085.1477","5.263158","19969016","1051001","26441773465","1391672288"
"2017/12","대성에너지","117580","STK","6030","6230","6030","0.658113","5.309221",,,"0.002365942","58397.4797","21.052632","497311","26174","3064238780","161275725"
"2017/12","시디즈","134790","STK","41200","46050","20000","11.9851","1.543719",,,"0.015984673","43747.1774","10.526316","1025391","53968","42881336350","2256912439"
"2017/12","한솔제지","213500","STK","14000","14900","13900","1.318637","0.400533",,,"0.00070642","121263.5864","15.789474","1904301","100226","27263272750","1434909092"
"2017/12","삼화왕관","004450","STK","51800","53400","51300","0.786159","1.531966",,,"0.030352624","1452.6721","15.789474","16278","857","850954300","44787068"
"2017/12","국동","005320","STK","3110","3480","2925","2.00077","7.604779",,,"0.006852583","65989.4225","5.263158","1398252","73592","4428337175","233070378"
"2017/12","미래에셋증권우","006805","STK","6130","6830","6060","2.142672","13.583781",,,"0.00512671","34005.9196","15.789474","675013","35527","4249527490","223659342"
"2017/12","AK홀딩스","006840","STK","68500","69300","65400","1.82949","-0.571023",,,"0.001021212","30639.7772","0","401866","21151","27057320300","1424069489"
"2017/12","사조동아원","008040","STK","1410","1520","1385","0.976092","0.040846",,,"0.005260087","172768.2277","15.789474","2131624","112191","3118184350","164114966"
"2017/12","대창","012800","STK","1055","1055","984","1.607584","3.391071",,,"0.003280247","512532.481","10.526316","13690224","720538","14417649820","758823675"
"2017/12","KG스틸","016380","STK","7420","10350","6020","14.064442","0.678679",,,"0.009402529","26960.2412","0","4264514","224448","36384809360","1914989966"
"2017/12","세아특수강","019440","STK","20100","22300","20100","1.650036","1.520357",,,"0.026104773","4043.8872","10.526316","57291","3015","1223561750","64397987"
"2017/12","미래산업","025560","STK","219","240","213","1.0911","0.794507",,,"0.001021432","5343424.7585","5.263158","84952105","4471163","19235328404","1012385705"
"2017/12","신도리코","029530","STK","63400","65500","61800","1.924883","-0.031789",,,"0.002010429","11023.4106","10.526316","228615","12032","14520238700","764223089"
"2017/12","교보증권","030610","STK","9070","9640","8940","1.223882","0.24296",,,"0.001593465","113111.5737","10.526316","1173262","61751","10898318700","573595721"
"2017/12","카카오","035720","STK","137000","144000","126000","3.306919","5.645668",,,"0.000019944","498654.2518","5.263158","13205484","695025","1801605571175","94821345851"
"2017/12","기신정기","092440","STK","4890","5130","4750","1.142852","3.096387",,,"0.011612492","49891.7506","5.263158","358972","18893","1765218690","92906247"
"2017/12","SJM","123700","STK","4900","5120","4900","0.611278","-0.330403",,,"0.007467619","24659.5314","15.789474","245739","12934","1237008965","65105735"
"2017/12","화인베스틸","133820","STK","2070","2290","2035","3.020636","1.810577",,,"0.006485235","135584.9842","5.263158","3997807","210411","8811578580","463767294"
"2017/12","제이에스코퍼레이션","194370","STK","12800","13750","12550","1.510154","-0.888045",,,"0.004362065","24124.3176","5.263158","426784","22462","5588664700","294140247"
"2017/12","진에어","272450","STK","26500","28850","26200","2.593687","4.689093",,,"0.000166216","1113445.9703","0","13260003","947143","366093852300","26149560879"
"2017/12","JW중외제약우","001065","STK","25950","27700","25050","1.693528","-0.787131",,,"0.087091702","962.7486","10.526316","14187","747","371915950","19574524"
"2017/12","대한방직","001070","STK","74400","76700","74400","0.889069","1.273569",,,"0.0102066","2291.2775","15.789474","43594","2294","3304651000","173929000"
"2017/12","금양","001570","STK","2480","2510","2375","1.858076","3.515634",,,"0.007073137","138623.8252","10.526316","1506900","79311","3718779730","195725249"
"2017/12","삼양통상","002170","STK","41150","42650","41150","0.480831","1.447128",,,"0.002022438","16735.8134","15.789474","94533","4975","3978465700","209392932"
"2017/12","SUN&L","002820","STK","7700","8100","7600","1.223918","1.71715",,,"0.024311648","7809.5075","10.526316","121874","6414","956980760","50367408"
"2017/12","흥아해운","003280","STK","751","960","730","2.44507","-0.281444",,,"0.001902604","1081227.729","5.263158","29390816","1546885","24682275120","1299067112"
"2017/12","LG우","003555","STK","49700","51400","48950","0.762322","-1.024744",,,"0.002396274","18480.1694","10.526316","126069","6635","6324061600","332845347"
"2017/12","대한유화","006650","STK","263500","263500","246500","1.600292","0.208251",,,"0.000121381","55531.9417","5.263158","739095","38900","189662511000","9982237421"
"2017/12","일신석재","007110","STK","1235","1285","1140","2.347132","0.268188",,,"0.002963807","304988.9243","15.789474","10552007","555369","13075476375","688182967"
"2017/12","SK가스","018670","STK","94200","98700","92200","1.442394","-0.266254",,,"0.000481753","31039.5627","10.526316","398276","20962","37607418100","1979337795"
