회사명,거래소코드,회계년도,매출액(수익)(*)(IFRS연결),자산(*)(IFRS연결),당기순이익(손실)(IFRS연결),현금및현금성자산(*)(IFRS연결),금융비용(IFRS연결),부채(*)(IFRS연결),자본(*)(IFRS연결),* (정상)영업손익(보고서기재)(IFRS연결),판매비와 관리비(물류원가 등 포함)(*)(IFRS연결),비유동자산(*)(IFRS연결),이익잉여금(*)(연결),기타(영업)비용(*)(IFRS연결)
(주)넵튠,217270,2017/12,20528450,110288332,32090781,6670072,0,27834362,82453970,-8615886,29144336,97946403,27776056,0
(주)노블엠앤비,106520,2017/12,60316673,118174546,-26087212,4869865,0,57628292,60546255,-16187767,14690741,87999618,-54621392,0
(주)녹십자셀,031390,2017/12,,,,,,,,,,,,
(주)녹십자엠에스,142280,2017/12,98389224,61564417,-2344279,3341911,0,34147032,27417385,133529,15270965,19990625,10989333,0
(주)녹원씨엔아이,065560,2017/12,22075102,114012404,427241,7900436,0,65351147,48661258,7589053,6350223,49499724,-4382770,0
(주)누리플랜,069140,2017/12,35622763,39137838,-13777,5024111,0,18211674,20926164,482432,6832584,17734714,9120314,0
(주)누리플렉스,040160,2017/12,117558807,139977165,-5840428,14654034,0,90791623,49185542,2076427,27803916,54041226,6151062,0
(주)뉴로스,126870,2017/12,44781756,123641550,-5534148,7989099,0,71140487,52501063,2272884,11996937,51926278,10700101,0
(주)뉴보텍,060260,2017/12,,,,,,,,,,,,
(주)뉴인텍,012340,2017/12,50296811,43898571,-3572013,1428086,0,29154504,14744067,-1621779,5705786,22985717,-21616357,0
(주)뉴파워프라즈마,144960,2017/12,104494422,140509864,18572325,3719778,0,20524886,119984978,22765945,28745733,58645325,75666764,0
(주)뉴프렉스,085670,2017/12,152715761,118913434,4313976,4117535,0,72407960,46505473,7066663,10156930,61896820,17312267,0
(주)다나와,119860,2017/12,107606286,92840454,13513869,17350695,0,15969777,76870677,15244766,92361519,25852926,56002611,0
(주)다날,064260,2017/12,172882038,469487277,10686294,48513020,0,287129695,182357582,17262767,155619271,86292126,19738959,0
(주)다산네트웍스,039560,2017/12,307090231,345584484,-2495138,30376463,0,182111559,163472925,30815,104865788,140108258,-23477680,0
(주)다우데이타,032190,2017/12,1614385776,13561817098,235838323,261304118,587745426,11486460665,2075356433,353592373,326525041,1899452738,332424675,0
(주)다원시스,068240,2017/12,111462046,350900018,5399255,19217445,0,171776627,179123392,8829227,27486517,179445050,49833025,0
(주)대동스틸,048470,2017/12,,,,,,,,,,,,
(주)대륙제관,004780,2017/12,,,,,,,,,,,,
(주)대림제지,017650,2017/12,118019206,238756286,3254628,14117244,0,108541117,130215169,4980325,8787519,190029035,96851932,0
(주)대명소노시즌,007720,2017/12,235523369,419082043,17627423,9891575,0,282139518,136942525,7808218,35193484,342439749,1980752,0
(주)대성미생물연구소,036480,2017/12,,,,,,,,,,,,
(주)대성엘텍,025440,2017/12,350575739,106850466,-4087929,3133296,0,60053460,46797006,2063147,12884533,53362244,-3992409,0
(주)대성파인텍,104040,2017/12,43233993,87555780,2137708,11232278,0,38739544,48816237,3264517,5648087,55255804,37689186,0
(주)대원,007680,2017/12,289919901,429674709,23603138,118180031,0,168906029,260768680,23997767,17695102,99698875,227662527,0
(주)대창솔루션,096350,2017/12,42774854,137335520,-11326344,667660,0,81110911,56224608,-7984778,7030055,113379475,16343845,0
(주)대창스틸,140520,2017/12,318055221,307195349,1888802,1263094,0,177904842,129290507,5624583,9661743,168288466,88746493,0
(주)대한과학,131220,2017/12,41364830,36895656,1346157,1359485,0,10867107,26028550,1932448,9876752,13663331,11899017,0
(주)대호특수강,021040,2017/12,,,,,,,,,,,,
(주)더 미동,161570,2017/12,28157406,47059771,-3582199,23148492,0,2636492,44423279,-3853114,6415992,10616769,8414345,0
(주)더블유게임즈,192080,2017/12,319345253,997179792,35641749,24804466,0,592561877,404617915,81019758,238325496,892077654,148058450,0
(주)더블유아이,073570,2017/12,12072601,30613446,-10843899,6173246,0,6987066,23626380,-4945079,6284958,20116107,-10128424,0
(주)덕신하우징,090410,2017/12,125887825,106622625,8714097,2992261,0,44288436,62334189,8124597,11502997,54730427,46161262,0
(주)데이타솔루션,263800,2017/12,,,,,,,,,,,,
(주)데코앤이,017680,2017/12,46847589,56039766,-21293121,8958905,0,27204008,28835758,-9783131,31909543,25128757,-40694014,0
(주)덱스터스튜디오,206560,2017/12,25334023,89532234,-34180578,15217666,0,48652868,40879367,-21867728,11596273,45268582,-22376632,0
(주)덴티스,261200,2017/12,,,,,,,,,,,,
(주)동구바이오제약,006620,2017/12,101124256,75593405,10943341,9909948,0,37848559,37744846,13326485,47550829,31075982,21534743,0
(주)동국알앤에스,075970,2017/12,95193818,126594526,2587788,6871814,0,50020736,76573791,3774035,12987031,63923051,37094026,0
(주)동국에스엔씨,100130,2017/12,367922824,438572485,6172981,42691729,0,153269842,285302643,11250185,24401105,201118924,65231387,0
(주)동방선기,099410,2017/12,,,,,,,,,,,,
(주)동성화인텍,033500,2017/12,230970494,223987030,-32196447,14283019,0,139846558,84140472,-25196806,22563532,125412086,32221090,0
(주)동아엘텍,088130,2017/12,250506618,246934067,15046550,96877922,351351,53027671,193906396,27518745,30316122,61326280,92535542,0
(주)동양에스텍,060380,2017/12,186236108,124977099,3266425,3204348,0,70605558,54371541,2865397,9202574,58348689,40839188,0
(주)동우팜투테이블,088910,2017/12,,,,,,,,,,,,
(주)동운아나텍,094170,2017/12,,,,,,,,,,,,
(주)동원개발,013120,2017/12,,,,,,,,,,,,
(주)동일기연,032960,2017/12,34429354,72003645,7272078,3329725,0,7065550,64938095,2387315,11906219,15052932,80847645,0
(주)동진쎄미켐,005290,2017/12,785154565,667169455,44996646,73430346,0,399569925,267599530,71904939,75851102,364333710,102682742,0
(주)두산테스나,131970,2017/12,,,,,,,,,,,,
(주)듀오백,073190,2017/12,38859471,39279572,1330283,4292092,0,5759805,33519767,580033,10835575,21985900,22332832,0
(주)드래곤플라이,030350,2017/12,,,,,,,,,,,,
(주)드림시큐리티,203650,2017/12,24768402,24242344,-1595965,4491789,0,4421426,19820918,1083567,5565085,10061410,2312003,0
(주)드림어스컴퍼니,060570,2017/12,69451993,130877588,-14092021,22920304,0,17203966,113673622,-7958490,23245442,56004886,-17388436,0
(주)드림티엔터테인먼트,220110,2017/12,27756340,22958550,1069533,11547737,0,16281042,6677508,1641354,3052446,4424425,1153437,0
(주)디딤,217620,2017/12,68808886,54140507,2319186,12126742,0,22805623,31334884,1528298,34432374,31749274,14323930,0
(주)디모아,016670,2017/12,113100719,85079445,1725894,27834279,0,27542458,57536987,1369318,11443037,22607468,40655030,0
(주)디바이스이엔지,187870,2017/12,,,,,,,,,,,,
(주)디스플레이테크,066670,2017/12,,,,,,,,,,,,
(주)디아크,078590,2017/12,,,,,,,,,,,,
(주)디알텍,214680,2017/12,38804491,43511933,-1814795,1555936,0,17008714,26503219,-1059305,16986931,12253498,2765152,0
(주)디앤씨미디어,263720,2017/12,,,,,,,,,,,,
(주)디에스앤엘,141020,2017/12,46442299,35626995,2450792,8597095,0,5185179,30441816,1976743,4320912,9490139,-32174221,0
(주)디에스케이,109740,2017/12,103291567,163321779,-42306056,65422136,0,87079038,76242741,13513880,7027873,52177351,7323030,0
(주)디에이테크놀로지,196490,2017/12,101348011,92144515,1127985,6105878,0,48809101,43335414,4641627,6988055,38654399,18230585,0
(주)디에이피,066900,2017/12,,,,,,,,,,,,
(주)디엔에이링크,127120,2017/12,14480118,25067374,337624,5030706,0,1409914,23657460,944076,5293917,9941041,-25613800,0
(주)디엔에프,092070,2017/12,,,,,,,,,,,,
(주)디엠에스,068790,2017/12,268731601,298505200,3857602,16050268,0,163302326,135202873,16623308,44584694,148955263,74547369,0
(주)디오,039840,2017/12,94538598,175686046,11076568,8318968,0,54726122,120959924,23761743,41096386,78609726,34025428,0
(주)디와이디,219550,2017/12,,,,,,,,,,,,
(주)디이엔티,079810,2017/12,180427567,74466203,3077776,10754251,0,46226515,28239688,2575960,11773747,35290668,12883392,0
(주)디지아이,043360,2017/12,,,,,,,,,,,,
(주)디지털대성,068930,2017/12,89840128,104580458,8260611,9235775,0,30409620,74170838,10007834,34805315,74935548,27755192,0
(주)디지틀조선일보,033130,2017/12,39512311,77156024,5300249,6341222,0,7525459,69630565,5435360,5434705,27002327,32349826,0
(주)디티앤씨,187220,2017/12,49819705,122555588,4091811,10214953,0,47787721,74767867,5566574,15427729,92025271,24943540,0
(주)딜리,131180,2017/12,50899907,61374023,2541071,6340625,0,4725182,56648841,2467274,12018352,22182964,42633490,0
(주)라이온켐텍,171120,2017/12,,,,,,,,,,,,
(주)라이트론,069540,2017/12,82344246,75473002,-3042593,4326221,0,34423785,41049217,123579,10826645,25983238,19967735,0
(주)랩지노믹스,084650,2017/12,,,,,,,,,,,,
(주)러셀,217500,2017/12,,,,,,,,,,,,
(주)레고켐바이오사이언스,141080,2017/12,22056558,82238442,-12933665,8622873,0,32773447,49464996,-9842081,16562212,37029356,-64288926,0
(주)레드로버,060300,2017/12,35653276,163349500,-10607049,5660082,0,19621521,143727979,-3997337,4831624,79285787,-24309959,0
(주)레드캡투어,038390,2017/12,260448023,448479567,8555788,18472907,0,308761068,139718499,19605472,240842551,390565541,82699990,0
(주)레이언스,228850,2017/12,106517566,196450492,14396760,20740352,0,19467237,176983255,17299393,23236552,55865143,67699965,0
(주)레이크머티리얼즈,281740,2017/12,,,,,,,,,,,,
(주)로보로보,215100,2017/12,14369133,24459706,-1114407,2204993,0,2715777,21743929,1754203,4068141,8407581,10033811,0
(주)로보스타,090360,2017/12,206521699,130234776,7478064,15651101,0,79974505,50260272,10461861,19516201,32603107,40282574,0
(주)로지시스,067730,2017/12,,,,,,,,,,,,
(주)루멘스,038060,2017/12,361567289,345508438,1165674,55516557,0,123435724,222072714,-9209649,59318787,167039844,89944269,0
(주)루트로닉,085370,2017/12,85772314,196722409,-7003472,6116048,0,63619526,133102883,-2825953,47343756,83352942,14989433,0
(주)룽투코리아,060240,2017/12,52432864,120692100,-36640517,7317735,0,39130192,81561908,-43830,31924280,40769582,-52635540,0
(주)리노스,039980,2017/12,101491526,96505003,4975237,9864498,0,23506210,72998792,3840326,37844801,12456106,39912236,0
(주)리더스코스메틱,016100,2017/12,139934810,192932507,-7918235,34402877,0,83781828,109150680,-256037,43694395,92237286,40672595,0
(주)리드,197210,2017/12,37357618,42703334,-22499932,3182771,0,34924907,7778427,-10388490,9661928,2115443,-20588988,0
(주)리드코프,012700,2017/12,442470050,1114804846,36218497,21389974,1278,797497486,317307360,47314284,168664760,68613288,262309521,0
(주)링네트,042500,2017/12,148506989,85250503,4706149,15524398,0,30331875,54918628,5202413,9559739,11586430,38937397,0
(주)링크제니시스,219420,2017/12,11793696,15290331,2713735,2023069,0,1946695,13343636,3518220,1385578,3084455,9258029,0
(주)마이크로컨텍솔루션,098120,2017/12,27006640,41284657,-3856013,3836253,0,4353547,36931110,-1785617,4004010,18661690,32552661,0
(주)마이크로프랜드,147760,2017/12,,,,,,,,,,,,
(주)마크로젠,038290,2017/12,101792522,178707402,9275218,43648574,0,83534282,95173119,3019234,30645771,53199889,37146853,0
(주)맘스터치앤컴퍼니,220630,2017/12,239567842,104782364,11255858,13030828,0,47847332,56935033,15461425,52213279,49090701,30304722,0
(주)매직마이크로,127160,2017/12,77652131,92684328,-4593098,467802,0,58786951,33897377,-3384794,6156401,72139814,5536148,0
(주)매커스,093520,2017/12,87364783,84880295,9067458,16981548,0,37920780,46959515,10986360,8827628,10627809,35927641,0
(주)맥스로텍,141070,2017/12,,,,,,,,,,,,
(주)멀티캠퍼스,067280,2017/12,201225659,116933657,12434563,21914152,0,30870513,86063144,15107677,44059204,46360611,105493231,0
(주)메디아나,041920,2017/12,52362747,55899309,4004511,8985043,0,9056198,46843111,6181919,11554411,23676316,31400594,0
(주)메디콕스,054180,2017/06,,,,,,,,,,,,
(주)메디톡스,086900,2017/12,181239191,389129325,73166705,27002451,0,184419224,204710101,90159568,56487864,285975177,234364122,0
(주)메디프론디비티,065650,2017/12,,,,,,,,,,,,
(주)메지온,140410,2017/12,5585880,74038036,-14881752,32067979,0,20868778,53169258,-16846232,17744853,3537445,-5124866,0
(주)메카로,241770,2017/12,,,,,,,,,,,,
(주)메타바이오메드,059210,2017/12,65341014,119664761,-3972464,5472769,0,72388060,47276701,2333382,18371985,76055105,7049426,0
(주)멕아이씨에스,058110,2017/12,8602502,22742806,-1959008,3551714,0,14845948,7896858,-1023022,4582621,14484033,-1842157,0
(주)멜파스,096640,2017/12,,,,,,,,,,,,
(주)모다,149940,2017/12,118523420,385010091,-43384653,34749862,0,279648351,105361740,-4276367,85472707,182914577,-38401068,0
(주)모다이노칩,080420,2017/12,311755063,655118222,38919365,55957604,0,364049395,291068828,50899099,148325230,416170690,174880905,0
(주)모두투어네트워크,080160,2017/12,290948152,338240134,24195955,53139729,0,177076107,161164028,32123894,247908263,129542973,113373476,0
(주)모바일리더,100030,2017/12,13343523,32019617,976912,1946667,0,2146347,29873270,582066,4578086,19225753,23357876,0
(주)모베이스,101330,2017/12,320774245,250446108,15391700,38637646,0,43477603,206968505,23402084,28782293,136635516,192023092,0
(주)모베이스전자,012860,2017/12,710241532,576154630,-43560750,13015748,0,438246030,137908600,-14264784,49914359,313998128,77837175,0
(주)모비스,250060,2017/12,,,,,,,,,,,,
(주)모헨즈,006920,2017/12,117339016,83268394,2444685,8403288,0,52087657,31180737,2687904,5718370,36072301,10982425,0
(주)미래SCI,028040,2017/12,19108916,52360547,-6664955,298280,0,34054463,18306085,-4284786,4713846,13057078,-56145538,0
(주)미래생명자원,218150,2017/12,40926676,30960328,-2000528,15195740,0,6296693,24663635,1516210,4569533,6111107,15157697,0
(주)미래컴퍼니,049950,2017/12,181450622,164648625,28167918,39295073,0,65802429,98846196,37237849,26207425,43240104,77056578,0
(주)미래테크놀로지,213090,2017/12,22362965,100335957,4896254,12874648,0,25545496,74790462,4608538,3182810,52922284,25197649,0
(주)미애부,225850,2017/12,,,,,,,,,,,,
(주)미코,059090,2017/12,183916090,202082378,19070364,50559759,0,85231920,116850457,29109559,54751686,111056595,6813985,0
(주)미투온,201490,2017/12,27209665,149419199,3057265,35829216,0,83899504,65519695,2916012,12182383,99024959,7671947,0
(주)바른손,018700,2017/03,4612329,40851312,-1286913,16159626,0,4551031,36300281,-2308306,4553633,23054092,-51052481,0
(주)바른손이앤에이,035620,2017/12,31430347,72073730,-31397625,39868879,0,34780043,37293687,-1266548,32696895,27103515,-92337881,0
(주)바른전자,064520,2017/12,168479538,95254890,-23760208,3381032,0,53600286,41654604,-19549677,12326007,43095167,-17507807,0
(주)바이넥스,053030,2017/12,78026380,167774068,-11518549,11294432,0,34683705,133090363,-7547184,35948430,113682806,-15563540,0
(주)바이오니아,064550,2017/12,23267735,58695411,-9941286,4359879,0,31549597,27145814,-6329851,19945654,31585613,-92157929,0
(주)바이오로그디바이스,208710,2017/12,70020158,63923411,3438424,12453835,0,21987475,41935936,6655824,8403486,31693297,26148012,0
(주)바이오빌,065940,2017/12,50351617,203160573,-25182714,6168136,0,125845050,77315523,-9935892,30024260,128214777,-15894943,0
(주)바이오스마트,038460,2017/12,80432645,112735334,4106166,5635526,0,49184925,63550408,4344942,17210824,76881932,12310045,0
(주)바이오톡스텍,086040,2017/12,25564709,59770502,1175854,7106161,0,28529781,31240721,2185545,6935955,46606880,-2054611,0
(주)바텍,043150,2017/12,218808934,321481558,83691537,20459518,0,122870900,198610658,39074841,65878608,183192172,180351642,0
(주)배럴,267790,2017/12,,,,,,,,,,,,
(주)백금티앤에이,046310,2017/12,101998708,74533011,3163668,5258743,0,39165738,35367273,5749521,18257686,27108515,3504303,0
(주)버킷스튜디오,066410,2017/12,,,,,,,,,,,,
(주)베노홀딩스,206400,2017/12,18892219,17769478,-12243001,9409507,0,4312824,13456654,-10000856,28893075,3223059,-19445620,0
(주)베셀,177350,2017/12,80643961,97668551,5012832,8841483,0,52400167,45268384,10314694,12560916,30837930,26230811,0
(주)보광산업,225530,2017/12,,,,,,,,,,,,
(주)보라티알,250000,2017/12,42068055,60853021,7626579,571850,0,13620621,47232400,9165557,8930104,11212361,16077963,0
(주)본느,226340,2017/12,,,,,,,,,,,,
(주)부-스타,008470,2017/12,,,,,,,,,,,,
(주)부방,014470,2017/12,383330726,274081718,-1811262,21541253,0,80721170,193360547,-3847541,130091280,174553692,108710706,0
(주)뷰웍스,100120,2017/12,123460627,137641189,19616141,37303473,0,11559305,126081885,28634930,33447726,38995295,114151374,0
(주)브리지텍,064480,2017/12,,,,,,,,,,,,
(주)브이원텍,251630,2017/12,38720628,88099849,10997728,10891750,0,26659744,61440105,15421033,4010882,9426189,30621389,0
(주)브이티지엠피,018290,2017/12,69859691,74092908,-13007380,10770234,0,37978851,36114057,-6678288,20618329,41908815,-14541671,0
(주)블루베리엔에프티,044480,2017/12,14931003,23176322,-1421184,923861,0,2207108,20969213,-1542153,3034558,11213757,10652817,0
(주)블루콤,033560,2017/12,116599132,179950640,3140855,50314227,0,14741592,165209048,11613925,15993326,68446673,129863089,0
(주)비덴트,121800,2017/12,23931470,163730638,65783781,16401087,0,23837172,139893466,-6446263,13017132,120681315,67395267,0
(주)비보존헬스케어,082800,2017/12,,,,,,,,,,,,
(주)비씨월드제약,200780,2017/12,50207424,118341155,8065198,3841619,0,36880668,81460487,8874016,15362998,77393449,47350349,0
(주)비아트론,141000,2017/12,100780806,139163928,12171345,41676876,0,30680415,108483513,20821518,8745932,25764653,59607589,0
(주)비에이치,090460,2017/12,691341627,519806002,46380929,83320491,0,367048763,152757239,75731190,34619377,183667077,105028371,0
(주)비엔지티,032790,2017/12,52949862,35990574,-2236526,3823963,0,13453401,22537173,-169496,4249291,16925522,-30788128,0
(주)비엘,142760,2017/12,7607067,37575817,-6646862,13844876,0,2383204,35192613,-6825683,7722445,6668810,-49321925,0
(주)비엘팜텍,065170,2017/12,83708355,68244814,-2650367,9951758,0,40491785,27753028,2768165,25064211,44249348,-33458432,0
(주)비엠티,086670,2017/12,63638731,97251592,3061279,4655578,0,39682154,57569437,5987644,12871942,43285508,33254443,0
(주)비즈니스온커뮤니케이션,138580,2017/12,,,,,,,,,,,,
(주)비츠로셀,082920,2017/06,105351685,120833372,16522522,23152952,0,13981049,106852323,18036927,10399497,29732087,79684979,0
(주)비츠로시스,054220,2017/03,,,,,,,,,,,,
(주)비츠로테크,042370,2017/06,232764175,279729096,43854429,31654555,0,84856166,194872930,20976623,24646970,118768522,63779259,0
(주)비케이홀딩스,050090,2017/12,,,,,,,,,,,,
(주)비트컴퓨터,032850,2017/12,31905155,53636156,3582818,6273939,0,11254463,42381693,4346891,4406391,34624694,22507589,0
(주)빅솔론,093190,2017/12,89445133,161585816,20622304,60271675,0,23083833,138501983,14135828,16744349,41389808,131866144,0
(주)빅텍,065450,2017/12,,,,,,,,,,,,
(주)사람인에이치알,143240,2017/12,81347113,97757060,3409905,8137004,0,22049707,75707353,15459447,37141228,57306578,37317182,0
(주)삼기,122350,2017/12,292561351,337321756,10897361,11022722,0,218416100,118905656,13303977,27510876,255631179,76585888,0
(주)삼보판지,023600,2017/12,323858909,511843398,9155278,12118740,0,212158230,299685168,7662437,35987454,380802801,265019679,0
(주)삼양옵틱스,225190,2017/12,66272717,44181489,17840160,10674646,0,8455451,35726038,20131333,13016261,18074627,26028971,0
(주)삼일,032280,2017/12,,,,,,,,,,,,
(주)삼일기업공사,002290,2017/12,,,,,,,,,,,,
(주)삼진,032750,2017/12,108784102,79676217,2770083,17437644,0,16385955,63290262,4832172,12162810,43771946,60961787,0
(주)삼진엘앤디,054090,2017/12,220648773,162170125,-12721933,11292488,0,73393150,88776975,-3807893,25695604,74939446,33038735,0
(주)삼표시멘트,038500,2017/12,671307465,1265303707,36285020,38435920,0,632988002,632315705,74355172,69102418,1064848759,350276176,0
(주)삼화네트웍스,046390,2017/12,21001397,44058838,708954,6739114,0,5422412,38636426,-178463,2086661,10300533,9371365,0
(주)상보,027580,2017/12,127789248,162384453,-7040779,30172418,0,114591436,47793017,-4418883,12679456,68120669,-21987165,0
(주)상상인,038540,2017/12,397628354,2043693616,100182154,68830241,175538928,1749446017,294247599,121890318,26994055,567513998,243018484,0
(주)상상인인더스트리,101000,2017/12,95702436,168270390,-21135824,7141528,0,120982026,47288364,-4395345,13162564,129981227,-2495889,0
(주)상아프론테크,089980,2017/12,153236134,219920722,7467457,19563401,0,110436943,109483779,10796435,22585609,114695544,74245450,0
(주)상지카일룸,042940,2017/12,13455342,40446347,-7918303,1711008,0,13658940,26787407,-4334582,5480868,19548932,-36743999,0
(주)새로닉스,042600,2017/12,126219454,116633451,1278697,12464835,0,45060705,71572746,155926,13316366,67598421,58404003,0
(주)서린바이오사이언스,038070,2017/12,42619342,71038280,2268469,3419613,0,18238592,52799688,1156806,11650077,39088708,31985536,0
(주)서부티엔디,006730,2017/12,,,,,,,,,,,,
(주)서산,079650,2017/12,100372500,126631601,6099410,10499603,0,9693773,116937829,7325835,13418547,44669337,70636992,0
(주)서연탑메탈,019770,2017/12,209952442,206264694,4273124,8496802,0,126814174,79450520,5737959,6935212,97910233,66298141,0
(주)서울리거,043710,2017/12,14372479,38212815,-1406275,6991757,0,1444260,36768555,-1514798,3162917,15299475,-3313031,0
(주)서울옥션,063170,2017/12,54167584,154338745,3055687,14953215,0,82050210,72288535,6379126,11729913,53169306,29200616,0
(주)서울제약,018680,2017/12,,,,,,,,,,,,
(주)서원인텍,093920,2017/12,284134788,196942719,3144260,45617613,0,43247228,153695492,9033437,16505409,69544902,134617001,0
(주)서전기전,189860,2017/12,,,,,,,,,,,,
(주)서진시스템,178320,2017/12,237945884,259231952,6310106,19686711,0,137935820,121296132,17846982,25700827,148944626,43936955,0
(주)서진오토모티브,122690,2017/12,1238336209,828627924,-17749881,12833742,0,633184768,195443156,-7734906,57125008,534267946,63236740,0
(주)서플러스글로벌,140070,2017/12,111730233,155283308,19867045,9697807,0,45228421,110054887,26727702,11303328,36056136,72878681,0
(주)서한,011370,2017/12,,,,,,,,,,,,
(주)서희건설,035890,2017/12,1033271360,807007034,31108092,73058155,0,537379079,269627955,88123170,72301740,288306927,106700287,0
(주)선광,003100,2017/12,143592261,541277167,6168685,4169041,0,237320598,303956568,20935615,11632236,468926345,222554528,0
