회사명,거래소코드,회계년도,매출액(수익)(*)(IFRS),자산(*)(IFRS),당기순이익(손실)(IFRS),현금및현금성자산(*)(IFRS),금융비용(IFRS),부채(*)(IFRS),자본(*)(IFRS),판매비와 관리비(물류원가 등 포함)(*)(IFRS),비유동자산(*)(IFRS),* (정상)영업손익(보고서기재)(IFRS),기타(영업)비용(*)(IFRS),이익잉여금(결손금)(*)(IFRS)
(주)네이처셀,007390,2017/12,27215252,51440663,-460739,9043835,0,11958755,39481908,8147374,30982369,-525612,0,-5858116
(주)네패스,033640,2017/12,261721389,292764814,6296840,39899255,0,153579857,139184957,35661872,204098446,24167854,0,57035613
(주)넥스턴바이오사이언스,089140,2017/12,43707618,94752881,6779440,40839105,0,2987852,91765028,3478533,16105705,10076522,0,46582099
(주)넥스트아이,137940,2017/12,26394171,112900563,-2569261,10617616,0,47705374,65195189,8144143,69868926,-1018815,0,24396321
(주)넥스트엔터테인먼트월드,160550,2017/12,57004350,223093076,-4091348,19555548,0,94924066,128169010,12329561,111689913,-5300960,0,27422927
(주)넥슨게임즈,225570,2017/12,22407505,42988788,-3074434,32464546,0,13481282,29507506,26139165,7262731,-3731660,0,227978
(주)넵튠,217270,2017/12,7112477,105560625,38706591,2810125,0,13395139,92165486,9040964,95572245,-1928486,0,34413324
(주)노블엠앤비,106520,2017/12,55483850,97888905,-28548691,2996977,0,44828844,53060061,9529622,71835777,-13467464,0,-65185124
(주)녹십자셀,031390,2017/12,19536787,120409038,717889,483301,0,72249633,48159405,6059186,54094073,3188818,0,1373595
(주)녹십자엠에스,142280,2017/12,98107431,57624087,-2850890,3290005,0,31530165,26093922,14473319,18607858,543209,0,10020029
(주)녹원씨엔아이,065560,2017/12,4347268,74655878,-7298649,1459924,0,33354817,41301061,3742735,65424494,-2862132,0,-12065889
(주)누리플랜,069140,2017/12,34578601,38784727,28437,4964255,0,17929547,20855180,6455067,17693446,482504,0,9120314
(주)누리플렉스,040160,2017/12,96144114,129899288,-4707188,9744785,0,79948613,49950675,22490322,57268011,3095623,0,9323467
(주)뉴로스,126870,2017/12,42061542,114416809,-5593504,7079267,0,58134009,56282800,11076603,35115539,2175724,0,12157631
(주)뉴보텍,060260,2017/12,41019670,30896817,-950459,1216607,0,14407766,16489051,11612868,10073203,-1061019,0,-8050169
(주)뉴인텍,012340,2017/12,43807312,42219720,-3699510,1055141,0,27599211,14620509,4029786,25061962,-1509936,0,-21744303
(주)뉴파워프라즈마,144960,2017/12,104485987,140717173,18545022,3600374,0,20496046,120221127,28845583,59166530,22726017,0,75513234
(주)뉴프렉스,085670,2017/12,151335859,114863409,2610320,1868797,0,68882201,45981208,8593847,59776582,6367211,0,17337506
(주)다나와,119860,2017/12,42400067,83599143,12628044,14958322,0,7923800,75675343,27927405,27849998,14472662,0,54818223
(주)다날,064260,2017/12,156323605,425811995,12924588,37186354,0,245149231,180662765,132488644,71786709,23834961,0,27634352
(주)다산네트웍스,039560,2017/12,29756967,264207257,1056003,8680225,0,110218370,153988887,10652314,191912691,595514,0,5701194
(주)다우데이타,032190,2017/12,151156995,276363963,7967929,46859972,0,120113663,156250300,15293747,167144594,6083164,0,56224235
(주)다원시스,068240,2017/12,115527028,328624050,10080080,12503348,0,155536126,173087923,24477435,183563249,13320051,0,54037253
(주)대동스틸,048470,2017/12,90505698,79369589,6150199,7524662,0,14554699,64814890,3781501,24795213,5542430,0,52267972
(주)대륙제관,004780,2017/12,197112543,154374507,9617357,18941448,0,54319381,100055127,12990381,65835425,12996725,0,81964733
(주)대림제지,017650,2017/12,90533322,203465141,-453981,12236460,0,76845853,126619287,5398181,168544148,4504268,0,93252226
(주)대명소노시즌,007720,2017/12,219151391,147929577,-4643848,2272181,0,52659612,95269965,31308684,68866101,7151401,0,-9494147
(주)대성미생물연구소,036480,2017/12,24043374,34782459,1557554,5247195,0,4485961,30296498,5233760,15612255,1993794,0,22155338
(주)대성엘텍,025440,2017/12,344500547,100641653,-6306893,1881286,0,56507680,44133973,11678861,54625283,2186233,0,-6282132
(주)대성파인텍,104040,2017/12,42539088,86421686,2282260,11226766,0,37491535,48930150,5231140,54658114,3392847,0,37722475
(주)대원,007680,2017/12,260757969,392648564,23296823,109027129,0,155729279,236919285,14727842,118249580,23341600,0,216807854
(주)대창솔루션,096350,2017/12,30923027,111928773,-11282110,592577,0,60073358,51855415,5380535,93690351,-8915691,0,11770494
(주)대창스틸,140520,2017/12,244793248,226666608,186544,1223083,0,127594569,99072039,7450344,127513758,4422935,0,77837133
(주)대한과학,131220,2017/12,31663846,32126203,525185,449052,0,8586651,23539552,7348202,15228744,854235,0,11323999
(주)대호특수강,021040,2017/12,205306467,151074017,4014068,1656962,0,82024966,69049051,10553995,68545709,10239635,0,-4071092
(주)더 미동,161570,2017/12,28132442,53589919,319497,14333399,0,2540660,51049259,2436257,32026723,102959,0,12909305
(주)더블유게임즈,192080,2017/12,161222279,419734962,35364189,8131962,0,15117048,404617915,101736363,356386906,59485915,0,148058450
(주)더블유아이,073570,2017/12,10064001,26873064,-9799765,6081100,0,3514646,23358418,2802009,16878506,-3470731,0,-9740380
(주)덕신하우징,090410,2017/12,122876930,104727146,6256096,2891370,0,43234879,61492267,11445999,52693574,6391199,0,44740500
(주)데이타솔루션,263800,2017/12,90041947,62046031,885540,11118406,0,32779977,29266054,13076339,11525944,557186,0,6568036
(주)데코앤이,017680,2017/12,39642881,46675197,-23112588,8482686,0,19493044,27182153,24061280,17812766,-1850451,0,-42258966
(주)덱스터스튜디오,206560,2017/12,24984428,89108752,-34407934,14978485,0,48413726,40695026,11356242,45116318,-21977293,0,-22387075
(주)덴티스,261200,2017/12,,,,,,,,,,,,
(주)동구바이오제약,006620,2017/12,101124256,75593396,10955175,9909939,0,37681856,37911540,47550829,31075982,13326485,0,21696584
(주)동국알앤에스,075970,2017/12,68756029,108264487,1721370,1500572,0,42861344,65403142,9571275,64087352,2672777,0,29343077
(주)동국에스엔씨,100130,2017/12,172792712,320888283,8994399,35495897,0,51729861,269158422,12045886,174189747,10948684,0,77768141
(주)동방선기,099410,2017/12,19302291,35060915,-3685002,6675159,0,4617643,30443271,1909439,19771476,-667105,0,4244728
(주)동성화인텍,033500,2017/12,212626849,220559176,-38801603,13151102,0,139729458,80829719,21393945,126358401,-21017198,0,26881998
(주)동아엘텍,088130,2017/12,124693976,136272556,18797358,56485756,0,23387084,112885472,11757923,45726663,12125919,0,80075677
(주)동양에스텍,060380,2017/12,159869610,104369971,3167043,1354979,0,51902968,52467003,6388013,47333098,2258069,0,40839188
(주)동우팜투테이블,088910,2017/12,230843688,200503429,17506765,15594929,0,29122384,171381045,14851430,83082977,16841962,0,131994480
(주)동운아나텍,094170,2017/12,54989112,42933844,-3123416,5270116,0,16389348,26544497,15362336,16212803,-1799001,0,20667085
(주)동원개발,013120,2017/12,563013434,703630959,100618005,173788811,0,108833453,594797507,11749300,19860289,143040410,0,542366158
(주)동일기연,032960,2017/12,34242984,70656416,4769933,2085283,0,5930353,64726062,9885926,20845835,3062006,0,82139677
(주)동진쎄미켐,005290,2017/12,631272541,567261062,37822419,44113383,0,309494389,257766673,58122757,353598240,53357193,0,118299289
(주)두산테스나,131970,2017/12,47188713,96222618,8992438,20423836,0,29224000,66998617,1736593,64934108,9865042,0,51138913
(주)듀오백,073190,2017/12,38302767,38777381,1144419,3751111,0,5129247,33648134,10114878,22226904,719444,0,22141037
(주)드래곤플라이,030350,2017/12,7565737,50306246,-9731229,885194,0,28793433,21512813,13062239,48346797,-5496502,0,-8686583
(주)드림시큐리티,203650,2017/12,20574060,21837665,-2226331,2513720,0,2905068,18932598,4911994,10063158,379072,0,1423682
(주)드림어스컴퍼니,060570,2017/12,61034418,132080078,-12766634,17928657,0,14215204,117864874,19835594,63941124,-7447418,0,-12550460
(주)드림티엔터테인먼트,220110,2017/12,6950405,8743920,-1005936,302174,0,2020943,6722977,1859446,6569173,-1142247,0,-811495
(주)디딤,217620,2017/12,65876555,53913043,2422022,11965868,0,22230577,31682465,32309582,31735825,1609175,0,14547991
(주)디모아,016670,2017/12,55737521,69440308,863321,22631204,0,14870289,54570018,7161287,28592047,359917,0,37132502
(주)디바이스이엔지,187870,2017/12,115287774,79756898,7527859,30738060,0,30843359,48913538,9152354,17168287,10923189,0,27307543
(주)디스플레이테크,066670,2017/12,82707089,166844088,4710640,2043701,0,18479522,148364566,4243663,97114944,8126981,0,133989744
(주)디아크,078590,2017/12,40019060,27530067,2597855,9477354,0,10214848,17315219,5303503,14039989,2285974,0,-7785460
(주)디알텍,214680,2017/12,37757616,43378522,-1993321,513649,0,16597048,26781474,16241022,13083334,-840580,0,3002880
(주)디앤씨미디어,263720,2017/12,26536904,35747220,4536199,5624026,0,3771775,31975445,21104315,2715584,5432589,0,10875702
(주)디에스앤엘,141020,2017/12,46533423,35474508,2363896,8573459,0,5020658,30453850,3963417,9645735,2442186,0,-31967557
(주)디에스케이,109740,2017/12,102528479,153376217,-25604152,64949735,0,77372544,76003673,3427408,43229289,16426873,0,11255512
(주)디에이테크놀로지,196490,2017/12,100382714,91963115,786538,5618357,0,48885298,43077817,6481731,38943455,4200287,0,17961395
(주)디에이피,066900,2017/12,297905538,229912365,5277713,4701575,0,134662718,95249647,10898183,163466511,7474137,0,81469541
(주)디엔에이링크,127120,2017/12,14179692,24992396,1361306,5009699,0,1477790,23514607,4847958,9849781,1463912,0,-25521628
(주)디엔에프,092070,2017/12,74380663,102224630,13231627,9814255,0,20733243,81491387,13804237,63239668,15092377,0,51438721
(주)디엠에스,068790,2017/12,265966852,279263248,7232563,10406348,0,145185574,134077674,19062877,142051697,21222871,0,74305648
(주)디오,039840,2017/12,78075286,168212064,15010076,6370201,0,46356425,121855640,27282118,75713409,26084178,0,38517357
(주)디와이디,219550,2017/12,63692286,44552922,6432242,12911351,0,6086765,38466157,23375399,4892132,10752559,0,26299974
(주)디이엔티,079810,2017/12,176696709,72592259,2771883,10097236,0,44968372,27623887,9022274,34855919,2047639,0,12261020
(주)디지아이,043360,2017/12,24750765,52592359,540970,353608,0,3897898,48694461,5928221,24351040,540542,0,34900363
(주)디지털대성,068930,2017/12,56820821,78562730,5096927,1886504,0,14251914,64310816,21833309,60486085,5410123,0,22168785
(주)디지틀조선일보,033130,2017/12,38315401,75198925,4982346,5892715,0,7260127,67938798,4273995,27500951,5357706,0,31015337
(주)디티앤씨,187220,2017/12,38160395,117565979,3607018,5075322,0,43928874,73637105,8838657,97191935,4734598,0,24011721
(주)딜리,131180,2017/12,50013539,60965719,2507623,6249628,0,3809388,57156331,10858434,22307576,2775733,0,43141921
(주)라이온켐텍,171120,2017/12,131372664,125271867,3788088,26962054,0,17655614,107616253,13422238,65345412,8039825,0,84401526
(주)라이트론,069540,2017/12,78298696,76844123,-1883700,3018743,0,36743872,40100251,7734578,30468512,2359712,0,18418781
(주)랩지노믹스,084650,2017/12,24806150,39868778,-3436502,495366,0,17520939,22347838,10883996,17639597,-1421639,0,7536268
(주)러셀,217500,2017/12,,,,,,,,,,,,
(주)레고켐바이오사이언스,141080,2017/12,20876265,85098150,-8292905,7506795,0,31995004,53103146,16254638,41356465,-8099206,0,-59004859
(주)레드로버,060300,2017/12,35652535,169236863,-9091706,5629660,0,21059631,148177232,4435864,85206546,-3613710,0,-20268488
(주)레드캡투어,038390,2017/12,260002195,448102058,8633096,18443949,0,308235953,139866105,240429201,390658717,19572994,0,82834516
(주)레이언스,228850,2017/12,95339722,194500122,15511036,19715186,0,15948082,178552040,16363421,55572074,18392068,0,69506570
(주)레이크머티리얼즈,281740,2017/12,,,,,,,,,,,,
(주)로보로보,215100,2017/12,12480408,24307583,-1114407,2103204,0,2563655,21743929,3309920,8690946,1745005,0,10033811
(주)로보스타,090360,2017/12,204857292,130429155,7526296,15410218,0,79876991,50552164,19108995,32861451,10721470,0,40412863
(주)로지시스,067730,2017/12,40858179,26178335,664509,11826579,0,9939460,16238876,3413859,4829148,627402,0,7080857
(주)루멘스,038060,2017/12,293386042,288489412,-14851401,40130692,0,99367430,189121981,50982200,130255312,-14677383,0,63001509
(주)루트로닉,085370,2017/12,80153135,224189287,3950525,687517,0,57230717,166958570,30734229,105789209,7483688,0,49432662
(주)룽투코리아,060240,2017/12,39011730,72204107,-20163479,5454261,0,12224439,59979668,25737260,32463656,115470,0,-46252603
(주)리노스,039980,2017/12,89707798,93269948,4275044,9183925,0,21684650,71585298,34879656,11781512,3540541,0,38980041
(주)리더스코스메틱,016100,2017/12,65416964,153437506,-5573819,21868339,0,73024381,80413125,26096850,95955302,1904942,0,47883127
(주)리드,197210,2017/12,37357618,42703334,-22499024,3182771,0,34924907,7778427,9277351,2115443,-10003913,0,-20588988
(주)리드코프,012700,2017/12,371171513,832754856,29065989,13507308,1278,544792091,287962765,119053854,59539353,38735373,0,232964926
(주)링네트,042500,2017/12,146033757,83996149,4638184,14502008,0,29453408,54542741,9216256,12090467,5190501,0,38559296
(주)링크제니시스,219420,2017/12,11793696,15185045,2710325,1873969,0,2022257,13162788,1322932,3128086,3557735,0,9077180
(주)마이크로컨텍솔루션,098120,2017/12,25294173,40781110,-3573020,3148529,0,4090008,36691102,3199686,19864738,-212430,0,32552661
(주)마이크로프랜드,147760,2017/12,50189558,56111035,5509396,16729565,0,8072341,48038694,5933622,18910816,6302635,0,-1298551
(주)마크로젠,038290,2017/12,71459329,167216803,17924048,38979120,0,64741809,102474994,25473966,52287628,2583160,0,45316813
(주)맘스터치앤컴퍼니,220630,2017/12,223574323,101908546,10310463,11259381,0,45467381,56441165,47706907,51675836,14525830,0,29698230
(주)매직마이크로,127160,2017/12,63906772,82455752,-1616545,68706,0,37701590,44754162,3659408,50357060,-366395,0,15409405
(주)매커스,093520,2017/12,83872865,83719033,5933865,15785788,0,35680531,48038503,6921496,19387564,10454267,0,36711479
(주)맥스로텍,141070,2017/12,38651323,83603254,-2268821,6341189,0,49899588,33703666,3733079,49628513,1264956,0,-6301431
(주)멀티캠퍼스,067280,2017/12,190763666,110800922,11365429,19578572,0,30223443,80577478,36908140,49144622,14176577,0,98930191
(주)메디아나,041920,2017/12,51225192,55118507,4223189,7885264,0,7703294,47415213,10877736,24419522,6217786,0,31876797
(주)메디콕스,054180,2017/06,16025310,55276578,-12945187,7809016,0,36163802,19112776,1569021,46340158,-237932,0,-2297168
(주)메디톡스,086900,2017/12,167864736,372487019,69985099,19114283,0,182449341,190037677,47555307,290044219,86061194,0,224493364
(주)메디프론디비티,065650,2017/12,20910434,26243666,-11451807,3518535,0,1493765,24749901,1961565,5719386,480995,0,-30721483
(주)메지온,140410,2017/12,5585880,69214903,-14881752,26850267,0,16045644,53169258,4155464,4299743,-3256843,0,-5124866
(주)메카로,241770,2017/12,106038329,139563314,32175526,89161251,0,19574646,119988668,12627495,24882996,43388489,0,46538974
(주)메타바이오메드,059210,2017/12,44185868,85352955,-3896803,3775004,0,38550574,46802382,10439452,53632420,6799409,0,7256676
(주)멕아이씨에스,058110,2017/12,8514960,23670512,-1307476,3380578,0,14686636,8983876,4005162,15680062,-495734,0,-762165
(주)멜파스,096640,2017/12,55841452,120391705,-31540416,1342192,0,51254892,69136813,16677964,78827058,-27695794,0,-25434137
(주)모다,149940,2017/12,29920748,190649233,-37348482,643724,0,137781689,52867544,16924944,154668892,-21657754,0,-35923931
(주)모다이노칩,080420,2017/12,166579438,563330684,37313934,36131592,0,279284051,284046633,79069876,417591593,40522725,0,165413781
(주)모두투어네트워크,080160,2017/12,249355585,254950078,23178425,48239304,0,115214045,139736033,216434000,76714408,32921586,0,118713905
(주)모바일리더,100030,2017/12,6271453,32620239,956586,1690709,0,1022158,31598082,2749102,22680244,580239,0,24401520
(주)모베이스,101330,2017/12,55904808,124151932,7749733,14276740,0,12704044,111447888,9796897,74059849,9038560,0,88953760
(주)모베이스전자,012860,2017/12,584945911,469397329,-29771797,1335396,0,367134286,102263043,30441518,273151782,-6457855,0,34318086
(주)모비스,250060,2017/12,2389536,18034552,-2728976,1891376,0,988499,17046053,2500655,5224052,-1645402,0,-165961
(주)모헨즈,006920,2017/12,38478190,26072046,349087,3674405,0,14598226,11473820,2053000,14629717,151123,0,2037250
(주)미래SCI,028040,2017/12,18319387,50374273,-6664955,273554,0,32068188,18306085,4298486,12874249,-3962567,0,-56145538
(주)미래생명자원,218150,2017/12,27968934,28668565,-1789325,14711595,0,4035278,24633288,4096282,6157890,1830978,0,15122496
(주)미래컴퍼니,049950,2017/12,175260490,161327672,27481520,38206115,0,64171146,97156526,25276712,42845611,36552655,0,74029976
(주)미래테크놀로지,213090,2017/12,22362965,58597366,4410777,7214673,0,1876937,56720429,3182810,43756345,4608538,0,24712173
(주)미애부,225850,2017/12,,,,,,,,,,,,
(주)미코,059090,2017/12,71147376,95824441,5593862,6213306,0,38385601,57438840,18954515,65856205,6312767,0,5593862
(주)미투온,201490,2017/12,14815586,125030188,545450,29805507,0,70942128,54088061,2399869,91395999,-434206,0,5061818
(주)바른손,018700,2017/03,3499940,40475076,-902077,15764963,0,2607764,37867312,2593299,22566889,-604656,0,-50664549
(주)바른손이앤에이,035620,2017/12,25074003,58622618,-14938781,6194222,0,15600904,43021713,19254682,48236020,5819321,0,-82420605
(주)바른전자,064520,2017/12,168479538,92951554,-23989114,2694009,0,51269264,41682290,12210922,41595335,-19434592,0,-17671595
(주)바이넥스,053030,2017/12,78026380,164893896,-11041402,11275853,0,34665005,130228891,35948430,118688079,-7547184,0,-15468703
(주)바이오니아,064550,2017/12,22792648,58705528,-8747115,4201696,0,30736047,27969481,18277561,31135395,-5169185,0,-90351451
(주)바이오로그디바이스,208710,2017/12,55328672,44572583,-1123141,7669299,0,18144731,26427852,4221884,10371876,1812160,0,8365008
(주)바이오빌,065940,2017/12,19432666,125298758,-37805668,1988261,0,73220075,52078683,5587615,97165367,-3036157,0,-44994992
(주)바이오스마트,038460,2017/12,55114201,88806853,6283740,2976973,0,26087276,62719577,4640595,67487276,8051051,0,7744798
(주)바이오톡스텍,086040,2017/12,22351893,53934065,1475312,5847562,0,26276788,27657277,4139631,42319648,2238533,0,-632619
(주)바텍,043150,2017/12,153296439,320605433,93698765,14128656,0,109852107,210753326,24003719,201089605,29110661,0,169499282
(주)배럴,267790,2017/12,35286005,18038706,3995097,7345776,0,5401544,12637162,19198682,2862827,5661402,0,12244392
(주)백금티앤에이,046310,2017/12,68146269,67782127,463386,4034597,0,32254804,35527322,10566060,27312606,1116450,0,3606452
(주)버킷스튜디오,066410,2017/12,16096172,24444762,796661,1263765,0,3037635,21407128,5167153,18433273,682469,0,-7922876
(주)베노홀딩스,206400,2017/12,18888947,19636000,-10333192,8368242,0,3456812,16179188,27029191,4879713,-8140244,0,-16158190
(주)베셀,177350,2017/12,80513243,96844753,4974940,7974928,0,51684673,45160081,11380753,30939618,10274428,0,26111383
(주)보광산업,225530,2017/12,42039497,90402464,9119014,9373085,0,31875629,58526835,3953009,59613294,9273842,0,34828853
(주)보라티알,250000,2017/12,41950240,60563965,7345115,540808,0,13613029,46950936,8739252,11326361,9112707,0,15796499
(주)본느,226340,2017/12,,,,,,,,,,,,
(주)부-스타,008470,2017/12,78949525,84540828,4635252,16434921,0,15305315,69235513,10921102,38292534,3306113,0,56746616
(주)부방,014470,2017/12,26323558,200547100,-22178004,4656078,0,20667635,179879465,4818813,182443877,1873685,0,82961328
(주)뷰웍스,100120,2017/12,122607323,140743102,18683631,35074278,0,11287270,129455832,31923979,48508830,28955219,0,117363952
(주)브리지텍,064480,2017/12,30211608,51895512,-3637422,13138952,0,8812773,43082739,4433472,24863173,-4746507,0,31518596
(주)브이원텍,251630,2017/12,37985173,87633631,10895129,10572411,0,26636241,60997390,3424204,9418804,15291543,0,30300797
(주)브이티지엠피,018290,2017/12,40265014,56768349,-16806251,2197675,0,30642997,26125352,6352448,43311847,-8374220,0,-16896210
(주)블루베리엔에프티,044480,2017/12,11902327,22200687,-1421184,803952,0,1231474,20969213,2626211,11207456,-1243391,0,10652817
(주)블루콤,033560,2017/12,121104741,191366921,10131008,46526948,0,15832132,175534790,11870633,79361116,13475658,0,141164548
(주)비덴트,121800,2017/12,15823655,162760792,68336846,8795472,0,23568665,139192126,9059306,128095857,-4265971,0,66299828
(주)비보존헬스케어,082800,2017/12,61021493,36404550,-6667629,1598004,0,20305007,16099543,5709917,8454699,-5006689,0,-67586930
(주)비씨월드제약,200780,2017/12,50207424,115753386,8082649,3797374,0,34525448,81227938,15358799,74850100,8878214,0,47350349
(주)비아트론,141000,2017/12,100632690,139436980,12639249,36549335,0,30598622,108838357,7872463,32973216,21546871,0,60013655
(주)비에이치,090460,2017/12,513248234,425896755,31912462,48492678,0,271775975,154120781,18586138,127961778,65951439,0,105426046
(주)비엔지티,032790,2017/12,13932664,27941311,-1761834,1824801,0,6524474,21416836,2670170,16715247,-50156,0,-33486886
(주)비엘,142760,2017/12,7607067,37560196,-6635206,13788209,0,2383204,35176992,7722445,6743609,-6825683,0,-49310269
(주)비엘팜텍,065170,2017/12,42545194,43731688,-5515778,5649148,0,18333359,25398329,20621726,32287631,-279619,0,-31422874
(주)비엠티,086670,2017/12,63638731,97143015,2983071,4580500,0,39168331,57974684,12744606,43258866,6114979,0,32726104
(주)비즈니스온커뮤니케이션,138580,2017/12,13456561,35900984,5296797,4463331,0,3888495,32012489,7752602,2126378,5703959,0,8914101
(주)비츠로셀,082920,2017/06,101991470,121524286,16128923,22777413,0,13747470,107776816,9536741,30023806,17554914,0,80634550
(주)비츠로시스,054220,2017/03,72073712,123239221,1096280,3073320,0,54887436,68351786,11158128,68774982,2022619,0,11021243
(주)비츠로테크,042370,2017/06,86734828,122983215,589950,6432834,0,40519311,82463903,11987159,101950663,1370507,0,20502094
(주)비케이홀딩스,050090,2017/12,38071774,44139463,-2421634,928516,0,13320743,30818719,3463749,34939480,-739818,0,-59213376
(주)비트컴퓨터,032850,2017/12,31554469,53486604,3823101,5950349,0,11078579,42408026,3712944,34722303,4784170,0,22815979
(주)빅솔론,093190,2017/12,80933343,150262382,20297769,56262508,0,13885290,136377092,9631030,42237448,13478042,0,130300147
(주)빅텍,065450,2017/12,40828484,61861299,-1085534,2448197,0,27739174,34122125,3800151,38420721,-1582562,0,16509996
(주)사람인에이치알,143240,2017/12,52529118,94038028,1987159,6558819,0,19430970,74607058,35164552,58843673,14911387,0,36216887
(주)삼기,122350,2017/12,292542881,313904981,12839107,9682032,0,186905641,126999340,26267360,234722893,16277822,0,84386180
(주)삼보판지,023600,2017/12,112996351,281405290,7283267,1907705,0,90306073,191099217,12849752,232315328,-3258203,0,184447940
