회사명,거래소코드,회계년도,매출액(수익)(*)(IFRS연결),자산(*)(IFRS연결),당기순이익(손실)(IFRS연결),현금및현금성자산(*)(IFRS연결),금융비용(IFRS연결),부채(*)(IFRS연결),자본(*)(IFRS연결),* (정상)영업손익(보고서기재)(IFRS연결),판매비와 관리비(물류원가 등 포함)(*)(IFRS연결),비유동자산(*)(IFRS연결),이익잉여금(*)(연결),기타(영업)비용(*)(IFRS연결)
서울전자통신(주),027040,2019/12,65589252,137380839,4051293,3228304,0,43897434,93483405,-1832488,5979910,103617464,-30325708,0
서호전기(주),065710,2019/12,64884056,93141622,15313676,12049826,0,18158212,74983410,12245033,11180481,50107504,66137645,0
성우전자(주),081580,2019/12,118739390,126891468,-5382430,7816958,0,23927839,102963629,-5072901,12769876,64073125,86296635,0
성우테크론(주),045300,2019/12,32959022,75224671,4546310,11184713,0,24482349,50742321,2201952,2568167,44304597,32350317,0
성호전자(주),043260,2019/12,99288438,95653166,-5061670,2909066,0,54500407,41152759,-3074190,13903227,46555884,-9819087,0
세명전기공업(주),017510,2019/12,,,,,,,,,,,,
세종텔레콤(주),036630,2019/12,269640868,448276043,2182987,19392678,0,111538082,336737962,-9756384,175083120,210751946,-37830788,0
소니드(주),060230,2019/12,36946795,87603979,-1000321,30552301,0,32568653,55035326,2532980,7168174,28227847,-33091679,0
소프트캠프(주),258790,2019/12,19738974,21126083,627526,5510723,0,11516641,9609441,4093023,10797756,5293330,-4088508,0
솔브레인홀딩스(주),036830,2019/12,1021271673,1159459650,119290717,346352701,0,317791133,841668517,174184666,80597516,621758831,706926937,0
스튜디오드래곤(주),253450,2019/12,468660678,581557107,26424613,59833973,0,153306915,428250192,28701606,19181858,337061816,93540476,0
시그네틱스(주),033170,2019/12,218775440,182878840,-22949225,7764191,0,46416598,136462243,-19639345,12782515,136208596,35983194,0
신라섬유(주),001000,2019/12,,,,,,,,,,,,
신라에스지(주),025870,2019/12,89400350,48035276,726138,5262626,0,32181418,15853859,2097047,4120880,28176938,2677562,0
신라젠(주),215600,2019/12,9068581,69745030,-113199973,7999651,0,8752501,60992529,-58492593,67561174,15828546,-333319504,0
신성델타테크(주),065350,2019/12,453654136,348684313,5282427,21532436,0,214879755,133804559,10347058,36497302,205081963,105425471,1370118
신신제약(주),002800,2019/12,67854562,129237818,2023675,1129922,0,72866958,56370860,2328969,21249570,84648694,34342181,0
신원종합개발(주),017000,2019/12,256456728,191574781,12733307,22157026,0,105520476,86054306,6922486,13125437,39674636,35521485,0
신일제약(주),012790,2019/12,,,,,,,,,,,,
신화인터텍(주),056700,2019/12,254429113,184128026,9472696,7451144,0,87540483,96587543,16338864,19048933,113031275,13155021,0
신흥에스이씨(주),243840,2019/12,239492755,335398061,16029010,52074048,0,233867642,101530419,20187914,19206254,201837556,59352110,0
쌍용정보통신(주),010280,2019/12,108259896,82441725,1308564,44233786,0,38117986,44323738,458756,12844591,23165833,3859704,0
씨비아이(주),013720,2019/12,,,,,,,,,,,,
씨아이에스(주),222080,2019/12,,,,,,,,,,,,
씨앤지하이테크(주),264660,2019/12,,,,,,,,,,,,
씨앤티85(주),056730,2019/12,7220575,28192798,-31395316,1609789,0,31327606,-3134807,-3504602,3765464,20941840,-94402358,0
씨에스베어링(주),297090,2019/12,102573702,107990241,6096348,12528635,0,62755138,45235104,10268373,7986763,58534481,2142692,0
씨제이바이오사이언스(주),311690,2019/12,4783223,33741415,-4345714,5354036,0,2886768,30854647,-4518862,7191999,2099460,-4222377,0
씨제이프레시웨이(주),051500,2019/12,3055080974,1181663153,9587493,21255877,0,892529739,289133414,58075352,338395050,685827840,37127997,0
씨큐브(주),101240,2019/12,,,,,,,,,,,,
아미코젠(주),092040,2019/12,115180889,241401291,-237003,21481184,0,82993430,158407861,-2183016,50678531,149396769,60573137,0
아비코전자(주),036010,2019/12,123321535,121058800,-5058062,36726557,0,18628460,102430340,-2321088,9358172,40913028,63411844,0
아이쓰리시스템(주),214430,2019/12,,,,,,,,,,,,
아이진(주),185490,2019/12,4245380,47309381,-8740334,3834684,0,28279443,19029938,-9354868,11292369,4159830,-53257547,0
아이큐어(주),175250,2019/12,60922490,211892753,-8654331,7987275,0,111815686,100077067,-6291251,24501568,142941376,31420193,0
아이크래프트(주),052460,2019/12,73758133,53449843,-258915,20018891,0,21129780,32320063,28494,14849778,7977662,28819488,0
아이텍(주),119830,2019/12,47026177,95000560,-8277080,9424793,0,44922560,50078000,2385089,6502450,78924524,2766585,0
아진산업(주),013310,2019/12,440797612,654694732,13812710,52244453,0,453392536,201302196,27815799,44256353,465153536,109678322,0
안국약품(주),001540,2019/12,155851757,217956961,2141921,22745931,0,69598640,148358322,2417841,75576057,65818060,130170214,0
알리코제약(주),260660,2019/12,,,,,,,,,,,,
알서포트(주),131370,2019/12,28486918,78555022,8870797,8458427,0,16560449,61994574,5801169,22685749,41018284,23378836,0
알에스오토메이션(주),140670,2019/12,82169975,73091768,149133,8813040,0,33854479,39237289,148905,10505677,23445951,19228090,0
알에프머트리얼즈(주),327260,2019/12,,,,,,,,,,,,
알에프에이치아이씨(주),218410,2019/12,107768754,260240851,20164377,109604701,0,44667915,215572935,17936449,21610451,69387353,99473069,0
압타바이오(주),293780,2019/12,,,,,,,,,,,,
애니젠(주),196300,2019/12,,,,,,,,,,,,
애머릿지코퍼레이션,900100,2019/12,39829870,115190253,-32521407,2488038,0,80668242,34522010,-3547530,23835984,94561248,-108720321,0
앱클론(주),174900,2019/12,,,,,,,,,,,,
어보브반도체(주),102120,2019/12,126805890,110464995,13367760,12462366,0,20116225,90348770,13925855,23481817,38013830,64057413,0
에스넷시스템(주),038680,2019/12,316779316,172122910,6944376,46157628,0,93705823,78417087,7830220,31966706,27362206,28005194,0
에스디엔(주),099220,2019/12,65023507,135452090,3993872,1331025,0,59426831,76025258,2958981,14381784,87290682,11507120,0
에스맥(주),097780,2019/12,168039893,349790577,-13938112,68674541,0,113821677,235968900,10713375,16937623,172924295,52402079,0
에스비더블유생명과학(주),151910,2019/12,52623027,84721761,-16287732,3646727,0,47252992,37468769,-14802489,11076135,53433820,-69281070,0
에스씨아이평가정보(주),036120,2019/12,52569945,32190975,5113107,11975227,0,7811939,24379036,6923880,45646065,6863627,2764057,0
에스앤씨엔진그룹리미티드,900080,2019/12,107613521,456216730,5519506,138692716,0,16398678,439818052,14757386,15338230,218777571,318048121,0
에스에이치엔엘(주),050320,2019/12,,,,,,,,,,,,
에스엔유프리시젼(주),080000,2019/12,64349005,151973823,7722991,41546481,0,36565253,115408569,8930594,9552728,53293076,-12818706,0
에스엔케이폴리텍(주),091340,2019/12,338044206,246706940,15338586,40908785,0,157920154,88786786,25689189,37031025,118072301,50300574,0
에스와이(주),109610,2019/12,380109486,361603998,-16233649,26098749,0,239918988,121685010,-8412199,37526452,185186347,22999654,0
에스지씨이테크건설(주),016250,2019/12,1698474766,2034408015,31525629,47939846,0,1515163710,519244305,76950799,60601464,1374608462,283892602,0
에스지에이(주),049470,2019/12,81471003,100663770,-30392468,11110915,0,62596298,38067472,-11144850,27401778,60571627,-18076931,0
에스지에이솔루션즈(주),184230,2019/12,45088761,47971816,-28587262,5886052,0,31448959,16522857,-8494595,20609782,21983331,-27101927,0
에스지에이클라우드서비스(주),224880,2019/12,,,,,,,,,,,,
에스지이(주),255220,2019/12,132776115,227974975,9606579,19288591,0,155386718,72588258,12802377,29235992,112232646,53054437,0
에스케이 머티리얼즈(주),036490,2019/12,772194040,1615834120,143301752,39833669,0,1095527836,520306284,214752139,90365628,1303107564,613936313,0
에스텍(주),069510,2019/12,337971674,213913142,17199546,39379723,0,59921267,153991875,17480872,30965050,44684310,157103279,0
에스트래픽(주),234300,2019/12,79673572,121068654,-9372758,17300132,0,89685085,31383569,-2520870,13803415,60290363,-89278,0
에스티팜(주),237690,2019/12,93256825,341080335,-18528696,12822806,0,37400527,303679808,-26703332,25075231,196927945,123561336,0
에스퓨얼셀(주),288620,2019/12,,,,,,,,,,,,
에이비엘바이오(주),298380,2019/12,,,,,,,,,,,,
에이아이비트(주),039230,2019/12,37400538,68044383,-11184118,4934889,0,17592045,50452338,3148083,11277430,16850810,-83514966,0
에이에프더블류(주),312610,2019/12,,,,,,,,,,,,
에이치엘비(주),028300,2019/12,38420748,362612148,-59660076,40855235,0,173369982,189242166,-48731091,52667712,292933101,-5216438,0
에이치엘비생명과학(주),067630,2019/12,114018502,404935130,7562007,36768747,0,70510315,334424815,-4479272,12086081,181268106,-4250327,0
에이치엘비제약(주),047920,2019/12,36099923,45845869,472654,2743841,0,27942975,17902894,1440929,16600941,16827682,1214683,0
에이치엘비테라퓨틱스(주),115450,2019/12,58966186,139519008,-17179911,43198156,0,63422712,76096296,-8831258,14329756,77490905,-56541680,0
에이테크솔루션(주),071670,2019/12,228200653,188963883,1545515,545465,0,118142375,70821508,2780805,19500837,81472231,55660060,0
에이피시스템(주),265520,2019/12,462077779,420965874,9451469,30046318,0,306842978,114122896,28427123,44194917,168536825,45315933,0
에이피에스홀딩스(주),054620,2019/12,23151386,297708244,-4601038,5910962,0,82922502,214785742,-10579887,19045742,241247280,734296923,0
에이피위성(주),211270,2019/12,,,,,,,,,,,,
에이피티씨(주),089970,2019/12,59326131,65533033,14158282,41333484,0,6030811,59502222,16122699,10053931,5636766,39054353,0
에코바이오홀딩스(주),038870,2019/12,17268700,74587723,7107007,5789823,0,12866428,61721295,1012817,3567511,39507226,-14061847,0
에코캡(주),128540,2019/12,66939883,120238341,1052456,14338995,0,53913446,66324896,294568,12490922,51776506,37173207,0
에코플라스틱(주),038110,2019/12,1216291299,628079080,-530480,6822787,0,510603864,117475216,10946110,41715961,414790381,78788331,0
에프엔에스테크(주),083500,2019/12,,,,,,,,,,,,
엑스큐어(주),070300,2019/12,,,,,,,,,,,,
엔브이에이치코리아(주),067570,2019/12,826287783,794647172,12419235,76665644,0,611740199,182906973,26916837,68684551,486745030,81375479,0
엔시트론(주),101400,2019/12,10936917,34970285,-10060914,694962,0,16947848,18022437,-5818486,7583017,26021212,-45781588,0
엔에이치엔한국사이버결제(주),060250,2019/12,469897622,311913210,24475778,126940972,0,184555496,127357713,32092926,35651508,68561405,94551040,0
엘비세미콘(주),061970,2019/12,390435695,478594872,36546959,27831617,0,289298787,189296084,50434099,24228682,356005253,91627779,0
엘컴텍(주),037950,2019/12,46157406,83477222,-568616,5283904,0,10113605,73363617,3498466,9105973,67513899,6355262,0
엘티씨(주),170920,2019/12,92053188,172657780,1250389,22533646,0,80730136,91927643,3712004,20416422,103131509,46045459,0
엠에프엠코리아(주),323230,2019/12,,,,,,,,,,,,
엠케이전자(주),033160,2019/12,731615145,1831423713,76912702,27613409,136375015,957746985,873676728,126697646,20831868,193476476,296141330,0
영신금속공업(주),007530,2019/12,119777966,133117064,5771366,8873301,0,91189780,41927284,6428110,16331400,87522667,22986305,0
영풍정밀(주),036560,2019/12,,,,,,,,,,,,
영화테크(주),265560,2019/12,44565403,55895879,-1483925,1877609,0,10644097,45251783,-1502401,6760323,22083312,31701938,0
예스이십사(주),053280,2019/12,533022797,239942068,-166967,7201295,0,175512025,64430043,6293778,108052181,142069779,28248893,0
오가닉티코스메틱스홀딩스컴퍼니리미티드,900300,2019/12,299604920,302081531,31800007,102829540,0,25474678,276606853,45894693,99212932,79193397,219200714,0
오로라월드(주),039830,2019/12,157071565,250898222,3765898,11128272,0,144699074,106199148,12596995,58977145,163031455,93885365,0
오상자이엘(주),053980,2019/12,74222347,73886372,-14791226,7489347,0,36059688,37826685,-2581946,9442638,34846318,-17988864,0
오성첨단소재(주),052420,2019/12,66605461,228087680,14596511,72570064,0,53801607,174286073,1934456,6368953,119612665,20744664,0
오션브릿지(주),241790,2019/12,75770273,81136732,11383539,15692166,0,13094511,68042221,12804587,6352923,40589337,39604157,0
오스템임플란트(주),048260,2019/12,565042601,797389783,-21960071,122643375,0,715048824,82340960,42901164,276235420,400366481,65747846,0
올리패스(주),244460,2019/12,1705302,54677212,-46426664,29985274,0,35905845,18771366,-21507771,22300407,12890617,-151284356,0
올릭스(주),226950,2019/12,1130327,45207279,-14352745,4954473,0,3399951,41807328,-15116806,16247133,7767603,-34798780,0
옴니시스템(주),057540,2019/12,94031923,136588799,18705310,14961236,0,40695403,95893395,-1969438,15573208,63215297,38903451,0
옵티시스(주),109080,2019/12,,,,,,,,,,,,
와이더블유(주),051390,2019/12,19220154,112413217,1979112,308952,0,41197813,71215404,2753403,4745622,44769840,61489679,0
와이아이케이(주),232140,2019/12,49982617,196763487,-10703169,23026945,0,89972726,106790762,-11781133,29025490,76791696,69484131,0
와이엠씨(주),155650,2019/12,167066128,132327493,-1409016,18972246,0,46440214,85887279,-5920800,12304853,45582194,54794246,0
와이엠티(주),251370,2019/12,95486219,163928259,17381443,41750906,0,73495148,90433111,22107720,14507949,73326017,53129878,0
와토스코리아(주),079000,2019/12,,,,,,,,,,,,
우리바이오(주),082850,2019/12,1672648383,609992444,6096267,36544357,0,482780768,127211676,26465969,62848531,232622453,-57012664,0
우리산업(주),215360,2019/12,318793341,245838845,7584351,5788235,0,129203492,116635353,14114602,24881273,80954031,49066576,0
우리산업홀딩스(주),072470,2019/12,378244799,395296111,3286285,12484777,0,173111595,222184516,7395947,41221509,200027010,30779365,0
우리손에프앤지농업회사법인(주),073560,2019/12,225233901,370556224,4276231,12905747,0,183012716,187543508,10166911,20851582,242890032,130021433,0
우리엔터프라이즈(주),037400,2019/12,1697725764,674989563,5398648,37675055,0,509875852,165113711,27093731,68367471,287440480,-29379022,0
우리이앤엘(주),153490,2019/12,133202816,98003925,4835988,10930917,0,36954489,61049436,3561363,15569195,14328390,-25481948,0
우림피티에스(주),101170,2019/12,,,,,,,,,,,,
우수AMS(주),066590,2019/12,252858383,180875991,282043,7233190,0,120564109,60311882,2889225,21537758,112530115,35331456,0
우원개발(주),046940,2019/12,290210341,201931965,14142937,10095692,0,118756101,83175864,22561257,12395828,85124376,14017081,0
우진비앤지(주),018620,2019/12,29655800,85132438,-13551504,5018925,0,46429842,38702596,2023605,6285648,38293029,-11348958,0
원텍(주),216280,2019/12,38498317,40300196,-11747082,1782143,0,37613366,2686830,-9020168,21263717,13271461,-5661325,0
원텍(주),336570,2019/12,,,,,,,,,,,,
원풍물산(주),008290,2019/12,,,,,,,,,,,,
웹케시(주),053580,2019/12,,,,,,,,,,,,
위즈코프(주),038620,2019/12,36756137,41680874,25283,8503646,0,1717907,39962966,1038641,8057527,24154849,1877988,169456
윈텍(주),320000,2019/12,,,,,,,,,,,,
윙입푸드홀딩스,900340,2019/12,111593709,126212171,10227321,87177333,0,26064013,100148158,18971497,21651511,21391416,67264916,0
유네코(주),064510,2019/12,18720579,75608367,-9308106,943727,0,62529131,13079236,-1815550,7418482,61744422,-44636468,0
유니셈(주),036200,2019/12,179032324,167715642,21262075,27950849,0,43936455,123779186,23982989,44282105,40106269,97839457,0
유니슨(주),018000,2019/12,75933109,236352875,-4088702,3213684,0,165157726,71195149,-13794627,17003688,175158348,-28182481,0
유비벨록스(주),089850,2019/12,279431721,291875648,7660304,47506538,0,109195140,182680508,7755525,72077732,130647696,26315166,0
유아이엘(주),049520,2019/12,408486203,211559225,8230239,42746346,0,41928476,169630749,8864171,17381906,106040043,137315734,0
유진기업(주),023410,2019/12,1457764778,4527888217,19602101,110484160,175530189,3736492992,791395226,128015521,144189416,1216642198,276755830,0
이노시스(주),056090,2019/12,34814232,71080648,-1890150,3882887,0,33093047,37987600,-1163669,14908146,38238605,-22029741,0
이니텍(주),053350,2019/12,288034220,259984863,-7571534,119291415,0,59078575,200906288,5832264,19858552,68294314,63407180,0
이스트아시아홀딩스인베스트먼트리미티드,900110,2019/12,91506104,215567392,3136628,85654774,0,17206962,198360430,6070971,16442297,8968915,104572777,0
이에스산업(주),241510,2019/12,,,,,,,,,,,,
이엠코리아(주),095190,2019/12,84821800,185095105,-15952101,17418189,0,109683023,75412083,-11516786,10702968,120322255,2586283,0
이원다이애그노믹스(주),245620,2019/12,56721870,96400085,-8605225,17909477,0,48588546,47811539,-8553546,13978239,50379570,-30457135,0
이원컴포텍(주),088290,2019/12,47852572,37874014,2370075,3668010,0,18187440,19686574,1356893,2308909,19610011,-1687166,0
이트론(주),096040,2019/12,28980984,104903445,-3157363,21120485,0,39519455,65383990,-2335622,5007293,55107684,-9391293,0
이화공영(주),001840,2019/12,,,,,,,,,,,,
이화전기공업(주),024810,2019/12,,,,,,,,,,,,
인베니아(주),079950,2019/12,146173882,186593946,1166030,4467086,0,141464088,45129858,4080034,21268340,41057647,13835550,0
인선이엔티(주),060150,2019/12,183949124,347152596,16641556,27227588,0,140807263,206345333,29617084,16587848,268548090,126061162,0
인크로스(주),216050,2019/12,34463400,144263390,9314082,8477826,0,78518898,65744492,12209437,5465993,10522510,35589940,0
인탑스(주),049070,2019/12,910477910,692183154,60383269,119575168,0,171262153,520921000,70671749,67738944,301695457,413294607,0
인포뱅크(주),039290,2019/12,119477343,72990104,1179013,11255345,0,17402506,55587598,794191,13310921,42278277,34585315,0
인화정공(주),101930,2019/12,129288748,286430693,-8467080,11844703,0,153649141,132781551,2998542,10305985,189918097,84063776,0
잉글우드랩(주),950140,2019/12,133316920,115343361,2268541,5461314,0,54218297,61125065,6746247,19112415,44817859,-17169694,0
자안바이오(주),221610,2019/12,43888123,34679009,674177,7824660,0,9250310,25428699,422866,11358172,9984509,4571270,0
자이글(주),234920,2019/12,,,,,,,,,,,,
재영솔루텍(주),049630,2019/12,133357975,164461895,5967117,34310717,0,108753250,55708645,8006270,18903033,97778039,-41952027,0
전진바이오팜(주),110020,2019/12,,,,,,,,,,,,
제너셈(주),217190,2019/12,,,,,,,,,,,,
제룡산업(주),147830,2019/12,,,,,,,,,,,,
제룡전기(주),033100,2019/12,,,,,,,,,,,,
제이더블유신약(주),067290,2019/12,102531447,136854613,1444483,29602366,0,70919012,65935601,1145720,46406896,63372614,-20840297,0
제이스코홀딩스(주),023440,2019/12,,,,,,,,,,,,
제이씨케미칼(주),137950,2019/12,202369461,236992374,11683857,13557925,0,146155875,90836500,12967917,14093108,171139449,45847274,0
제이씨현시스템(주),033320,2019/12,209199780,130349962,968200,18189230,0,41894351,88455611,2545427,18065296,24996957,39036891,0
제이엔케이히터(주),126880,2019/12,225530641,176697329,7922404,25030601,0,87656108,89041221,17294744,11854129,74098402,7292301,0
제이엠아이(주),033050,2019/12,70128873,83262381,-7980951,9589528,0,47739799,35522582,-4897973,7876369,35684378,-9491147,0
제이엠티(주),094970,2019/12,83264957,71663175,956700,15577085,0,16399231,55263944,2030896,7381871,30390215,40028600,0
조광아이엘아이(주),044060,2019/12,24534303,93386670,3553195,6889639,0,36653545,56733125,4196689,6114340,62059344,32153691,0
조아제약(주),034940,2019/12,67536605,86742091,-1121860,10037029,0,34992942,51749149,-366384,30085026,32940588,-19837260,0
주성엔지니어링(주),036930,2019/12,254580906,444888329,27076941,13735374,0,205990724,238897605,29110590,78635041,341596964,82088025,0
줌인터넷(주),239340,2019/12,24679947,34473836,-11777369,10896484,0,6200119,28273717,908597,23771350,6096166,-16797608,0
지나인제약(주),078650,2019/12,67739920,97272382,-8677540,55922,0,46840593,50431789,3242307,7900596,73879750,-47877705,0
지니언스(주),263860,2019/12,24925858,42717741,3106970,3605272,0,8858726,33859015,2294835,12420603,14764414,20072712,0
지더블유바이텍(주),036180,2019/12,44570859,81247257,-21820811,4306006,0,74868332,6378926,195183,8944717,8501990,-12376277,0
지스마트글로벌(주),114570,2019/12,,,,,,,,,,,,
지에이치신소재(주),130500,2019/12,67174274,80228019,2243507,1058317,0,37333649,42894371,1624333,5155656,59864374,25529370,0
지엔원에너지(주),270520,2019/12,,,,,,,,,,,,
지엘팜텍(주),204840,2019/12,10608166,26547011,-5515452,324134,0,24185346,2361665,-3131118,5159299,20199314,-7992277,0
진양제약(주),007370,2019/12,,,,,,,,,,,,
차이나크리스탈신소재홀딩스,900250,2019/12,84592473,298762118,22563142,109608448,0,33741366,265020752,28534409,10278947,153561113,179136851,0
참존글로벌(주),158310,2019/12,10075086,74414602,-8402343,12584377,0,45128945,29285657,-4930972,10408075,28917224,-27056935,0
참좋은여행(주),094850,2019/12,,,,,,,,,,,,
카페24(주),042000,2019/12,217244740,231433763,7782008,51990323,0,79165394,152268369,9836691,207408049,130375268,17638037,0
커머스마이너 (주),223310,2019/12,9051494,40535221,-2899962,3759560,0,8929667,31605553,73016,2139995,27866561,-48279728,0
컬러레이홀딩스,900310,2019/12,50860783,167545509,24200498,83667520,0,9281277,158264232,27626279,6411895,53916825,102546544,0
케어룸의료산업(주),327970,2019/12,,,,,,,,,,,,
케이디켐(주),221980,2019/12,48784053,83290089,7491614,11428189,0,6021464,77268625,6421048,6144990,43717283,57597067,0
케이만금세기차륜집단유한공사,900280,2019/12,113144422,231924811,21716747,100882492,0,15597231,216327581,29464697,8145335,84686589,114748335,88524
케이맥(주),043290,2019/12,62978528,86443633,-11091239,2088111,0,42363781,44079852,-6330442,12950617,22256238,14606210,0
케이비아이메탈(주),024840,2019/12,494785993,219412825,6810934,7421273,0,126105852,93306973,10322201,8512707,58835708,18643020,0
케이에이치건설(주),226360,2019/12,31699278,99065116,-4873118,9421599,0,58727662,40337454,3620163,8619647,68468356,13971624,0
케이에이치전자(주),111870,2019/12,36855517,189530273,-19356795,16076451,0,55613296,133916977,-2604194,10618567,139794828,52436979,0
케이엠제약(주),225430,2019/12,,,,,,,,,,,,
케이지이티에스(주),151860,2019/12,,,,,,,,,,,,
케이피엑스라이프사이언스(주),114450,2019/12,,,,,,,,,,,,
켄코아에어로스페이스(주),274090,2019/12,46298662,74318506,-7592749,8704645,0,40635286,33683221,1023538,6957231,41819943,-22933330,0
코나아이(주),052400,2019/12,121962894,288455847,-9657095,174300181,0,202527195,85928652,-2608530,35356665,37008465,29246434,0
코드네이처(주),078940,2019/12,42464830,41171992,-4567623,2699382,0,22113643,19058349,1502573,5316433,18571016,-6056685,0
코리아에프티(주),123410,2019/12,438688446,332861087,5684939,18188334,0,207061668,125799418,8183271,50925388,181122067,96096511,0
코스맥스엔비티(주),222040,2019/12,194269355,286152979,-17722534,29364200,0,214356067,71796912,-9905184,27107854,170768505,23613983,0
코아스템(주),166480,2019/12,24284457,85647966,-4370276,3023673,0,11095305,74552660,-5088389,10027674,40832362,-14118515,0
코오롱생명과학(주),102940,2019/12,,,,,,,,,,,,
코오롱티슈진(주),950160,2019/12,,,,,,,,,,,,
코웰패션(주),033290,2019/12,394651165,364382589,54430696,15299028,0,108037612,256344977,76083792,134289855,163717849,161259154,0
코위버(주),056360,2019/12,113131215,164870776,20638977,19433976,0,46226080,118644697,11715872,18976581,78705135,101945434,0
콜마비앤에이치(주),200130,2019/12,438905518,386373979,54752737,59576224,0,131822570,254551409,74075200,20934979,178953821,214480949,0
큐렉소(주),060280,2019/12,,,,,,,,,,,,
크로바하이텍(주),043590,2019/12,35522415,27010183,-7477696,1420664,0,10971727,16038456,-4246711,6117861,14655880,-32985056,0
크루셜텍(주),114120,2019/12,65079351,107061952,-45131058,6176306,0,63473877,43588075,-29142185,17663102,53523684,-167076069,0
크리스탈지노믹스(주),083790,2019/12,14006559,379189388,-38091103,51884965,0,153972523,225216865,-10560241,15366388,140978966,-128016590,0
키네마스터(주),139670,2019/12,19423411,14348847,61731,8158061,0,1818202,12530645,317948,19105463,2045431,6880973,0
테고사이언스(주),191420,2019/12,6346019,48569091,831875,1630833,0,741022,47828069,345960,4369239,22164337,4881260,0
테라사이언스(주),073640,2019/12,16194065,50474430,-2755497,5843761,0,23794839,26679591,-2944449,4680889,38980676,-6351650,0
티제이미디어(주),032540,2019/12,75419429,105918758,901690,11167863,0,27686841,78231917,451684,18503904,72544085,63689496,0
티케이지애강(주),022220,2019/12,71371711,94318503,11522828,2418936,0,11300117,83018386,10214468,7170940,41949514,16009226,0
팅크웨어(주),084730,2019/12,182220910,208700708,4050708,35087053,0,59525226,149175482,7827476,50860448,90223097,92446442,0
파나케이아(주),058530,2019/12,41111222,152329511,-24929147,5858829,0,96480539,55848972,3401740,14232812,118230196,-24593333,0
패션플랫폼(주),225590,2019/12,,,,,,,,,,,,
펌텍코리아(주),251970,2019/12,175371909,294174682,22893194,14659893,0,107995887,186178795,26860377,11003853,122516573,105814036,0
풍국주정공업(주),023900,2019/12,121430700,180073444,9109368,4204405,0,32590763,147482681,10526395,14974539,115190982,123894399,0
피씨엘(주),241820,2019/12,,,,,,,,,,,,
피아이첨단소재(주),178920,2019/12,,,,,,,,,,,,
피앤씨테크(주),237750,2019/12,,,,,,,,,,,,
피에스케이(주),319660,2019/12,154611977,223929932,14971556,45862316,0,36679089,187250843,16899953,52323338,54114792,15363189,0
피에스케이홀딩스(주),031980,2019/12,42078133,101648328,8394444,19975969,0,12815989,88832339,1462469,17291795,48451888,233932996,0
피에스텍(주),002230,2019/12,50670723,168595348,2533315,52419205,0,25406096,143189253,-1739810,7950254,61965956,117343893,0
피에이치에이(주),043370,2019/12,1088426363,920596014,31622057,112985344,0,344102273,576493741,15579774,101165732,442635503,539858857,0
하나마이크론(주),067310,2019/12,498198003,706702384,14505784,11911290,0,470242762,236459621,45252915,43144817,538783710,-4231072,0
하나머티리얼즈(주),166090,2019/12,,,,,,,,,,,,
하이록코리아(주),013030,2019/12,142113513,381305426,13597494,24567426,0,32259926,349045500,14922325,22182597,112078363,311115898,0
하이즈항공(주),221840,2019/12,73686265,137289915,3705357,27943300,0,59616462,77673453,3831642,6715275,77930878,10378640,0
한국기업평가(주),034950,2019/12,92749504,160337154,24756035,15017238,0,35911300,124425854,31647801,61101703,30802933,75648455,0
한국맥널티(주),222980,2019/12,42843624,52878565,-776324,4449761,0,22545760,30332805,2098267,9356750,30148010,17936577,0
한국선재(주),025550,2019/12,185477689,229003496,3087715,3287977,0,137808484,91195012,6691765,17127060,136718475,55444605,0
한국알콜산업(주),017890,2019/12,291435153,437078589,32051477,48201286,0,102630966,334447623,33099998,26197290,302693010,300317452,0
한국유니온제약(주),080720,2019/12,51264403,96427861,411158,5193590,0,38379441,58048420,791301,23535117,44088258,26022256,0
한국전자금융(주),063570,2019/12,282876178,455809892,2831127,172989074,0,293590697,162219195,16029887,220459881,235512415,105327608,0
한국전자인증(주),041460,2019/12,28670274,57585101,1581975,35223569,0,16917081,40668021,2321880,26348394,5104477,26272193,0
한국정밀기계(주),101680,2019/12,,,,,,,,,,,,
한국정보공학(주),039740,2019/12,161734399,85133950,1716720,3542082,254173,44370611,40763339,986812,12459689,29432902,-5718328,0
한국정보인증(주),053300,2019/12,42606443,109192283,7140226,5345710,0,23963367,85228915,9271306,33335137,35950276,46873323,0
한국정보통신(주),025770,2019/12,498756811,353591699,24527399,36334305,0,151325856,202265843,34228775,11672185,88761635,176444188,0
한국컴퓨터(주),054040,2019/12,110390879,128593746,7581510,24844634,0,34598002,93995744,7190860,4508337,62097320,78845135,0
한라아이엠에스(주),092460,2019/12,48373035,112841733,4364489,5536153,0,31910017,80931717,1203271,12650725,67491418,55890971,0
한솔아이원스(주),114810,2019/12,122297432,241156808,-6192740,12310161,0,129185789,111971019,-2137852,26462863,173888238,38946655,0
한솔인티큐브(주),070590,2019/12,,,,,,,,,,,,
한양디지텍(주),078350,2019/12,67970988,94167003,-12782260,12498217,0,65262852,28904151,-7941439,11444383,65359898,14554968,0
한양이엔지(주),045100,2019/12,772099734,529095625,29537933,61283270,0,201655339,327440287,33378333,38352180,141289447,305526536,0
한일네트웍스(주),046110,2019/12,121634725,124872838,7040931,9881864,0,57507980,67364858,8722635,7489826,81173808,38274666,0
한일단조공업(주),024740,2019/12,141239584,233457169,3546339,12021078,0,119148352,114308817,5706643,10556170,152172814,59511084,0
