회사명,거래소코드,회계년도,매출액(수익)(*)(IFRS),자산(*)(IFRS),당기순이익(손실)(IFRS),현금및현금성자산(*)(IFRS),금융비용(IFRS),부채(*)(IFRS),자본(*)(IFRS),판매비와 관리비(물류원가 등 포함)(*)(IFRS),비유동자산(*)(IFRS),* (정상)영업손익(보고서기재)(IFRS),기타(영업)비용(*)(IFRS),이익잉여금(결손금)(*)(IFRS)
(주)지유온,111820,2019/12,4222230,25081604,-9811319,4715893,0,24749397,332207,5433823,8135090,-2286842,0,-71987484
(주)지티지웰니스,219750,2019/12,27160757,46220807,1250667,649784,0,25585390,20635416,16918739,27656061,-3635988,0,677649
(주)진로발효,018120,2019/12,86574385,89229457,14127156,5823409,0,10867821,78361636,2329411,35805398,16179028,0,96542922
(주)진매트릭스,109820,2019/12,5050418,28455836,-1173032,5981945,0,13206468,15249368,4141836,12688861,-2354697,0,-15462437
(주)진바이오텍,086060,2019/12,23269009,39577106,-1678335,2183929,0,4230041,35347065,3641749,16658993,746756,0,8855503
(주)진성티이씨,036890,2019/12,277312154,180904124,19068211,13538977,0,53251993,127652132,13654891,75326767,21754182,0,98338565
(주)차바이오텍,085660,2019/12,30319513,320192650,43798228,33919181,0,80913245,239279404,20306805,231781065,-308276,0,-32611050
(주)창해에탄올,004650,2019/12,95102047,158091079,13347284,325430,0,45074048,113017030,6031872,122828145,18466917,0,101425619
(주)천보,278280,2019/12,96951371,210937373,15648792,5595106,0,9028765,201908608,1427957,80628176,17901298,0,110511190
(주)체리부로,066360,2019/12,271426120,217017651,-19616675,1084435,0,126144116,90873535,24911296,170349245,-13899513,0,29748832
(주)초록뱀미디어,047820,2019/12,36286419,180301470,5915643,11127784,0,75619286,104682184,2672695,162170255,1446554,0,5915643
(주)초록뱀컴퍼니,052300,2019/12,17882006,141477158,-12956106,368859,0,53944355,87532803,4678607,126595900,-3090227,0,-9390359
(주)칩스앤미디어,094360,2019/12,16148210,36098846,4510078,2634686,0,3757842,32341004,12564322,9529526,3583888,0,15065382
(주)카나리아바이오,016790,2019/12,118172502,97377192,3244667,1835905,0,37921585,59455607,11989254,22472790,6132969,0,47155321
(주)카스,016920,2019/12,118334377,130119299,1045906,907200,0,80764370,49354929,29120372,75485346,1449043,0,28581945
(주)카이노스메드,284620,2019/12,,,,,,,,,,,,
(주)캐리소프트,317530,2019/12,9432284,21784622,-1868074,1672348,0,3359295,18425328,11060289,13099871,-1628005,0,-2661856
(주)캐스텍코리아,071850,2019/12,123324843,259233643,-3534504,4144643,0,135390733,123842910,8271908,157639045,111740,0,86376796
(주)캠시스,050110,2019/12,467852457,318210958,7603813,68442369,0,212265412,105945547,31108889,139200763,6090085,0,4028991
(주)컴투스,078340,2019/12,462178165,993733892,115989038,30577546,0,76316231,917417660,265103889,239340780,128246417,0,767749505
(주)컴투스홀딩스,063080,2019/12,76400605,198900359,-7770868,6749470,0,102430778,96469581,48683880,183823313,-13593165,0,28226173
(주)케스피온,079190,2019/12,22616883,53059247,637281,906659,0,15069164,37990083,12565415,30671801,1861451,0,-16560791
(주)케어랩스,263700,2019/12,56028952,118810469,3080193,12234320,0,54601593,64208876,50845350,77215735,5183601,0,14061067
(주)케어젠,214370,2019/12,64597320,231762639,29038380,21559689,0,12251175,219511465,18105243,54472821,35679431,0,271179887
(주)케이비지,318000,2019/12,18525956,28156723,-1404532,2037379,0,2471504,25685219,2211042,9948421,3016471,0,8440032
(주)케이사인,192250,2019/12,23181805,64068712,2289252,11994436,0,9800918,54267794,19781671,24904661,3400134,0,19608636
(주)케이씨씨건설,021320,2019/12,1642515960,1039194851,28228638,298344373,0,661659130,377535721,63238142,233260799,58800590,0,240919304
(주)케이씨아이,036670,2019/12,69641355,78286906,11414879,9781850,0,13198941,65087965,9075966,35971687,14495579,0,57522710
(주)케이씨에스,115500,2019/12,39517211,35524836,2828867,10776771,0,14832238,20692597,3595364,5224985,3432710,0,11803176
(주)케이씨티,089150,2019/12,20057539,58441872,859703,1323313,0,21549440,36892432,3317571,51945459,1279271,0,20779164
(주)케이씨피드,025880,2019/12,64474083,99506267,-6210782,13733872,0,46901306,52604961,10977296,48308821,-1558496,0,35453984
(주)케이아이엔엑스,093320,2019/12,59033025,92556339,12857468,12397286,0,18903038,73653301,12283064,43702295,14342805,0,63326741
(주)케이에스피,073010,2019/12,29381172,44248244,1641249,4113402,0,21473996,22774248,1735136,23884227,1835363,0,-60376954
(주)케이에이치바텍,060720,2019/12,28294361,223517760,-11388408,564965,0,37951775,185565985,8948994,131634127,8785316,0,131373130
(주)케이엑스이노베이션,122450,2019/12,32468940,182038882,4660510,4844229,0,55712535,126326347,5821353,165358215,4378560,0,68212823
(주)케이엑스하이텍,052900,2019/12,57821525,73508429,2528859,6719807,0,11235003,62273426,6644156,44040431,3851108,0,-5850705
(주)케이엔더블유,105330,2019/12,38376494,39845942,-7442815,3083599,0,13296262,26549680,7392642,17883934,-5766823,0,9141493
(주)케이엔엔,058400,2019/12,64352310,207886867,7588622,10181480,0,13084366,194802501,13972255,153131213,6881843,0,117288100
(주)케이엔제이,272110,2019/12,56583038,57901181,4148331,5140988,0,31533133,26368047,7906580,29704040,3517369,0,2256431
(주)케이엘넷,039420,2019/12,35727819,44695095,3706699,3648342,0,7966983,36728112,5951135,30693151,4122591,0,22703484
(주)케이엠,083550,2019/12,84902889,108070064,5937181,5558921,0,40486069,67583995,11844426,64074353,3878196,0,46631099
(주)케이엠더블유,032500,2019/12,597369634,394225538,100342064,23190484,0,180016864,214208674,47612938,133118389,119083496,0,66057451
(주)케이지모빌리언스,046440,2019/12,125600384,388597400,17906001,88197378,0,162854001,225743398,31157337,91890430,32737561,0,111936102
(주)케이지이니시스,035600,2019/12,481270151,551916069,40601537,143991107,0,350115895,201800174,54680865,315468898,41112244,0,145182590
(주)케이티서브마린,060370,2019/12,55167641,120947251,486032,5254883,0,18451814,102495437,5372907,99762912,989724,0,69555718
(주)케이티알파,036030,2019/12,322320928,279817890,1426363,37042897,0,74768524,205049366,13418016,164124043,10709042,0,-35830863
(주)케이프,064820,2019/12,39001401,223469194,6649018,17843498,0,70698657,152770537,3017400,151385444,6592385,0,48304226
(주)케이피에스,256940,2019/12,14191010,38681294,-307534,4395637,0,8366490,30314804,4472224,12095707,-941486,0,2560422
(주)케이피에프,024880,2019/12,274798671,369936102,7380293,20737819,0,176208520,193727582,26413247,138866699,12790133,0,139993793
(주)케이피엠테크,042040,2019/12,17385217,148280154,-30406753,8375542,0,35202259,113077895,5656364,109195073,-5205994,0,-26728185
(주)케이피티유,054410,2019/12,24269610,62232910,-764474,213053,0,29344083,32888826,2485135,50425733,563030,0,23920706
(주)케일럼,258610,2019/12,20471120,48622782,-1292626,3227274,0,15522761,33100021,2860938,25301090,614477,0,8438580
(주)켐온,217600,2019/12,20914334,44622023,1929996,2613436,0,7500463,37121560,2753398,26261256,1888000,0,9064181
(주)켐트로닉스,089010,2019/12,247394020,223363903,136261,6042231,0,133813405,89550498,28796376,111386213,4931142,0,31515268
(주)켐트로스,220260,2019/12,43771231,68065771,282619,4539286,0,23522582,44543188,3749692,46931468,2580565,0,15633151
(주)코너스톤네트웍스,033110,2019/12,2288905,64021459,-58186670,683768,0,33051428,30970031,6062968,45441759,-6822717,0,-132178419
(주)코다코,046070,2019/12,220350350,302184821,-11580291,1200936,0,250285596,51899225,24230477,189714377,-7017585,0,-14354747
(주)코데즈컴바인,047770,2019/12,33826223,44274213,6912549,7172831,0,5383152,38891061,16155544,19329430,4110844,0,-30261857
(주)코디,080530,2019/12,27937167,70681476,-4977578,5644738,0,41110289,29571187,3476158,46889904,3641118,0,-37881300
(주)코디엠,224060,2019/12,10994170,99756487,435793,4667067,0,41108266,58648221,1596045,83253488,576532,0,-12668244
(주)코렌텍,104540,2019/12,40160881,60803833,2368592,3581744,0,32468000,28335833,21559339,26015456,3373805,0,-55481075
(주)코리아나화장품,027050,2019/12,104498899,118570683,628952,5391581,0,40597940,77972743,45675007,88253027,439450,0,24736954
(주)코리아센터,290510,2019/12,60654091,289601314,4073312,42058752,0,102386540,187214774,38527655,224110051,7767961,0,48712846
(주)코리아에스이,101670,2019/12,11770769,31419853,839865,7139625,0,2665093,28754759,3016492,12771103,331151,0,22949780
(주)코맥스,036690,2019/12,141560724,110227306,3841818,6457573,0,40934694,69292612,21470666,36771586,5749202,0,43208976
(주)코메론,049430,2019/12,53170157,139321513,11722140,14978879,0,7453395,131868118,5690239,50541242,12070238,0,118509725
(주)코미코,183300,2019/12,86295619,219618361,22780618,33108718,0,91229448,128388913,27588884,171437677,8622431,0,75465344
(주)코미팜,041960,2019/12,36290780,117266964,-15574953,9039286,0,48913450,68353514,11192293,64837646,1025521,0,-14112365
(주)코세스,089890,2019/12,65578193,54005557,6243922,283103,0,26911910,27093647,5919386,37109189,7666630,0,20288371
(주)코센,009730,2019/12,54358101,85173019,-51002925,796577,0,76680760,8492259,6618296,54068333,-2392228,0,-75851308
(주)코스나인,082660,2019/12,18356749,51820707,-28904051,261821,0,38289373,13531334,4488790,41460995,-3248622,0,-95273017
(주)코스메카코리아,241710,2019/12,194650606,236253555,7344367,8234169,0,104354081,131899474,25176111,177240165,8115155,0,54903428
(주)코스온,069110,2019/12,87425534,199014917,-2439576,7222537,0,90779199,108235718,11549298,122419906,1486703,0,5151540
(주)코썬바이오,204990,2019/12,4971604,10592988,-57378024,401660,0,5712326,4880662,27069114,7000845,-26525049,0,-57827939
(주)코아시아,045970,2019/12,92228286,184988248,15531599,5923779,0,64898579,120089669,10421555,142770143,78333,0,64378977
(주)코아시아옵틱스,196450,2019/12,68698817,98098809,-1304030,4602201,0,24132774,73966035,11459072,60575559,519743,0,-83239490
(주)코엔텍,029960,2019/12,71114061,198228800,24126961,34584027,0,45423219,152805581,4137467,80020207,28446448,0,126526751
(주)코원플레이,056000,2019/12,14925981,19803544,-3219240,4922108,0,2411855,17391689,6483867,7393146,284973,0,-2616169
(주)코윈테크,282880,2019/12,91102339,114961957,16968576,16339990,0,11718174,103243783,6384544,25994555,20659243,0,33363171
(주)코이즈,121850,2019/12,32361376,31624080,-782492,4101340,0,15979259,15644821,5495846,17821921,-1212366,0,-6200683
(주)코콤,015710,2019/12,133903684,147421473,8218004,21529377,0,29514748,117906726,24589122,73504663,13342693,0,93209410
(주)코텍,052330,2019/12,285254264,350021731,32717008,86442050,0,31386242,318635490,36318152,112418722,34798947,0,240879665
(주)코퍼스코리아,322780,2019/12,,,,,,,,,,,,
(주)코프라,126600,2019/12,132583682,127804904,5546171,18002202,0,21368906,106435998,10086780,32910245,5149413,0,72369530
(주)큐로컴,040350,2019/12,10211913,86436445,-18270190,428488,0,38853699,47582747,1605133,79886113,416650,0,-149027929
(주)큐로홀딩스,051780,2019/12,22842965,41168709,-5642791,586946,0,19265243,21903466,3885545,29219668,1662395,0,-98475602
(주)큐리언트,115180,2019/12,0,20513537,-22697844,3732986,0,3135071,17378466,23169936,1604210,-23169936,0,-93716155
(주)큐브엔터테인먼트,182360,2019/12,28850936,31782787,1024288,6811374,0,14155758,17627029,3263883,16327529,1032543,0,-5813700
(주)큐에스아이,066310,2019/12,22679509,58836161,954202,5112121,0,4289073,54547088,3739980,37850177,160199,0,30636607
(주)크레버스,096240,2019/12,87349230,105364226,7157773,22736391,0,40821764,64542462,74064128,64751323,13285102,0,15222795
(주)크리스에프앤씨,110790,2019/12,257477444,276302179,24563613,49141759,0,59419244,216882935,132033828,92959823,38731745,0,163463402
(주)크린앤사이언스,045520,2019/12,117760212,115859721,8007413,2952045,0,73643755,42215965,12316950,55391986,10782951,0,33679195
(주)클라우드에어,036170,2019/12,13489259,101412887,-15283330,13608358,0,13648752,87764135,2870960,62337046,-970,0,-24077576
(주)클래시스,214150,2019/12,80095778,113571284,33323310,33516229,0,25720681,87850603,21348109,56448138,41619213,0,57914027
(주)클리오,237880,2019/12,247598026,231175716,1657812,24381698,0,90269464,140906252,119980632,95667034,18813270,0,74242250
(주)키이스트,054780,2019/12,29066328,70753806,-6183596,2100744,0,26554285,44199520,2792108,34383306,-1649906,0,-13583644
(주)타이거일렉,219130,2019/12,35062583,60479814,1612870,13126846,0,16819523,43660290,2799621,32623879,1460861,0,28614923
(주)탑엔지니어링,065130,2019/12,216906563,304949490,41822087,4473836,0,78334148,226615342,28392365,175307855,24030398,0,171810279
(주)탑코미디어,134580,2019/12,32429047,29557322,-4326467,6128760,0,5024013,24533309,10878607,263413,-4476578,0,8924314
(주)태광,023160,2019/12,189754435,473114219,7566236,11206705,0,44728824,428385395,18970007,197612897,3194433,0,395125926
(주)태성,323280,2019/12,,,,,,,,,,,,
(주)태양,053620,2019/12,141559128,178743066,7254136,27494059,0,27712195,151030870,14135132,107760778,7040482,0,141076795
(주)태웅,044490,2019/12,374030762,993302352,-33804831,19188282,0,425068411,568233941,37257535,597262886,-30012424,0,342361394
(주)태웅로직스,124560,2019/12,273971524,84472369,7858538,11564759,0,45144516,39327854,19692647,15063439,13989061,0,27021221
(주)테라젠이텍스,066700,2019/12,65804560,197670323,41978811,8070314,0,65982748,131687575,25325578,131916119,846771,0,11380105
(주)테스,095610,2019/12,177545547,247930312,10032902,57774015,0,32931090,214999222,17214998,66388188,11808061,0,162136348
(주)테크윙,089030,2019/12,160383059,345583053,7066305,13639485,0,169787882,175795171,33972503,195055873,23372979,0,125341278
(주)텔레칩스,054450,2019/12,132011261,155502638,8315944,10127632,0,52528674,102973964,50660102,75864030,8037236,0,84579568
(주)텔레필드,091440,2019/12,32548572,48812086,1884735,3430288,0,24197858,24614228,10236566,10661041,2168776,0,7966683
(주)텔콘알에프제약,200230,2019/12,51215126,136705017,-43385556,12588850,0,14851153,121853864,10748255,109953667,2949051,0,-37010693
(주)토박스코리아,215480,2019/12,28366406,32130003,153171,1310238,0,9414436,22715568,14182721,2323545,1123687,0,1405274
(주)토비스,051360,2019/12,418056153,261353852,21504982,14163255,0,65288838,196065014,44380119,83768983,28199608,0,158075324
(주)토탈소프트뱅크,045340,2019/12,11817222,21363966,2577419,6406612,0,10130880,11233086,3137933,10240808,2429508,0,6243811
(주)톱텍,108230,2019/12,165493724,411310357,3373947,136496356,0,77492176,333818180,19910690,117397280,2793707,0,260480270
(주)투비소프트,079970,2019/12,35972724,81042041,-13468230,5320720,0,30145480,50896561,19198989,43360917,-4304491,0,-49711770
(주)트루윈,105550,2019/12,29558743,56243073,-3176090,3476695,0,31406825,24836248,5839173,36756231,-3230131,0,-24286422
(주)특수건설,026150,2019/12,182821495,169619464,784653,24439124,0,83110316,86509148,11428482,68717900,1139178,0,29510307
(주)티라유텍,322180,2019/12,28539531,34783878,2616116,5269863,0,6350138,28433740,4693284,12541081,2220862,0,8177407
(주)티로보틱스,117730,2019/12,52360467,76912821,-2651311,14830305,0,46351564,30561257,13202476,36556596,-3370106,0,-3520285
(주)티비씨,033830,2019/12,49031092,121958534,5474514,1333672,0,11018416,110940118,7621116,33046218,5227042,0,62826527
(주)티사이언티픽,057680,2019/12,7690404,78017559,5290352,3949144,0,23732326,54285233,2075569,64310705,2031391,0,-14217459
(주)티씨케이,064760,2019/12,171378814,250869537,46830053,27712423,0,30411608,220457929,15482565,95844541,59171215,0,208352258
(주)티앤알바이오팹,246710,2019/12,1287126,27087660,-6250992,4723554,0,2330497,24757163,7468483,4210658,-6859661,0,-20048997
(주)티에스넥스젠,043220,2019/12,32394970,56820958,363359,9393291,0,22989740,33831218,4221961,29613378,3219403,0,-44902719
(주)티에스이,131290,2019/12,114955821,181122769,13216446,2302948,0,26015202,155107566,20041987,102088257,18286149,0,129950507
(주)티에스트릴리온,317240,2019/12,,,,,,,,,,,,
(주)티엘아이,062860,2019/12,38672133,72187620,2065530,7483938,0,4681393,67506227,6718666,49163758,1465475,0,19655321
(주)티움바이오,321550,2019/12,1113000,93456675,-7091426,2882959,0,958276,92498400,9132654,3019073,-8019654,0,-29657074
(주)티케이케미칼,104480,2019/12,612702078,676691902,9491938,8176357,0,405010162,271681740,26828475,467736072,10232389,0,78497743
(주)티티씨디펜스,309900,2019/12,,,,,,,,,,,,
(주)티플랙스,081150,2019/12,131217033,151967840,2219506,3187891,0,53925058,98042782,5223935,80826271,3941478,0,45475238
(주)티피씨,130740,2019/12,41688505,90882566,618323,1550529,0,31222240,59660326,4543309,68085582,1469070,0,41168938
(주)티피씨메카트로닉스,048770,2019/12,79264294,96600793,-2456833,4748870,0,69704589,26896204,13152725,41975071,40789,0,9909259
(주)파나진,046210,2019/12,7950193,21786741,3504944,2463962,0,1581968,20204773,5710358,11672638,-607899,0,-64876136
(주)파라다이스,034230,2019/12,424588401,1756388883,21383187,144561194,0,659020620,1097368262,36887732,1432422452,18732967,0,644719621
(주)파라텍,033540,2019/12,126217108,123217921,-29253114,830078,0,69924160,53293761,10917096,64720472,-36732819,0,44946890
(주)파루,043200,2019/12,52213153,66743044,130944,5152160,0,22081005,44662040,10678561,38897595,1000126,0,-36153166
(주)파마리서치,214450,2019/12,81113704,239509938,17106166,12132852,0,30166987,209342951,22695268,147599798,23406480,0,83166762
(주)파멥신,208340,2019/12,0,161818324,-9690153,45050057,0,93563709,68254614,9636110,26833374,-9636110,0,-46649603
(주)파버나인,177830,2019/12,86811706,116314880,-11110960,3588808,0,71027667,45287213,9840824,88941250,-4660122,0,21373104
(주)파세코,037070,2019/12,180409668,111403564,8643056,14491176,0,35586756,75816808,23953352,58419564,10781597,0,64772101
(주)파수,150900,2019/12,27164793,47797776,-4691672,7518100,0,29615961,18181815,14597924,25789285,-1948439,0,-7883494
(주)파워넷,037030,2019/12,128553806,104443244,5082597,10256011,0,51792987,52650257,12717715,58905022,5117647,0,21848082
(주)파워로직스,047310,2019/12,1092201856,353041644,36421171,7822521,0,150020202,203021442,45733599,134492322,36107321,0,41982290
(주)파이오링크,170790,2019/12,35120293,53356218,5621734,20120997,0,14685094,38671124,12588180,13593666,4152865,0,11630486
(주)파인디앤씨,049120,2019/12,72339944,89516677,-4340568,1394238,0,47018910,42497767,6325426,59611933,1639026,0,2594523
(주)파인디지털,038950,2019/12,78834895,93203967,1848212,2680646,0,13587534,79616433,20522392,31989716,1587210,0,31128408
(주)파인테크닉스,106240,2019/12,95839531,107797370,10546614,4370189,0,50871460,56925910,6205937,67114594,8935511,0,-42923100
(주)파인텍,131760,2019/12,63468160,117008273,-3875076,3456966,0,48610532,68397741,10065375,67682704,382773,0,-34923045
(주)파커스,065690,2019/12,43703575,97711788,-3566443,7787881,0,15137275,82574513,9930987,48494451,-5010340,0,69008963
(주)파크시스템스,140860,2019/12,43960180,55118919,8042245,7451997,0,10259671,44859248,17899530,7090149,8375975,0,26588296
(주)파트론,091700,2019/12,1203638773,476712458,56749395,1271922,0,105691565,371020893,60624812,296611021,98031662,0,368793364
(주)팍스넷,038160,2019/12,7858043,76132171,-29813166,1412119,0,62516634,13615537,20877281,25548340,-13019238,0,-12339193
(주)팜스빌,318010,2019/12,29855066,67965802,7341856,6675658,0,12293637,55672165,14998290,23421987,7214688,0,29625404
(주)팜스토리,027710,2019/12,538289582,545819420,8730015,23150739,0,390983794,154835626,49099625,183677771,18602621,0,109791121
(주)팬스타엔터프라이즈,054300,2019/12,37189141,67456477,920134,4486296,0,26364610,41091868,4364539,42272826,1592327,0,-37563549
(주)팬엔터테인먼트,068050,2019/12,39631883,77487694,1149386,1348322,0,29701346,47786348,2116753,57550090,1165373,0,2305477
(주)팬젠,222110,2019/12,2881329,39082939,-8937571,4363337,0,20656553,18426386,5880662,13475547,-7978023,0,-34436480
(주)펄어비스,263750,2019/12,455670772,734886882,140743138,102191813,0,167856799,567030083,295972910,369496210,159697861,0,372182008
(주)펩트론,087010,2019/12,1801119,60985838,-17717555,2450068,0,32899826,28086013,13360216,42128415,-12703568,0,-48526030
(주)포메탈,119500,2019/12,51552409,62692670,2202168,976221,0,17961433,44731237,3857078,46780016,2146972,0,31138483
(주)포스코아이씨티,022100,2019/12,936989858,663897944,38093077,95968355,0,300680923,363217021,80471493,220097989,46501557,0,68739847
(주)포스코엠텍,009520,2019/12,288697939,129016970,10576708,1443562,0,39056699,89960271,13535540,27472277,13060614,0,34902676
(주)포인트엔지니어링,256630,2019/12,43940444,87929988,904348,26131957,0,23075862,64854126,8408844,48922469,4457300,0,42827497
(주)포커스에이치엔에스,331380,2019/12,,,,,,,,,,,,
(주)폴라리스세원,234100,2019/12,56871495,59018327,639357,7298522,0,23759430,35258896,5890379,32158166,2129805,0,18497960
(주)폴라리스오피스,041020,2019/12,17623813,34846178,-6809807,4419656,0,6565138,28281040,20821562,18642948,-3197749,0,-14371840
(주)폴라리스우노,114630,2019/12,42362699,75599008,272295,9232520,0,5756276,69842733,5427439,43486287,589424,0,32811579
(주)푸드나무,290720,2019/12,64741471,56780209,4465515,18666058,0,6038124,50742085,18446266,8321819,5474730,0,16335234
(주)푸드웰,005670,2019/12,74567890,110807938,27994974,18518811,0,40947234,69860704,7080470,45954255,694736,0,65279966
(주)푸른기술,094940,2019/12,23075364,35615380,597559,4765874,0,7013387,28601993,5159562,14209720,53357,0,17882007
(주)퓨전,195440,2019/12,8860761,53218724,-9308583,3875158,0,21508872,31709852,7083863,35522865,-7289934,0,-26413873
(주)퓨쳐켐,220100,2019/12,4025364,47545679,-3749718,701937,0,33829123,13716556,4296269,23641334,-4009329,0,-18779379
(주)프럼파스트,035200,2019/12,28298862,37346148,1928672,5207135,0,2971039,34375110,3913299,10809203,2266003,0,27771790
(주)프로스테믹스,203690,2019/12,6827727,31980761,-2911725,5553644,0,3421389,28559373,6369204,17251331,-2006316,0,17720821
(주)프로이천,321260,2019/12,,,,,,,,,,,,
(주)프로텍,053610,2019/12,175007967,226831198,35817465,66784268,0,18689052,208142146,16149540,88670104,46214707,0,190551236
(주)프리엠스,053160,2019/12,18306019,48143783,660466,404814,0,2811894,45331889,3246967,9438736,-210120,0,30694541
(주)플래스크,041590,2019/12,11993635,145833910,-62907942,7072482,0,68733356,77100554,6299908,128787865,-5179053,0,-71249067
(주)플랜티넷,075130,2019/12,9784073,65346638,1876361,3689594,0,3912055,61434583,8411844,50777940,1372230,0,40956989
(주)플레이디,237820,2019/12,38572320,97299209,6589776,16230049,0,56885585,40413624,29769371,22355122,8802949,0,24858024
(주)플레이위드,023770,2019/12,56031811,122707636,9076281,3358894,0,104648851,18058786,23642754,75865001,13587166,0,-22899858
(주)플리토,300080,2019/12,1861889,26332370,-5923842,4038066,0,2251805,24080565,7642235,1600680,-5780347,0,-21180951
(주)피델릭스,032580,2019/12,56029896,68738429,-1217544,565203,0,32711235,36027194,9122362,7989280,-462458,0,2880133
(주)피씨디렉트,051380,2019/12,278615750,67604517,3771348,4131767,0,31525584,36078933,10893664,4394965,5744663,0,20466622
(주)피에이치씨,057880,2019/12,8178285,69023897,-26749156,4737936,0,43607811,25416086,6742890,49305132,-5582784,0,-81545433
(주)피엔티,137400,2019/12,312614535,461672772,-2457391,667052,0,380473323,81199449,27947570,97854246,2358749,0,38227032
(주)피엔풍년,024940,2019/12,54592806,52445651,5421554,3135600,0,14167165,38278485,15600107,17422287,-1344581,0,33028949
(주)피제이메탈,128660,2019/12,142138702,64413544,2112420,825587,0,23884591,40528953,2239818,25934894,4392582,0,20159932
(주)피제이전자,006140,2019/12,99328332,138487805,4885174,345292,0,31451349,107036456,1885535,86998426,5890548,0,96909092
(주)피피아이,062970,2019/12,48631596,38930912,2813809,13223674,0,16506271,22424642,3115227,11208853,2679197,0,11271741
(주)픽셀플러스,087600,2019/12,35347030,83360690,-6142136,5818774,0,5593491,77767199,17776431,31680482,-8347275,0,79738854
(주)필옵틱스,161580,2019/12,140377162,191332747,-15855949,6999704,0,132647879,58684868,28292979,109012545,-14051898,0,-4461238
(주)하림,136480,2019/12,804827515,763868963,-40751187,50440402,0,508659142,255209822,133650821,482131269,-44468514,0,-4656086
(주)하림지주,003380,2019/12,13142700,1614029486,1478670,5757588,0,507805818,1106223668,12302191,1599448533,211509,0,220554397
(주)하이로닉,149980,2019/12,13414980,46423860,3150934,1346203,0,2401050,44022810,5229836,22527058,2669571,0,22226709
(주)하이비젼시스템,126700,2019/12,121976644,155561357,9396115,14407557,0,33640001,121921356,26862735,61679277,7135475,0,107429385
(주)하이소닉,106080,2019/12,13164584,17390395,-7126361,4181627,0,6318372,11072023,2393161,6025526,-4565587,0,-78235623
(주)하이텍팜,106190,2019/12,63067728,131725161,-4217774,3108546,0,33141156,98584005,2408468,92700843,-4524866,0,69971952
(주)하츠,066130,2019/12,112304948,97451634,2373489,18046708,0,14620864,82830770,22151409,32109720,2497963,0,66788375
(주)한국가구,004590,2019/12,10924737,83501485,2379238,708964,0,11647276,71854209,5426746,71225988,-52475,0,51256508
(주)한국경제티브이,039340,2019/12,76224204,143874446,12192842,11921972,0,23906978,119967467,61818570,89277627,14405634,0,100197576
(주)한국비엔씨,256840,2019/12,17668446,49598924,-5401184,22402121,0,22021680,27577244,8148814,18939021,2335550,0,-201886
(주)한국아트라스비엑스,023890,2019/12,640849538,476129809,51273342,35436466,0,109171862,366957947,43700058,207723973,64436404,0,598116344
(주)한국코퍼레이션,050540,2019/12,115984156,104879246,-9078340,3530261,0,67899488,36979758,12921425,73171364,-6789333,0,-28492168
(주)한국큐빅,021650,2019/12,30164022,76408108,4419276,14597432,0,3942680,72465428,1848489,43412465,3499293,0,45258284
(주)한국테크놀로지,053590,2019/12,4631738,64154797,-14566970,1223193,0,45408401,18746396,7032590,47299586,-7213811,0,-28526704
(주)한국팩키지,037230,2019/12,58376992,70585402,1807691,1087205,0,30806358,39779044,5872256,41033524,2554625,0,28948674
(주)한글과컴퓨터,030520,2019/12,100395826,288440116,17770604,22736361,0,58615450,229824666,63133263,228514527,28219649,0,137098477
(주)한네트,052600,2019/12,25948122,63761022,1132444,37379396,0,28684265,35076757,2199190,19343258,1873121,0,26329315
(주)한독크린텍,256150,2019/12,48359058,41463932,4802734,4307866,0,10288409,31175523,3856862,19195700,6072417,0,20592229
(주)한빛소프트,047080,2019/12,32988265,40000614,-5061835,5302764,0,24769848,15230766,9751808,21665761,-205324,0,-39217007
(주)한송네오텍,226440,2019/12,21519923,38668165,350504,8534642,0,19455994,19212171,3886760,6390028,825588,0,6443108
(주)한일진공,123840,2019/12,20434927,115939680,-35714172,25241543,0,15681762,100257918,8849566,69970370,-5921652,0,19506898
(주)한창바이오텍,043090,2019/12,7378379,28349718,-8209527,6151034,0,6371939,21977779,5488591,18118860,-4395563,0,-52732580
(주)한컴위드,054920,2019/12,15493868,170224187,33686133,18446581,0,46476803,123747385,8070400,136761800,-444179,0,48478954
(주)한탑,002680,2019/12,64344067,125834352,-5228628,4221500,0,88330894,37503458,11180649,77773169,-7049535,0,-7777359
(주)한프,066110,2019/12,5344660,70824358,-19489496,227945,0,44166287,26658071,6285144,58466891,-4675597,0,-75406985
(주)핸디소프트,220180,2019/12,34655270,65910032,-11422377,36082224,0,10325110,55584922,10475349,4562569,-2518577,0,-24398581
(주)행남사,008800,2019/12,6667941,44861059,-35590900,4523384,0,12774027,32087032,3513441,31553797,-3213889,0,-40942073
(주)헥토이노베이션,214180,2019/12,57206898,122239160,11109674,10839392,0,18744149,103495010,38215683,71488195,18991216,0,53470066
(주)헥토파이낸셜,234340,2019/12,65559474,169235827,12879368,79812503,0,58598434,110637393,52126966,22053894,13432507,0,63536906
(주)헬릭스미스,084990,2019/12,4454516,353302235,-107149033,37462722,0,154615123,198687112,39369150,141101545,-36488089,0,-220415170
(주)현대공업,170030,2019/12,147107628,130872759,10184509,7666859,0,31480758,99392001,5550824,50624954,3949790,0,76425598
(주)현대바이오랜드,052260,2019/12,100673588,184908036,9568340,9048572,0,31564119,153343917,22376939,124069557,12878766,0,126204783
