회사명,거래소코드,회계년도,매출액(수익)(*)(IFRS연결)(천원),자산(*)(IFRS연결)(천원),당기순이익(손실)(IFRS연결)(천원),현금및현금성자산(*)(IFRS연결)(천원),금융비용(IFRS연결)(천원),부채(*)(IFRS연결)(천원),자본(*)(IFRS연결)(천원),[제조]총자본순이익률(IFRS연결),[제조]정상영업이익증가율(IFRS연결),[제조]* (정상)영업손익(보고서기재)(IFRS연결),[제조]판매비와 관리비(물류원가 등 포함)(*)(IFRS연결),[제조]   비유동자산(*)(IFRS연결)
(주)아이에이,038880,2011/12,19469438,66911187,-13402469,2598339,0,42762121,24149066,-20.03,0,-11893556,11859701,47923106
(주)아이에이,038880,2012/12,30989135,60034631,-15031566,2554272,0,51580822,8453810,-25.04,0,-8931828,10679184,50966044
(주)아이에이,038880,2013/12,46721828,67217496,-5657154,2204800,0,54308938,12908558,-8.89,0,-1127951,11234629,34624711
(주)아이에이,038880,2014/12,61156935,51846139,-3607940,5668636,0,40707891,11138248,-6.06,0,2819438,13840668,32966007
(주)아이에이,038880,2015/12,71088040,56812923,524598,9357084,0,28588963,28223960,0.97,124.93,6341657,14595849,31471613
(주)아이에이,038880,2016/12,75870439,88070436,652722,4353652,0,45073096,42997339,0.9,-64.68,2239715,15316762,62314924
(주)아이에이,038880,2017/12,60756810,85018705,-8830992,2360041,0,50258719,34759985,-10.2,-277.99,-3986369,17528068,65640384
(주)아이에이,038880,2018/12,67262017,105948882,-3807833,4455783,0,60706805,45242077,-3.99,0,-1027404,17277424,75589346
(주)아이에이,038880,2019/12,67834575,109347269,1238877,1186064,0,49482285,59864984,1.15,0,2721530,14295370,86336521
(주)아이엘사이언스,307180,2018/12,,,,,,,,,,,,
(주)아이엘사이언스,307180,2019/12,,,,,,,,,,,,
(주)아이엠,101390,2011/12,320074150,208336699,5880478,39862579,0,134014560,74322140,3.06,-53.62,5816924,25181204,46879851
(주)아이엠,101390,2012/12,334118752,184879498,560825,25290248,0,115406856,69472642,0.29,0,-38122,30703683,64211972
(주)아이엠,101390,2013/12,345226432,179046743,-6833664,17315204,0,114863090,64183654,-3.76,0,4573088,27114588,72760934
(주)아이엠,101390,2014/12,250220969,143345450,-11230630,11517995,0,90335610,53009840,-6.97,0,-5310215,24527078,73635566
(주)아이엠,101390,2015/12,240984166,159276301,2197114,10235444,0,103326579,55949722,1.45,0,5245890,21672502,74308251
(주)아이엠,101390,2016/12,192429817,147659419,-15760351,9885726,0,96149118,51510301,-10.27,-308.08,-10915661,21616419,84707666
(주)아이엠,101390,2017/12,249371615,136172605,-3680685,4111889,0,88722820,47449785,-2.59,0,1206183,15586810,98046740
(주)아이엠,101390,2018/12,191078977,122051136,-18641385,6651859,0,74974047,47077089,-14.44,-393.04,-3534592,15057566,92019523
(주)아이엠,101390,2019/12,202192400,117389823,-20221487,9742288,0,84694644,32695179,-16.89,0,-7408314,12923406,73129949
(주)아이엠비씨,052220,2011/12,,,,,,,,,,,,
(주)아이엠비씨,052220,2012/12,,,,,,,,,,,,
(주)아이엠비씨,052220,2013/12,,,,,,,,,,,,
(주)아이엠비씨,052220,2014/12,54747997,74350231,2112156,3646067,0,22346652,52003578,2.84,0,1146515,53601482,29265755
(주)아이엠비씨,052220,2015/12,64470533,68370451,926939,3209140,0,16007386,52363065,1.3,-53.21,536471,63934062,25547640
(주)아이엠비씨,052220,2016/12,67239151,70835540,1774106,4264491,0,17373687,53461853,2.55,256,1909834,65329317,33904953
(주)아이엠비씨,052220,2017/12,57402132,65406293,-175504,6150558,0,13020561,52385731,-0.26,-92.48,143550,57258582,42788529
(주)아이엠비씨,052220,2018/12,58074993,62433022,-1603632,7436425,0,11176045,51256977,-2.51,553.3,937817,57137176,32003327
(주)아이엠비씨,052220,2019/12,51552466,66610004,2274106,7643809,0,13173172,53436832,3.52,84.14,1726916,49825551,45715431
(주)아이오케이컴퍼니,078860,2011/12,,,,,,,,,,,,
(주)아이오케이컴퍼니,078860,2012/12,,,,,,,,,,,,
(주)아이오케이컴퍼니,078860,2013/12,11879721,12180299,-1429740,4457491,0,6249524,5930774,-11.74,0,-627117,4793338,4369955
(주)아이오케이컴퍼니,078860,2014/12,6128115,12332037,-5481321,7788893,0,4360265,7971772,-44.72,0,-3438967,3818088,3075586
(주)아이오케이컴퍼니,078860,2015/12,,,,,,,,,,,,
(주)아이오케이컴퍼니,078860,2016/12,,,,,,,,,,,,
(주)아이오케이컴퍼니,078860,2017/12,18379991,84844704,-4374619,10668356,0,15195024,69649681,-5.16,0,-146970,4177467,65428963
(주)아이오케이컴퍼니,078860,2018/12,29736551,136720227,-13276211,4304968,0,44542383,92177843,-11.98,0,-5746757,8132867,82896396
(주)아이오케이컴퍼니,078860,2019/12,48736408,156580009,-8380601,16281704,0,45805133,110774875,-5.71,0,578278,10638907,129969854
(주)아이윈,090150,2011/12,84717074,81802910,2793030,12002301,0,47827600,33975310,3.76,-1.82,4350500,11158839,29975755
(주)아이윈,090150,2012/12,94303495,101573926,3868471,15301473,0,63556388,38017538,4.22,-0.96,4308853,12046970,44008404
(주)아이윈,090150,2013/12,92206816,104504892,2774304,21865542,0,64332731,40172161,2.69,-46.88,2288719,12840461,44660788
(주)아이윈,090150,2014/12,94777884,101188791,836213,20929876,0,60384641,40804149,0.81,14.2,2613714,14180081,42023893
(주)아이윈,090150,2015/12,96998049,98294411,923657,15368965,0,56614388,41680022,0.93,-40.74,1548827,13829294,41446414
(주)아이윈,090150,2016/12,105799217,97376932,2072714,13406653,0,54110214,43266718,2.12,-1.88,1519653,15676463,43097459
(주)아이윈,090150,2017/12,97190531,97244600,-2987595,11249789,0,57614999,39629601,-3.07,-333.53,-3548771,20653817,48533733
(주)아이윈,090150,2018/12,93786701,100355064,-2520596,5594621,0,63310056,37045009,-2.55,0,-2629696,18656195,55787775
(주)아이윈,090150,2019/12,95380947,96723157,2266080,4078560,0,52503299,44219858,2.3,0,3730414,16354418,57125585
(주)아이윈플러스,123010,2011/12,,,,,,,,,,,,
(주)아이윈플러스,123010,2012/12,,,,,,,,,,,,
(주)아이윈플러스,123010,2013/12,,,,,,,,,,,,
(주)아이윈플러스,123010,2014/12,,,,,,,,,,,,
(주)아이윈플러스,123010,2015/12,,,,,,,,,,,,
(주)아이윈플러스,123010,2016/12,,,,,,,,,,,,
(주)아이윈플러스,123010,2017/12,,,,,,,,,,,,
(주)아이윈플러스,123010,2018/12,,,,,,,,,,,,
(주)아이윈플러스,123010,2019/12,,,,,,,,,,,,
(주)아이즈비전,031310,2011/12,149916342,89498303,-4865549,11696052,0,34102672,55395631,-5.13,0,-4486872,15201892,49000355
(주)아이즈비전,031310,2012/12,144051403,94254680,1217279,13651092,0,35177404,59077276,1.32,0,-2533796,16042136,43647340
(주)아이즈비전,031310,2013/12,166115838,100918539,4468635,19448220,0,36568672,64349867,4.58,0,4670659,17493730,42855972
(주)아이즈비전,031310,2014/12,127199464,101772733,2959376,17315280,0,34919053,66853680,2.92,-29.68,3284476,20578234,42287036
(주)아이즈비전,031310,2015/12,136867367,109937433,1582586,23438916,0,42512546,67424886,1.5,-68.64,1030088,21253997,42721564
(주)아이즈비전,031310,2016/12,159805659,114884572,3957647,29957001,0,44148286,70736287,3.52,341.26,4545345,23661979,41967766
(주)아이즈비전,031310,2017/12,167068035,130894359,5610444,29183265,0,55558287,75336072,4.57,88.4,8563435,25368621,41956614
(주)아이즈비전,031310,2018/12,160165349,150804865,10908077,39107667,0,35496744,115308122,7.74,44.46,12370378,25686087,46152052
(주)아이즈비전,031310,2019/12,131548342,157431620,-258901,57193931,0,42771096,114660524,-0.17,0,-454654,26606325,32586897
(주)아이컴포넌트,059100,2011/12,,,,,,,,,,,,
(주)아이컴포넌트,059100,2012/12,,,,,,,,,,,,
(주)아이컴포넌트,059100,2013/12,,,,,,,,,,,,
(주)아이컴포넌트,059100,2014/12,,,,,,,,,,,,
(주)아이컴포넌트,059100,2015/12,,,,,,,,,,,,
(주)아이컴포넌트,059100,2016/12,,,,,,,,,,,,
(주)아이컴포넌트,059100,2017/12,,,,,,,,,,,,
(주)아이컴포넌트,059100,2018/12,,,,,,,,,,,,
(주)아이컴포넌트,059100,2019/12,,,,,,,,,,,,
(주)아이퀘스트,262840,2015/12,,,,,,,,,,,,
(주)아이퀘스트,262840,2016/12,,,,,,,,,,,,
(주)아이퀘스트,262840,2017/12,,,,,,,,,,,,
(주)아이퀘스트,262840,2018/12,,,,,,,,,,,,
(주)아이퀘스트,262840,2019/12,14509597,21000317,3122115,3024293,0,5453117,15547200,14.87,0,2417386,8472214,6412741
(주)아이톡시,052770,2011/12,,,,,,,,,,,,
(주)아이톡시,052770,2012/12,36657762,35296797,-2254893,979999,0,19990001,15306795,-6.39,0,167192,14511057,19038452
(주)아이톡시,052770,2013/12,34541745,33184352,1144963,547559,0,17439959,15744393,3.45,0,5761627,14197275,16792430
(주)아이톡시,052770,2014/12,27461546,26475140,-6025461,306775,0,16610898,9864242,-20.2,0,-3316601,18101119,16018928
(주)아이톡시,052770,2015/12,,,,,,,,,,,,
(주)아이톡시,052770,2016/12,,,,,,,,,,,,
(주)아이톡시,052770,2017/12,,,,,,,,,,,,
(주)아이톡시,052770,2018/12,14499261,15432012,-17701357,1014039,0,14701694,730319,-114.71,0,-6662916,12190208,4596382
(주)아이톡시,052770,2019/12,3774569,8560505,-2896942,2445320,0,3432782,5127723,-24.15,0,-2076146,4054444,4574491
(주)아이티센,124500,2011/12,,,,,,,,,,,,
(주)아이티센,124500,2013/03,131770912,70311238,5222188,5514329,0,50059194,20252044,7.43,0,8429985,15278591,41721562
(주)아이티센,124500,2014/03,137560306,99502190,2442447,7684756,0,69547590,29954600,2.88,-32.85,5660419,21324681,49011126
(주)아이티센,124500,2015/03,239266192,129422108,2755873,33473028,0,75816809,53605299,2.41,5.83,5990657,22630480,48353495
(주)아이티센,124500,2016/12,273654423,158288305,-7403425,23072539,0,101663822,56624483,-5.08,0,-3761136,40011554,67536190
(주)아이티센,124500,2017/12,311549095,172136603,-126450,46364347,0,97487162,74649440,-0.08,0,3523656,37678036,68255124
(주)아이티센,124500,2018/12,697948340,403417388,5122051,55977065,0,227937089,175480298,1.78,195.23,10402801,40639369,186895414
(주)아이티센,124500,2019/12,1542384997,392923342,5561854,40151819,0,228238712,164684630,1.4,131.85,24118535,60154238,186725380
(주)아이티아이즈,372800,2018/12,,,,,,,,,,,,
(주)아이티아이즈,372800,2019/12,,,,,,,,,,,,
(주)아이티엑스에이아이,099520,2011/12,,,,,,,,,,,,
(주)아이티엑스에이아이,099520,2012/12,,,,,,,,,,,,
(주)아이티엑스에이아이,099520,2013/12,,,,,,,,,,,,
(주)아이티엑스에이아이,099520,2014/12,,,,,,,,,,,,
(주)아이티엑스에이아이,099520,2015/12,,,,,,,,,,,,
(주)아이티엑스에이아이,099520,2016/12,,,,,,,,,,,,
(주)아이티엑스에이아이,099520,2017/12,,,,,,,,,,,,
(주)아이티엑스에이아이,099520,2018/12,,,,,,,,,,,,
(주)아이티엑스에이아이,099520,2019/12,31861192,22007317,-5005679,804896,0,12176675,9830642,-22.75,0,-2865782,7808061,8642675
(주)아이티엠반도체,084850,2011/12,146613372,68831679,2884161,3434610,0,39683745,29147934,3.87,32.62,6623751,6344985,24533282
(주)아이티엠반도체,084850,2012/12,79920963,73322916,330372,4034137,0,44077018,29245897,0.46,-82.25,1175978,8429624,42776520
(주)아이티엠반도체,084850,2013/12,116258067,123454507,4510865,2165064,0,88527144,34927363,4.58,427.81,6206970,13614329,66273863
(주)아이티엠반도체,084850,2014/12,178422060,193738595,-7089637,8631291,0,132650983,61087611,-4.47,0,-4434919,16598024,127901534
(주)아이티엠반도체,084850,2015/12,183031748,198003618,-22011777,3731637,0,155057208,42946410,-11.24,0,426124,22588655,131590673
(주)아이티엠반도체,084850,2016/12,170305988,188881597,-18821941,4925555,0,152385937,36495660,-9.73,1460.62,6650187,23952327,117440898
(주)아이티엠반도체,084850,2017/12,201876497,199214913,7612256,2253857,0,150979949,48234964,3.92,224.41,21573902,26679219,124778495
(주)아이티엠반도체,084850,2018/12,228237125,240843669,18158537,12061101,0,140061066,100782603,8.25,-2.28,21081087,31909282,150148633
(주)아이티엠반도체,084850,2019/12,397697086,430519931,41666848,44870022,0,164155697,266364234,12.41,153.79,53501443,44814623,201270079
(주)아이패밀리에스씨,114840,2011/12,,,,,,,,,,,,
(주)아이패밀리에스씨,114840,2012/12,,,,,,,,,,,,
(주)아이패밀리에스씨,114840,2013/12,,,,,,,,,,,,
(주)아이패밀리에스씨,114840,2014/12,,,,,,,,,,,,
(주)아이패밀리에스씨,114840,2015/12,,,,,,,,,,,,
(주)아이패밀리에스씨,114840,2016/12,,,,,,,,,,,,
(주)아이패밀리에스씨,114840,2017/12,,,,,,,,,,,,
(주)아이패밀리에스씨,114840,2018/12,,,,,,,,,,,,
(주)아이패밀리에스씨,114840,2019/12,,,,,,,,,,,,
(주)아즈텍더블유비이,032080,2011/12,,,,,,,,,,,,
(주)아즈텍더블유비이,032080,2012/12,,,,,,,,,,,,
(주)아즈텍더블유비이,032080,2013/12,,,,,,,,,,,,
(주)아즈텍더블유비이,032080,2014/12,,,,,,,,,,,,
(주)아즈텍더블유비이,032080,2015/12,,,,,,,,,,,,
(주)아즈텍더블유비이,032080,2016/12,,,,,,,,,,,,
(주)아즈텍더블유비이,032080,2017/12,,,,,,,,,,,,
(주)아즈텍더블유비이,032080,2018/12,,,,,,,,,,,,
(주)아즈텍더블유비이,032080,2019/12,,,,,,,,,,,,
(주)아진엑스텍,059120,2011/12,,,,,,,,,,,,
(주)아진엑스텍,059120,2012/12,,,,,,,,,,,,
(주)아진엑스텍,059120,2013/12,,,,,,,,,,,,
(주)아진엑스텍,059120,2014/12,,,,,,,,,,,,
(주)아진엑스텍,059120,2015/12,,,,,,,,,,,,
(주)아진엑스텍,059120,2016/12,,,,,,,,,,,,
(주)아진엑스텍,059120,2017/12,,,,,,,,,,,,
(주)아진엑스텍,059120,2018/12,,,,,,,,,,,,
(주)아진엑스텍,059120,2019/12,,,,,,,,,,,,
(주)아톤,158430,2013/12,,,,,,,,,,,,
(주)아톤,158430,2019/12,32525173,58962831,-11268303,12971129,0,12857623,46105208,-27.7,16.85,4123862,11460176,20377956
(주)아프리카티비,067160,2011/12,47877174,58477913,600676,19469259,0,31388609,27089304,1.03,0,3031230,44310148,19367884
(주)아프리카티비,067160,2012/12,,,,,,,,,,,,
(주)아프리카티비,067160,2013/12,48101419,57689535,177727,4243168,0,20698696,36990839,0.31,0,4435772,43665647,32866893
(주)아프리카티비,067160,2014/12,50455001,62241816,2751350,12059374,0,19303341,42938475,4.42,0,5561600,44893402,30487637
(주)아프리카티비,067160,2015/12,62867913,68044829,4144643,17129031,0,19965730,48079099,6.36,37.27,7634442,55233471,30840202
(주)아프리카티비,067160,2016/12,79830292,83426397,10048384,16558121,0,26121591,57304806,13.27,109.84,16020097,63810195,33218863
(주)아프리카티비,067160,2017/12,94552465,103442156,14659197,23004086,0,33334044,70108112,15.69,14.37,18322967,76229498,40066960
(주)아프리카티비,067160,2018/12,126627786,157544019,21334754,35720959,0,64650995,92893024,16.35,48.03,27123250,99504536,61721893
(주)아프리카티비,067160,2019/12,167868522,228549555,34160386,27335698,0,106760702,121788853,17.7,35.4,36725813,131142709,83544354
(주)안랩,053800,2011/12,103168895,172303715,9378658,11180661,0,42839571,129464144,5.44,0,7983693,64851674,82108960
(주)안랩,053800,2012/12,131665371,184885607,14042927,10012428,0,44167759,140717849,7.6,0,12828939,75623801,84074686
(주)안랩,053800,2013/12,137329001,183994247,6438362,33595784,0,40077965,143916282,3.49,-69.26,3943941,85845186,81822635
(주)안랩,053800,2014/12,135422446,188119129,9043930,25563439,0,36350363,151768766,4.86,128.69,9019567,88189199,94252786
(주)안랩,053800,2015/12,134452685,194606731,11919209,38779320,0,33259787,161346944,6.23,32.62,11961814,86454246,76297414
(주)안랩,053800,2016/12,142879622,214599052,14617499,28993647,0,42579161,172019891,7.14,27.44,15243902,90413171,77882413
(주)안랩,053800,2017/12,150259297,223620399,16278990,19003882,0,39730731,183889668,7.43,9.83,16742127,99168468,77289787
(주)안랩,053800,2018/12,159815065,244773950,22845726,35277350,0,50374741,194399209,9.75,5.73,17701123,111566547,92191775
(주)안랩,053800,2019/12,166992214,260216804,19142259,24436825,0,54544805,205671999,7.58,4.08,18423513,148568701,91519695
(주)안트로젠,065660,2014/12,,,,,,,,,,,,
(주)안트로젠,065660,2015/12,,,,,,,,,,,,
(주)안트로젠,065660,2016/12,,,,,,,,,,,,
(주)안트로젠,065660,2017/12,,,,,,,,,,,,
(주)안트로젠,065660,2018/12,,,,,,,,,,,,
(주)안트로젠,065660,2019/12,,,,,,,,,,,,
(주)알로이스,297570,2018/12,,,,,,,,,,,,
(주)알로이스,297570,2019/12,,,,,,,,,,,,
(주)알비더블유,361570,2017/12,,,,,,,,,,,,
(주)알비더블유,361570,2018/12,,,,,,,,,,,,
(주)알비더블유,361570,2019/12,27731917,34634253,2308562,21618743,0,29092317,5541936,6.67,0,5193834,4711749,9276308
(주)알에프세미,096610,2011/12,37082561,60357163,7548389,2226758,0,20144820,40212342,14.17,28.35,9835308,3465712,30764731
(주)알에프세미,096610,2012/12,42461674,68834411,4680457,2723753,0,24678409,44156001,7.25,-35.57,6336927,4081603,37638299
(주)알에프세미,096610,2013/12,52500596,78883917,5496195,3045022,0,29785834,49098083,7.44,21.12,7675262,4041264,44014849
(주)알에프세미,096610,2014/12,55409738,87638101,3198420,7085706,0,35815160,51822941,3.84,-38.08,4752696,3925435,47067574
(주)알에프세미,096610,2015/12,57248130,89437401,2220565,8694981,0,35649333,53788068,2.51,-36.87,3000488,5908740,49639991
(주)알에프세미,096610,2016/12,64179251,90145433,1044808,9821694,0,36110248,54035185,1.16,-12.45,2627057,7931033,48617368
(주)알에프세미,096610,2017/12,62185137,93638264,-1374559,7662882,0,41626891,52011373,-1.5,-91.64,219514,7727560,50745135
(주)알에프세미,096610,2018/12,51873304,104988723,218961,5216524,0,52269050,52719673,0.22,188.39,633068,7932983,52448419
(주)알에프세미,096610,2019/12,42446601,102545695,-2753635,4576959,0,52684251,49861444,-2.65,-224.35,-787244,9002134,48410541
(주)알에프텍,061040,2011/12,276923588,159127735,4886449,18334727,0,86763612,72364123,3.47,38.74,10661905,23785952,53566729
(주)알에프텍,061040,2012/12,499364258,211170615,23525322,16112551,0,121162139,90008477,12.71,186.2,30514473,33430553,60032609
(주)알에프텍,061040,2013/12,500173065,216208846,3552672,27860472,0,123208686,93000160,1.66,-76.03,7314370,40031043,67617066
(주)알에프텍,061040,2014/12,406630607,200605068,-6974115,36618302,0,114690560,85914508,-3.35,0,-5581794,33618506,71969389
(주)알에프텍,061040,2015/12,397125105,176819976,5670446,40837784,0,69845073,106974903,3,0,8857713,29986246,70417704
(주)알에프텍,061040,2016/12,321992443,175342562,9756219,57107721,0,59241581,116100981,5.54,1.38,8980350,26453796,59318032
(주)알에프텍,061040,2017/12,287143154,185953928,3734459,65629473,0,67569185,118384743,2.07,15.46,10368897,21934327,59865626
(주)알에프텍,061040,2018/12,240344983,177047175,6606560,60730708,0,55555326,121491849,3.64,-44.39,5766654,20002198,55765252
(주)알에프텍,061040,2019/12,284492015,254270323,-1807468,72746846,0,121519540,132750784,-0.84,127.81,13137161,27160326,109337648
(주)알엔투테크놀로지,148250,2011/12,,,,,,,,,,,,
(주)알엔투테크놀로지,148250,2012/12,,,,,,,,,,,,
(주)알엔투테크놀로지,148250,2013/12,,,,,,,,,,,,
(주)알엔투테크놀로지,148250,2014/12,,,,,,,,,,,,
(주)알엔투테크놀로지,148250,2015/12,,,,,,,,,,,,
(주)알엔투테크놀로지,148250,2016/12,,,,,,,,,,,,
(주)알엔투테크놀로지,148250,2017/12,,,,,,,,,,,,
(주)알엔투테크놀로지,148250,2018/12,,,,,,,,,,,,
(주)알엔투테크놀로지,148250,2019/12,,,,,,,,,,,,
(주)알체라,347860,2019/12,3291179,12431957,-11254756,2271498,0,1157685,11274271,,,-2063420,2673805,1220601
(주)알테오젠,196170,2013/12,5527341,8317949,1606019,322005,0,2279231,6038718,,,1510743,2264918,671510
(주)알테오젠,196170,2014/12,7042578,37958283,931146,8666171,0,2133734,35824549,2.45,0,724204,3151481,12769293
(주)알테오젠,196170,2015/12,4726609,39385454,1208363,7077574,0,834623,38550831,3.12,-82.87,124041,3335603,12730914
(주)알테오젠,196170,2016/12,6843720,47949615,-3587199,8385536,0,2720918,45228697,-8.21,-4462.41,-5411191,6040550,8606279
(주)알테오젠,196170,2017/12,12104356,43013380,-7448958,5229129,0,3168348,39845032,-16.38,0,-6173477,7208461,7343157
(주)알테오젠,196170,2018/12,13703079,71380650,-7069909,8915116,0,4684231,66696419,-12.36,0,-7659870,9617080,13123284
(주)알테오젠,196170,2019/12,29229182,85979112,-1738267,4413478,0,15774959,70204153,-2.21,0,-2252031,13352120,20769660
(주)알톤스포츠,123750,2011/12,70386414,73196256,1693477,3278177,0,32434905,40761351,2.31,0,3969214,17081946,28664406
(주)알톤스포츠,123750,2012/12,65973565,64110797,3722486,12248755,0,21634668,42476129,5.42,0.88,4004289,16969513,30300335
(주)알톤스포츠,123750,2013/12,61493639,67371866,2590274,13318588,0,20976960,46394906,3.94,-15.93,3366401,16647608,29581174
(주)알톤스포츠,123750,2014/12,68386922,76274859,6321741,11749589,0,20905068,55369792,8.8,153.49,8533432,16425525,30570341
(주)알톤스포츠,123750,2015/12,62283136,70743959,-3616137,14579207,0,19074456,51669503,-4.92,0,-2424425,22219218,32901714
(주)알톤스포츠,123750,2016/12,52560248,81903772,-4510018,3161954,0,29655555,52248216,-5.91,0,-5855065,22658659,31028751
(주)알톤스포츠,123750,2017/12,43446206,59131622,-21315788,6667315,0,28736891,30394731,-30.23,0,-13199504,20918482,19128053
(주)알톤스포츠,123750,2018/12,49080045,53806357,-2281980,5434756,0,25681024,28125333,-4.04,0,-1191032,11693705,17219221
(주)알톤스포츠,123750,2019/12,31187516,33706229,-12218530,9429926,0,17839846,15866383,-27.92,0,-10618914,14784717,5551918
(주)알티캐스트,085810,2011/12,62486856,67051468,7237922,3725892,0,38844038,28207430,11.56,612.81,10334409,50181882,18976525
(주)알티캐스트,085810,2012/12,65274786,94751485,4499778,7978762,0,57675255,37076230,5.56,33.17,13762783,51512003,20629139
(주)알티캐스트,085810,2013/12,73675699,108113000,16008332,14800375,0,21549842,86563158,15.78,35.14,18598695,55077004,19922980
(주)알티캐스트,085810,2014/12,77137145,110036508,13008305,27139664,0,13168047,96868461,11.93,-12.65,16246651,60890495,18917947
(주)알티캐스트,085810,2015/12,62727442,113685290,439144,16238139,0,17391497,96293793,0.39,-84.71,2483601,60243841,29938405
(주)알티캐스트,085810,2016/12,65415904,170945346,902016,8621493,0,71639555,99305790,0.63,-36.21,1584181,63831724,35909777
(주)알티캐스트,085810,2017/12,70643136,171544134,1050839,10099512,0,73642729,97901406,0.61,262.29,5739386,64903750,36862549
(주)알티캐스트,085810,2018/12,76200156,164474400,-7840096,8805660,0,73585406,90888993,-4.67,-28.6,4097757,72102399,35404142
(주)알티캐스트,085810,2019/12,53178375,169930839,-27219159,12365241,0,103714750,66216089,-16.28,-483.65,-15721195,68899570,51704198
(주)알파홀딩스,117670,2011/12,,,,,,,,,,,,
(주)알파홀딩스,117670,2012/12,32223368,41210785,3004485,3150624,0,13241176,27969609,7.29,0,2946898,3171427,13493283
(주)알파홀딩스,117670,2013/12,,,,,,,,,,,,
(주)알파홀딩스,117670,2014/12,39384206,66721029,2799353,8990487,0,33943394,32777635,4.2,0,3619482,7377198,27321382
(주)알파홀딩스,117670,2015/12,,,,,,,,,,,,
(주)알파홀딩스,117670,2016/12,56639827,73894609,-41887041,12267783,0,27357868,46536741,-56.68,0,-1371402,5180414,42742609
(주)알파홀딩스,117670,2017/12,69995825,63151264,-10332532,5048826,0,19354470,43796795,-15.08,0,-6312632,11915708,37410006
(주)알파홀딩스,117670,2018/12,85086013,102095474,-6148773,5279476,0,55006598,47088876,-7.44,0,-6124891,13992904,59641680
(주)알파홀딩스,117670,2019/12,73164302,134595649,-11705371,889539,0,73104547,61491102,-9.89,0,-3686574,17178826,86850230
(주)압타머사이언스,291650,2016/12,,,,,,,,,,,,
(주)압타머사이언스,291650,2017/12,,,,,,,,,,,,
(주)압타머사이언스,291650,2018/12,,,,,,,,,,,,
(주)압타머사이언스,291650,2019/12,,,,,,,,,,,,
(주)애니플러스,310200,2018/12,,,,,,,,,,,,
(주)애니플러스,310200,2019/12,,,,,,,,,,,,
(주)애드바이오텍,179530,2013/12,,,,,,,,,,,,
(주)애드바이오텍,179530,2014/12,,,,,,,,,,,,
(주)애드바이오텍,179530,2018/12,,,,,,,,,,,,
(주)애드바이오텍,179530,2019/12,,,,,,,,,,,,
(주)액션스퀘어,205500,2014/12,,,,,,,,,,,,
(주)액션스퀘어,205500,2015/12,,,,,,,,,,,,
(주)액션스퀘어,205500,2016/12,,,,,,,,,,,,
(주)액션스퀘어,205500,2017/12,9402123,24963687,-12258989,5062673,0,11484722,13478966,-49.11,0,-10796217,20198340,6012785
(주)액션스퀘어,205500,2018/12,7471298,21132895,-11215386,988432,0,9045478,12087416,-48.66,0,-10852419,18323717,6665190
(주)액션스퀘어,205500,2019/12,5838397,30255626,-9160139,19733281,0,10055283,20200343,-35.65,0,-8228878,14067275,9723962
(주)액토즈소프트,052790,2011/12,99270630,121236908,7946149,1494953,0,33937498,87299410,6.78,4.03,14709983,17785274,12728933
(주)액토즈소프트,052790,2012/12,82978009,225833789,9643759,6386551,0,127180836,98652953,5.56,0.74,14818596,14316512,131091796
(주)액토즈소프트,052790,2013/12,139365154,232029942,15080801,9712160,0,41565411,190464530,6.59,56.56,23199605,47515621,126816327
(주)액토즈소프트,052790,2014/12,102829670,161276991,-69023654,5322924,0,37746037,123530954,-35.1,0,-13368056,54626184,80626370
(주)액토즈소프트,052790,2015/12,100752238,149330425,-7040610,17592155,0,32068006,117262420,-4.53,0,5082913,42443271,81156610
(주)액토즈소프트,052790,2016/12,72386383,147737258,-2263407,53482376,0,32267322,115469936,-1.52,114.1,10882396,24590243,74304271
(주)액토즈소프트,052790,2017/12,55399431,143736510,-7477694,59120188,0,36629398,107107112,-5.13,-38.96,6643079,21758369,52023355
(주)액토즈소프트,052790,2018/12,37652204,127196835,-14891821,45199163,0,34998149,92198686,-10.99,-116.19,-1075482,24756384,52609580
(주)액토즈소프트,052790,2019/12,62665219,175372734,20774308,30919216,0,57267966,118104767,13.73,0,25654108,22138494,90029514
(주)액트로,290740,2016/12,33664994,31840528,1247421,8625706,0,25524379,6316148,,,2505203,4983588,13771389
(주)액트로,290740,2017/12,91030061,53621791,7083832,13803803,0,26525787,27096003,13.21,0,14252206,6035418,27408919
(주)액트로,290740,2018/12,105631916,89041422,13690270,33700420,0,26009927,63031495,19.19,18.37,16870908,6209470,29609938
(주)액트로,290740,2019/12,107845425,99003423,14595299,13912058,0,22999820,76003603,15.52,-22.69,13043357,6251500,38545608
(주)앤디포스,238090,2011/12,,,,,,,,,,,,
(주)앤디포스,238090,2012/12,,,,,,,,,,,,
(주)앤디포스,238090,2013/12,,,,,,,,,,,,
(주)앤디포스,238090,2014/12,,,,,,,,,,,,
(주)앤디포스,238090,2015/12,,,,,,,,,,,,
(주)앤디포스,238090,2016/12,,,,,,,,,,,,
(주)앤디포스,238090,2017/12,,,,,,,,,,,,
(주)앤디포스,238090,2018/12,47757634,130369260,-13601715,33815014,0,41971550,88397710,-10.43,0,7916917,6988057,49676250
(주)앤디포스,238090,2019/12,84122729,189924143,-1549639,19918844,0,72294106,117630037,-0.97,9.59,8676316,12901318,55419986
