,회사명,거래소코드,회계년도,통계청 한국표준산업분류 10차(대분류),유동부채비율,매출액순이익률,CASH FLOW 대 매출액비율,CASH FLOW 대 부채비율,이자보상배율(이자비용),금융비용 대 총비용비율,설비투자효율,CASH FLOW 대 총자본비율,자본금회전률,총자본투자효율,총자본회전률,자기자본순이익률,매출채권회전률,유형자산회전율,부채비율,유동비율,자기자본배율,당좌비율,순운전자본비율,현금비율,타인자본회전률,총자본순이익률,매출액총이익률,매출원가 대 매출액비율,차입금의존도,재고자산회전률,총자산부채비율,현금비율(CASHTA),유보이익대총자산비율,판매관리비대매출액,고정비율,log총자산,총자본증가율,유동자산증가율,매출액증가율,총자산영업이익률,순이익률,이자비용/부채,영업이익증가율,순이익증가율,업종,규모,층화,label
16,(주)금빛,45890,19-Dec,제조업,217.13,-62.78,-13.46,-10.99,-4.07,3.64,-27.96,-7.68,3.62,-15.16,0.57,-91.08,6.21,1.05,231.46,55.42,162.26,37.32,-29.2,6.13,0.94,-35.84,15.07,84.93,41.14,4.18,0.698303278,0.040147433,-0.472527505,0.425315027,0.63696035,8.012200981,0.23,-16.21,10.33,-0.156804826,-0.358449573,0.063467469,4.508864463,-454.1881432,2,0,2,0
17,(주)금화피에스시,36190,19-Dec,제조업,16.18,13.22,10.81,53.54,280.27,-1.26,548.61,8.04,69.81,46.68,0.77,12.04,8.7,8.46,17.66,474.92,7980.32,471.78,51.57,82.88,4.98,10.17,20.84,79.16,1.73,177.69,0.150104273,0.114001761,0.816657731,0.044474969,0.346773905,8.449775972,7.3,3.37,-10.24,0.126154715,0.101716144,0.002913644,-17.05335828,-30.19509677,2,1,5,0
18,(주)기가레인,49080,19-Dec,제조업,222.15,-63.3,-1.24,-1,-8.09,3.02,-36.07,-0.76,2.84,-14.25,0.49,-95.33,2.39,1.39,319.74,96.45,105.25,68.18,-1.88,9.39,0.73,-31.03,-17.43,117.43,53.85,2.65,0.761756831,0.049687772,-0.585167508,0.232412806,0.489518218,8.071138647,-34.23,-38.15,-41.68,-0.199377139,-0.310259973,0.036552711,-1085.142608,-112.8859033,2,0,2,0
19,(주)기산텔레콤,35460,19-Dec,제조업,65.57,5.22,2.7,5.64,6.63,0.64,153.45,2.71,9.2,21.13,1.09,10.87,5.41,12.03,92.53,215.66,439.5,127.08,39.39,63.11,2.37,5.69,21.45,78.55,25.79,3.39,0.480594539,0.216656713,-0.253476461,0.15495268,0.265551337,7.824709857,18.88,5.41,18.8,0.064988403,0.056899715,0.021284155,236.4963005,205.1362028,2,0,2,0
20,(주)까스텔바작,308100,19-Dec,서비스업,12.95,8.44,7.83,51.68,214.89,-0.04,631.35,7.16,25.83,17.97,0.97,9.85,15.99,34.4,16.08,666.58,2324.74,292.61,63.22,152.27,5.65,8.16,61.6,38.4,1.19,2.26,0.138495985,0.169907184,0.252256897,0.5051836,0.256210874,7.949414751,12.29,5.29,-11.9,0.107193048,0.081649129,0.002913885,-38.11790936,-38.74406512,1,0,1,0
21,(주)나노,187790,19-Dec,제조업,69.57,-0.41,5.06,6.89,-0.54,1.93,44.92,3.21,5.94,15.41,0.66,0.95,6.09,1.5,87.26,113.91,390.8,63.88,5.17,20.69,1.43,-0.27,9.78,90.22,31.17,3.28,0.465978517,0.076868773,0.142785165,0.109640897,0.576821072,8.064986429,7.28,-3.85,-10.07,-0.007751891,-0.002660968,0.031475788,-139.6569821,36.11062369,2,0,2,0
22,(주)나노브릭,286750,19-Dec,제조업,61.67,-10.04,-11.66,-8.72,-3.38,4.23,26.87,-3.69,1.96,13.22,0.36,-9.96,4,0.62,73.51,134.24,310.3,112.22,12.17,10.38,0.58,-3.66,24.44,75.56,27.14,4.43,0.423668737,0.036902105,-0.864210762,0.438970019,0.522871083,7.390078491,35.73,144.14,8.2,-0.070947777,-0.036611248,0.033188019,-17.10176411,-190.8380165,2,0,2,0
23,(주)나노신소재,121600,19-Dec,제조업,5.68,11.87,16.21,97.77,42.91,-0.34,124.02,7.78,9.01,22.56,0.49,6.35,4.73,2.37,8.64,1398.81,1729.07,690.04,67.9,236.63,5.51,5.79,39.51,60.49,1.42,1.26,0.079553392,0.123706973,0.504716024,0.289893263,0.268718755,8.008146774,3.47,5.26,-6.42,0.05134297,0.05790458,0.013520005,-41.20938936,-24.37991919,2,0,2,0
24,(주)나노엔텍,39860,19-Dec,제조업,7.85,21.9,10.65,49.8,133.96,-0.27,109.32,5.99,1.99,29.61,0.59,15.1,2.76,2.01,13.68,845.77,309.25,632.67,51.51,303.64,4.16,12.95,48.4,51.6,0.74,4,0.120362733,0.209738099,0.173917579,0.367743232,0.415792226,7.668752284,10.62,16.74,1.78,0.068720322,0.129501793,0.003608261,7.971907361,73.8073978,2,0,2,0
25,(주)나무가,190510,19-Dec,제조업,318.93,-0.16,5.02,12.09,1.15,0.52,72.28,9.34,189.19,20.7,2.31,-0.94,12.72,5.74,339.4,80.42,2311.88,51.97,-14.21,5.68,3.1,-0.37,5.62,94.38,25.8,14.35,0.772419434,0.041218051,-0.112509811,0.048787084,0.416279008,8.288960997,63.78,70.02,15.74,0.017019741,-0.003740599,0.019917565,43.55185749,-116.3432268,2,1,5,0
26,(주)나스미디어,89600,19-Dec,서비스업,123.73,19.22,22.99,13.25,35.89,-0.42,807.95,7.55,25.67,25.32,0.35,15.07,3.77,10.12,132.63,147.79,3105.08,147.79,25.42,15.24,0.64,6.82,0,0,2.58,0,0.570140624,0.081069504,0.285189056,0.738830623,0.213917469,8.551737837,17.53,22.12,9.76,0.092693334,0.068200928,0.004674275,22.49787062,9.165485469,1,1,4,0
27,(주)나이벡,138610,19-Dec,제조업,15.9,-29.36,-17.09,-19.05,-2.23,3.01,23.24,-4.44,2.28,6.8,0.32,-14.36,4.16,0.88,30.4,391.85,553.45,312.53,35.59,103.38,0.93,-9.39,42.83,57.17,11.3,3.1,0.233129032,0.126068536,-0.730638357,0.531738507,0.522155524,7.553092328,60.12,222.8,78.34,-0.03308221,-0.09393695,0.04300021,71.77690087,34.23701375,2,0,2,0
28,(주)나이스디앤비,130580,19-Dec,서비스업,28.14,14.59,16.06,66.84,323.47,-1.06,970.44,15.79,10.04,62.42,1.14,21.19,9.93,25.07,30.93,317.03,708.04,317.02,46.64,87.44,5.15,16.67,0,0,3.83,54228.91,0.236229395,0.187913982,0.538107554,0.834501606,0.31870247,7.895839821,38.85,46.91,48.6,0.18913031,0.166701749,0.002633613,22.78374872,21.29959035,1,0,1,0
29,(주)네오셈,253590,19-Dec,제조업,35.94,-5.76,-17.93,-18.3,-7.64,0.44,64.86,-7.61,7.25,12.48,0.42,-4.19,3.29,2.2,71.15,286.04,998.88,249.85,39.07,175.37,1.02,-2.45,48.73,51.27,31.61,5.58,0.415703175,0.36826572,0.344537128,0.609800383,0.399317475,7.807333542,0,0,0,-0.103914554,-0.048916801,0.032717787,-26620.87114,-78560.3393,2,0,2,0
30,(주)네오오토,212560,19-Dec,제조업,43.29,2.11,14.98,28.75,0.84,0.65,26.61,12.58,30.08,17.3,0.84,3.18,8.4,1.2,77.75,115.42,2015.46,92.74,3.75,39.36,1.87,1.76,7.7,92.3,28.41,14.89,0.437419029,0.095855716,0.445789203,0.070306412,0.718908293,8.149408368,-1.01,8.09,2.77,0.005607907,0.017617327,0.015030045,-67.17608618,-56.92149824,2,1,5,0
31,(주)네오위즈,95660,19-Dec,서비스업,13.66,10.85,14.86,54.7,296.81,-0.27,150.07,9.5,23.23,28.9,0.67,7.78,10.02,3.98,21.02,425.94,2948.12,425.89,36.79,191.27,3.72,7.22,55.09,44.91,1.22,13439.69,0.173676631,0.215904963,0.632516894,0.422937347,0.519193294,8.599884844,8.53,23.49,18.1,0.08517559,0.072244856,0.001601855,44.38751058,-17.60207933,1,1,4,0
32,(주)네오위즈홀딩스,42420,19-Dec,서비스업,8.27,16.09,14.42,50.25,268.11,-0.49,163.06,5.89,54.57,20.79,0.42,6.57,20.36,3.8,13.27,686.49,6957.61,686.34,42.8,209.2,3.45,6.74,55.02,44.98,0.78,3595.39,0.117135305,0.152681335,0.402532292,0.434342686,0.498980575,8.793876644,5.34,4.87,11.22,0.048516576,0.067382437,0.001490953,39.16328429,-6.216467794,1,1,4,0
33,(주)네오크레마,311390,19-Dec,제조업,6.97,5.19,-5.11,-10.82,3.38,0.94,26.07,-2.14,5.45,11.96,0.42,2.72,5.36,0.91,24.68,900.67,1039.33,627.95,44.75,241.57,2.12,2.17,23.03,76.97,13.17,2.75,0.197937356,0.135024408,0.27440526,0.196626739,0.496638273,7.674047265,0,0,0,0.016732531,0.02580421,0.021295044,-79.63680017,-71.20102629,2,0,2,0
34,(주)네오티스,85910,19-Dec,제조업,78.64,3.43,9.93,9.74,4.37,1.64,64.36,4.84,7.7,23.5,0.49,3.13,3.05,1.4,98.96,107.74,776.02,92.4,3.06,33.56,0.99,1.68,21,79,34.46,7.37,0.497375815,0.132654405,0.354603559,0.130847373,0.574132339,7.93907844,0.31,-1.07,-6.16,0.038690231,0.016786591,0.018029226,-28.46179399,-54.16998199,2,0,2,0
35,(주)네오팜,92730,19-Dec,제조업,12.14,23.12,21.27,103.83,1337.32,-2.02,341.72,14.42,21.25,28.51,0.85,23.33,9.44,8.05,16.13,792.45,2575.56,746.93,72.39,42.98,5.42,19.67,72.21,27.79,3.79,13.12,0.138901014,0.044933941,0.481373734,0.446222722,0.17159113,8.088991557,68.3,72.52,25.6,0.234685936,0.196712628,0.00111886,19.82458085,25.21650249,2,0,2,0
36,(주)네오펙트,290660,19-Dec,제조업,215.18,-128.95,-89.77,-32.07,-15.37,3.04,-12.97,-23.51,2.07,-3.55,0.3,-77.93,3.04,1.37,274.49,73.27,208.05,63.12,-15.36,10.98,0.58,-38.28,26.21,73.79,43.87,4.97,0.732972871,0.06306341,-0.973168117,1.370744695,0.578994609,7.672249881,30.89,-32.45,117.78,-0.329141185,-0.382824643,0.042151976,-160.5332076,-64.77681682,2,0,2,0
37,(주)네이블커뮤니케이션즈,153460,19-Dec,서비스업,8.1,-3.02,-11.62,-73.37,-454.29,-1.91,148.23,-5.54,3.79,35.65,0.46,-1.54,8.79,1.93,8.16,959.85,734.8,955.93,64.37,448.85,4.39,-1.38,54.8,45.2,0.03,35.41,0.075452379,0.33600369,0.177565179,0.587168012,0.28146601,7.414124224,-7.45,-7.81,-21.93,-0.01795727,-0.01381565,0.000378967,79.71051255,84.10071381,1,0,1,0
38,(주)네패스,33640,19-Dec,제조업,72.99,8.73,18.47,19.88,11.65,1.06,56.36,12.62,30.7,27.14,0.89,17.12,9.45,1.69,173.63,139.07,1810.02,128.17,10.42,81.48,1.51,7.74,31.92,68.08,42.91,31.41,0.634543676,0.217337265,0.183974368,0.146305733,0.629030497,8.717377858,84.99,101.61,30.37,0.153281117,0.077377111,0.022409078,179.5938633,35.48050772,2,1,5,0
39,(주)넥스턴바이오사이언스,89140,19-Dec,제조업,4.4,17.75,19.05,123.35,2394.07,-2.6,66.5,5.88,5.48,10.26,0.3,5.89,4.79,2.55,5,1694.28,1690.94,1507.82,66.79,1230.9,2.82,5.27,23.4,76.6,0.03,2.41,0.047644303,0.515678215,0.520417044,0.141600389,0.29018773,8.021890458,-7.36,-24.89,21.75,0.027412153,0.052656698,0.000108784,-26.94651102,3.76188638,2,0,2,0
40,(주)넥스트아이,137940,19-Dec,제조업,53.95,-3.45,-3.04,-4.26,3.95,0.19,81.46,-1.53,11.1,7.93,0.5,-7.29,5.44,4.59,56.05,200.4,999.79,194.4,34.71,92.71,1.45,-1.72,27.2,72.8,25.69,15.71,0.359197983,0.320514501,0.082002683,0.230031116,0.307198073,8.241926489,-1.7,-1.59,0.88,0.02096075,-0.017235371,0.01539696,-55.96990146,56.5532814,2,0,2,0
41,(주)넥스트엔터테인먼트월드,160550,19-Dec,서비스업,136.65,-7.43,-2.19,-1.7,-3.05,1.15,20,-1.04,10.69,4.6,0.52,-7.52,5.7,2.25,157.11,97.68,795.8,97.37,-1.23,38.06,0.94,-3.89,18.97,81.03,32.64,418.52,0.611059222,0.202294947,0.016807523,0.244365493,0.480840396,8.496017705,22.15,20.7,-7.47,-0.028600816,-0.03890883,0.016741653,23.16441668,24.90909434,1,1,4,0
42,(주)넵튠,217270,19-Dec,서비스업,60.57,-115.26,-53.58,-18.01,-24.07,0.6,-3160.01,-8.35,1.61,-18.32,0.15,-25.05,8.77,24.21,86.55,33.89,588.96,33.89,-21.46,21.94,0.32,-16.95,0,0,30.68,24039.63,0.46395379,0.071244472,-0.205354085,1.561032306,0.889945815,8.0632113,-10.76,-10.05,-0.75,-0.082514375,-0.169514182,0.007347061,44.91611296,43.69952542,1,0,1,0
43,(주)노랑풍선,104620,19-Dec,서비스업,102.96,-2.16,5.47,7.15,-4.42,-0.22,77.82,3.66,35.04,24.91,0.72,-3.44,5.44,2.11,104.55,112.79,2359,110.89,6.44,30.64,1.31,-1.55,0,0,13.24,140,0.511132867,0.154202666,0.295747334,1.026810723,0.432330101,8.06062959,16.78,29.21,-17.24,-0.019288697,-0.015515433,0.007953007,-158.0675845,-136.910745,1,0,1,0
44,(주)노바렉스,194700,19-Dec,제조업,42.3,9.12,1.93,4.92,389.16,-0.11,95.84,1.99,35.34,29.23,1.22,17.23,8.36,3.55,68.02,205.85,2038.95,140.03,26.65,75.97,3.55,11.13,17.99,82.01,14.06,8.2,0.40484689,0.191243979,0.358364955,0.077369304,0.481781585,8.18856967,45.19,25.05,48.26,0.125095628,0.111291533,0.000933906,43.85710067,58.50700031,2,1,5,0
45,(주)노바텍,285490,19-Dec,제조업,8.9,21.02,22.14,87.75,665.98,-0.44,166.75,14.48,10.84,28.23,0.71,16.42,10.73,7.2,19.77,815.28,1134.98,721.19,53.18,213.19,6,15.01,42.19,57.81,0.44,12.08,0.1650463,0.158493016,0.595170535,0.210489763,0.393901243,7.601636663,20.19,-12.89,0.97,0.150937335,0.15006465,0.001905946,-17.1924603,-20.01171645,2,0,2,0
46,(주)노터스,278650,19-Dec,서비스업,28.1,9.89,9.38,23.32,10.34,1.16,60.54,7.01,68.3,22.77,0.87,13.42,11.22,2.22,43.02,241.76,5721.41,232.68,27.85,43.03,2.26,8.65,0,0,13.36,43.3,0.300794684,0.084548381,0.259652376,0.853764272,0.52498007,7.789091517,40.67,79.82,23.64,0.127909646,0.086514772,0.031954566,12.47900199,18.10932089,1,0,1,0
47,(주)녹십자셀,31390,19-Dec,제조업,57.5,29.17,14.25,7.87,4.05,2.27,60.06,3.51,6.33,17.23,0.27,14.52,5.97,0.54,80.65,93.13,1397.29,87.28,-2.19,4.14,0.6,7.92,57.46,42.54,38.5,15.19,0.446429388,0.013161753,0.151514484,0.424403518,0.703589006,8.186736018,22.61,10.25,28.02,0.040785888,0.079236918,0.022215967,50.81338103,-20.48214406,2,0,2,0
48,(주)녹십자엠에스,142280,19-Dec,제조업,61.42,-17.38,-2.46,-6.07,-5.1,0.76,-35.85,-2.6,12.27,-1.91,1.23,-49.93,4.02,3.98,75.04,162.54,469.54,125.42,21.95,27.83,2.21,-21.4,10.07,89.93,14.25,7.97,0.428689897,0.097669894,-0.176972001,0.147880574,0.429604554,7.948736243,38.91,12.98,8.99,-0.058141002,-0.213955076,0.020415481,24.93300645,-45.61292389,2,0,2,0
49,(주)녹십자웰빙,234690,19-Dec,제조업,17.83,8.51,8.11,23.06,116.86,0,478.57,5.09,8.66,22.31,0.92,10.18,5.71,11,28.31,541.7,936.99,466.25,61.39,82.32,3.98,7.82,53.89,46.11,7.43,6.45,0.220652686,0.114419526,0.182893587,0.424995369,0.247080922,8.028228358,173.82,246.95,24.23,0.104663821,0.078240324,0.003874604,-9.328033646,0.377106408,2,0,2,0
50,(주)누리플랜,69140,19-Dec,제조업,264.44,-3.55,-2.38,-2.41,-0.94,2.31,36.27,-1.85,35.73,16.2,1.11,-15.42,5.52,2.58,329.58,75.32,862.54,50.71,-15.19,3.59,1.58,-3.93,18.11,81.89,49.45,9.16,0.767216058,0.022086261,0.049847602,0.205939639,0.536322732,8.070156392,147.32,149.82,91.51,-0.027486239,-0.039306191,0.041617827,2.1601079,-976.7627352,2,0,2,0
51,(주)누리플렉스,40160,19-Dec,서비스업,82.44,5.99,8.82,21.67,8.52,0.68,115.09,10.15,24.54,26.02,1.15,13.73,5.69,5.21,88.16,138.32,1133.23,100.36,16.79,34.52,2.31,6.89,28.5,71.5,24.62,5.87,0.468530527,0.151250304,0.203481496,0.206478995,0.393941257,8.109099587,-0.01,1.41,-22.29,0.090329469,0.06893177,0.021327928,-33.00070132,-24.56270471,1,1,4,0
52,(주)뉴로스,126870,19-Dec,제조업,152.27,-42.37,-4.37,-2.46,-2.37,2.03,-27.71,-1.54,5.64,-6,0.37,-41.14,1.74,1.5,169.09,119.33,549.61,94.01,10.94,40.35,0.58,-15.52,23.51,76.49,50.44,2.34,0.628382581,0.228292501,-0.127836568,0.315748783,0.324782533,8.225325348,7.79,26.22,15.59,-0.029567928,-0.155248768,0.019944631,-644.8759354,-233.6118354,2,0,2,0
53,(주)뉴보텍,60260,19-Dec,제조업,53.29,4.32,4.24,9.53,4.51,0.41,67.9,3.83,2.77,21.53,1.09,7.78,4.63,3.58,67.34,152.44,165.27,125.92,16.7,23.92,2.77,4.71,28.52,71.48,16.82,11.7,0.40242644,0.076162328,-0.160493208,0.258811094,0.514589044,7.664949003,52.56,7.44,4.49,0.028808504,0.047128558,0.016179168,414.8469169,204.241074,2,0,2,0
54,(주)뉴인텍,12340,19-Dec,제조업,65.11,-2.02,1.64,3.92,0.34,1.39,62.69,1.79,2.59,25.76,1.18,-5.33,6.15,2.65,84.29,148.97,179.8,103.41,17.3,41.32,2.14,-2.39,11.28,88.72,20.9,6.62,0.457386204,0.145974914,-0.529877152,0.107827363,0.473697244,7.697024635,17.22,31.22,8.67,0.005918417,-0.023877591,0.031548755,1194.617893,72.05734253,2,0,2,0
55,(주)뉴트리,270870,19-Dec,제조업,29.95,7.57,6.15,40.33,771.28,-0.46,962.17,9.93,27.66,30.44,1.83,17.94,19.26,34.46,32.65,373.46,1267.23,321.68,61.75,201.97,8.62,13.88,77.18,22.82,2.22,16.87,0.246123072,0.456076733,0.209792352,0.676250977,0.156690321,7.889461505,31.59,31.69,43.49,0.175187769,0.138779304,0.001067059,20.80439296,342.8676674,2,1,5,0
56,(주)뉴파워프라즈마,144960,19-Dec,제조업,9.44,8.8,9.34,37.6,33.39,-1.23,64.04,3.74,14.59,16.91,0.41,4.15,6.08,1.37,11.06,483.87,3269.19,408.78,32.62,43.63,4.19,3.61,46.29,53.71,2.92,7.27,0.099577849,0.037080028,0.61115038,0.402175056,0.588777117,8.176365461,4.56,-13.27,-18.04,0.024877813,0.036076471,0.007626417,-69.06242824,-60.03136441,2,0,2,0
57,(주)뉴프렉스,85670,19-Dec,제조업,128.62,-7.51,9.57,13.98,-3.81,1.6,29,8.93,12.12,16.53,0.91,-17.75,6.52,1.61,176.65,74.46,460.12,44.5,-11.87,10.99,1.49,-6.82,2.64,97.36,44.46,6.1,0.638536317,0.051109526,0.098617939,0.104058925,0.653827589,8.138093839,-5.22,-23.93,-34.4,-0.070507918,-0.068224178,0.030412546,-194.3665485,-230.7129439,2,1,5,0
58,(주)다나와,119860,19-Dec,서비스업,37.27,11.63,15.72,71.62,161.11,-0.67,374,20.68,31.02,29.88,1.54,23.63,19.5,18.51,40.59,290.78,1677.35,267.39,50.57,107.01,6.44,17.96,0,0,2.62,28.93,0.288713098,0.28367219,0.57429773,0.859348597,0.229197755,8.1880335,42.21,63.6,67.09,0.217212962,0.179610544,0.00562187,41.42459263,43.83571578,1,1,4,0
59,(주)다날,64260,19-Dec,서비스업,71.83,11.92,-10.99,-6.73,1.85,2.16,580.73,-4.1,6.58,10.19,0.39,13.96,6.23,21.41,156.3,293.71,633.56,292.74,54.29,31.72,0.63,4.71,0,0,42.54,163.51,0.609833734,0.088903926,0.087454898,0.943042231,0.1768373,8.709284852,12.16,11.43,-8.91,0.022483727,0.047070371,0.019400727,23.73516845,881.0875676,1,1,4,0
