,회사명,거래소코드,회계년도,매출액(수익)(*)(IFRS),매출액(수익)(*)(IFRS연결),매출액증가율
852,(주)에프엔씨엔터테인먼트,173940,17-Dec,53832745,116687389,27.64275056
853,(주)에프티이앤이,65160,16-Dec,27565193,44902714,
854,(주)에프티이앤이,65160,17-Dec,26792353,68502012,52.55650694
855,(주)엑사이엔씨,54940,16-Dec,109044067,164818419,
856,(주)엑사이엔씨,54940,17-Dec,184575755,255852212,55.23277893
857,(주)엑세스바이오인코퍼레이션,950130,16-Dec,29762933,32485928,
858,(주)엑세스바이오인코퍼레이션,950130,17-Dec,27532808,29464754,-9.299946734
859,(주)엑셈,205100,16-Dec,20122347,27549222,
860,(주)엑셈,205100,17-Dec,24349132,33716596,22.38674471
861,(주)엑시콘,92870,16-Dec,44985040,45115501,
862,(주)엑시콘,92870,17-Dec,66441333,67217160,48.98905811
863,(주)엔에스,217820,16-Dec,26837910,29620173,
864,(주)엔에스,217820,17-Dec,36244854,42165075,42.35256155
865,(주)엔에스엔,31860,16-Dec,8716713,18771125,
866,(주)엔에스엔,31860,17-Dec,5233099,5233309,-72.12042965
867,(주)엔에이치엔벅스,104200,16-Dec,71391877,73029718,
868,(주)엔에이치엔벅스,104200,17-Dec,88654122,92820905,27.1001827
869,(주)엔이능률,53290,16-Dec,53488427,53488427,
870,(주)엔이능률,53290,17-Dec,57481263,57481263,7.464859642
871,(주)엔지스테크널러지,208860,16-Dec,3682598,3682598,
872,(주)엔지스테크널러지,208860,17-Dec,3369956,3369956,-8.489712969
873,(주)엔지켐생명과학,183490,16-Dec,21835380,21835380,
874,(주)엔지켐생명과학,183490,17-Dec,26133211,26133211,19.68287706
875,(주)엔케이맥스,182400,16-Dec,6920544,6875849,
876,(주)엔케이맥스,182400,17-Dec,4820171,4829585,-29.76016489
877,(주)엔텔스,69410,16-Dec,56334262,56460445,
878,(주)엔텔스,69410,17-Dec,46726874,46939426,-16.86316677
879,(주)엔투텍,227950,16-Dec,,0,
880,(주)엔투텍,227950,17-Dec,,0,
881,(주)엔피케이,48830,16-Dec,56604521,67437534,
882,(주)엔피케이,48830,17-Dec,62636773,73092700,8.385784095
883,(주)엘디티,96870,16-Dec,7633017,7633017,
884,(주)엘디티,96870,17-Dec,9336437,9336437,22.31647067
885,(주)엘아이에스,138690,16-Dec,32418639,102985201,
886,(주)엘아이에스,138690,17-Dec,76373817,91942892,-10.72222892
887,(주)엘앤에프,66970,16-Dec,218851706,249732039,
888,(주)엘앤에프,66970,17-Dec,359393986,403019916,61.38094159
889,(주)엘앤케이바이오메드,156100,16-Dec,29225599,34448849,
890,(주)엘앤케이바이오메드,156100,17-Dec,21626682,31514425,-8.518206225
891,(주)엘엑스세미콘,108320,16-Dec,610042626,610043215,
892,(주)엘엑스세미콘,108320,17-Dec,692756756,692761282,13.55937825
893,(주)엘엠에스,73110,16-Dec,92999722,113507609,
894,(주)엘엠에스,73110,17-Dec,79786450,143748592,26.6422518
895,(주)엘오티베큠,83310,16-Dec,121033850,124058524,
896,(주)엘오티베큠,83310,17-Dec,193098291,200745090,61.81483023
897,(주)엘피케이로보틱스,183350,16-Dec,24230548,24230548,
898,(주)엘피케이로보틱스,183350,17-Dec,25030893,25030893,3.303041268
899,(주)엠게임,58630,16-Dec,30503898,30503898,
900,(주)엠게임,58630,17-Dec,27544247,27544247,-9.702533755
901,(주)엠디에스테크,86960,16-Dec,112362709,150281101,
902,(주)엠디에스테크,86960,17-Dec,110549246,148934255,-0.896217815
903,(주)엠씨넥스,97520,16-Dec,399262755,412481617,
904,(주)엠씨넥스,97520,17-Dec,625604516,668465044,62.05935403
905,(주)엠앤씨생명과학,225860,16-Dec,,0,
906,(주)엠앤씨생명과학,225860,17-Dec,,0,
907,(주)엠에스씨,9780,16-Dec,135622094,135618091,
908,(주)엠에스씨,9780,17-Dec,141954747,141954747,4.672426778
909,(주)엠에스오토텍,123040,16-Dec,222946522,747893634,
910,(주)엠에스오토텍,123040,17-Dec,203039734,704192245,-5.8432626
911,(주)엠투엔,33310,16-Dec,27614935,49727413,
912,(주)엠투엔,33310,17-Dec,28613061,51170397,2.901787793
913,(주)엠플러스,259630,17-Dec,72109584,72109584,
914,(주)엠피대산,65150,16-Dec,97057714,151260360,
915,(주)엠피대산,65150,17-Dec,81521073,145213359,-3.997743361
916,(주)연우,115960,16-Dec,235063011,234568387,
917,(주)연우,115960,17-Dec,228721520,229295328,-2.247983655
918,(주)연이비앤티,90740,16-Dec,142048778,398021215,
919,(주)연이비앤티,90740,17-Dec,41892571,271957133,-31.67270418
920,(주)영우디에스피,143540,16-Dec,146159358,146159358,
921,(주)영우디에스피,143540,17-Dec,258081454,258081454,76.57538835
922,(주)영현무역,242850,16-Dec,,0,
923,(주)영현무역,242850,17-Dec,,0,
924,(주)예림당,36000,16-Dec,35696333,452752394,
925,(주)예림당,36000,17-Dec,26373896,643302706,42.08709099
926,(주)예선테크,250930,16-Dec,,0,
927,(주)예선테크,250930,17-Dec,,0,
928,(주)예스티,122640,16-Dec,52705412,52705412,
929,(주)예스티,122640,17-Dec,150431280,150431280,185.4190382
930,(주)오공,45060,16-Dec,53268689,143111532,
931,(주)오공,45060,17-Dec,56445230,149593867,4.529568589
932,(주)오디텍,80520,16-Dec,52997662,55721751,
933,(주)오디텍,80520,17-Dec,44973784,48983308,-12.09302091
934,(주)오르비텍,46120,16-Dec,41747970,41747970,
935,(주)오르비텍,46120,17-Dec,47332946,47516202,13.81679636
936,(주)오리엔탈정공,14940,16-Dec,82027963,182955369,
937,(주)오리엔탈정공,14940,17-Dec,47621915,100983082,-44.80452662
938,(주)오리엔트정공,65500,16-Dec,52824038,71001875,
939,(주)오리엔트정공,65500,17-Dec,61682435,97067185,36.71073475
940,(주)오리콤,10470,16-Dec,98148956,161929811,
941,(주)오리콤,10470,17-Dec,100266090,167439882,3.40275269
942,(주)오스코텍,39200,16-Dec,4660728,3553891,
943,(주)오스코텍,39200,17-Dec,3700345,3908491,9.977796168
944,(주)오스테오닉,226400,16-Dec,6640435,6640435,
945,(주)오스테오닉,226400,17-Dec,8540412,8540412,28.612237
946,(주)오스템,31510,16-Dec,191142538,199278597,
947,(주)오스템,31510,17-Dec,168927130,179488801,-9.93071825
948,(주)오이솔루션,138080,16-Dec,79590081,79719996,
949,(주)오이솔루션,138080,17-Dec,76535200,76593767,-3.921511737
950,(주)오킨스전자,80580,16-Dec,23335685,25087832,
951,(주)오킨스전자,80580,17-Dec,37111838,39319105,56.72579839
952,(주)오텍,67170,16-Dec,121690058,709690713,
953,(주)오텍,67170,17-Dec,120168133,824117388,16.12345673
954,(주)오픈베이스,49480,16-Dec,47632719,156599517,
955,(주)오픈베이스,49480,17-Dec,43174318,136597377,-12.77279802
956,(주)옵투스제약,131030,16-Dec,44719857,44719857,
957,(주)옵투스제약,131030,17-Dec,49808082,49808082,11.37799926
958,(주)옵트론텍,82210,16-Dec,121716274,138077754,
959,(주)옵트론텍,82210,17-Dec,149943083,154613398,11.97560325
960,(주)와이비엠넷,57030,16-Dec,66293209,68386271,
961,(주)와이비엠넷,57030,17-Dec,60986567,60928090,-10.9059624
962,(주)와이솔,122990,16-Dec,288733460,435680523,
963,(주)와이솔,122990,17-Dec,303437262,446122563,2.396719488
964,(주)와이어블,65530,16-Dec,93855995,93855995,
965,(주)와이어블,65530,17-Dec,83104150,83104150,-11.45568272
966,(주)와이엔텍,67900,16-Dec,50296582,58062572,
967,(주)와이엔텍,67900,17-Dec,60524267,75231069,29.56895709
968,(주)와이오엠,66430,16-Dec,6757985,14579406,
969,(주)와이오엠,66430,17-Dec,30183891,30183891,107.0310066
970,(주)와이제이엠게임즈,193250,16-Dec,10973059,44038858,
971,(주)와이제이엠게임즈,193250,17-Dec,7368629,35070797,-20.36397265
972,(주)와이즈버즈,273060,17-Dec,,0,
973,(주)와이지-원,19210,16-Dec,286412231,334715216,
974,(주)와이지-원,19210,17-Dec,321777001,386598781,15.5008086
975,(주)와이지엔터테인먼트,122870,16-Dec,232498507,321839059,
976,(주)와이지엔터테인먼트,122870,17-Dec,264116784,349860731,8.706734381
977,(주)와이티엔,40300,16-Dec,130687699,130755834,
978,(주)와이티엔,40300,17-Dec,131050999,131050999,0.225737538
979,(주)우리기술,32820,16-Dec,31453885,31453885,
980,(주)우리기술,32820,17-Dec,30179282,30179282,-4.052291156
981,(주)우리넷,115440,16-Dec,43401496,43401496,
982,(주)우리넷,115440,17-Dec,51667560,51667560,19.04557391
983,(주)우리로,46970,16-Dec,17534142,42224403,
984,(주)우리로,46970,17-Dec,16614481,41059215,-2.759513261
985,(주)우정바이오,215380,16-Dec,,0,
986,(주)우정바이오,215380,17-Dec,28932073,28932073,inf
987,(주)우주일렉트로닉스,65680,16-Dec,215474715,218020720,
988,(주)우주일렉트로닉스,65680,17-Dec,203962020,207604485,-4.777635355
989,(주)원익,32940,16-Dec,34470892,64804004,
990,(주)원익,32940,17-Dec,21897944,67244202,3.765504983
991,(주)원익머트리얼즈,104830,16-Dec,162648821,175041473,
992,(주)원익머트리얼즈,104830,17-Dec,193215683,203032359,15.99100232
993,(주)원익아이피에스,240810,16-Dec,244089918,244089918,
994,(주)원익아이피에스,240810,17-Dec,630801620,630860973,158.4543344
995,(주)원익큐브,14190,16-Dec,205995823,207706652,
996,(주)원익큐브,14190,17-Dec,237077272,240166460,15.62771711
997,(주)원익큐엔씨,74600,16-Dec,105724111,138956393,
998,(주)원익큐엔씨,74600,17-Dec,155263105,197261196,41.95906481
999,(주)원익테라세미콘,123100,16-Dec,172388603,172388603,
1000,(주)원익테라세미콘,123100,17-Dec,361142430,361142430,109.4932169
1001,(주)원익피앤이,131390,16-Dec,45685071,46821029,
1002,(주)원익피앤이,131390,17-Dec,69782248,73627902,57.25391682
1003,(주)원익홀딩스,30530,16-Dec,114005356,294905605,
1004,(주)원익홀딩스,30530,17-Dec,272596927,481986655,63.43760404
1005,(주)원일특강,12620,16-Dec,203622625,206402010,
1006,(주)원일특강,12620,17-Dec,226994398,233964615,13.35384525
1007,(주)원풍,8370,16-Dec,73721755,75029146,
1008,(주)원풍,8370,17-Dec,70377195,71268328,-5.012476085
1009,(주)월덱스,101160,16-Dec,45787106,69470429,
1010,(주)월덱스,101160,17-Dec,65128388,88763719,27.77194596
1011,(주)웨이브일렉트로닉스,95270,16-Dec,29470209,44710151,
1012,(주)웨이브일렉트로닉스,95270,17-Dec,32681562,55318246,23.72636809
1013,(주)웰크론,65950,16-Dec,92544785,251495030,
1014,(주)웰크론,65950,17-Dec,99646929,378624679,50.54956712
1015,(주)웰크론한텍,76080,16-Dec,89079657,132335965,
1016,(주)웰크론한텍,76080,17-Dec,171346300,251911709,90.35770737
1017,(주)웹스,196700,16-Dec,26604035,27252214,
1018,(주)웹스,196700,17-Dec,29486071,30683429,12.59059172
1019,(주)웹젠,69080,16-Dec,211393922,219993269,
1020,(주)웹젠,69080,17-Dec,159153331,166267380,-24.42160583
1021,(주)위니아,71460,16-Dec,443897186,445386596,
1022,(주)위니아,71460,17-Dec,483456520,494925888,11.12276221
1023,(주)위닉스,44340,16-Dec,165009066,213152600,
1024,(주)위닉스,44340,17-Dec,208197354,260728203,22.31997311
1025,(주)위메이드,112040,16-Dec,55618719,107978511,
1026,(주)위메이드,112040,17-Dec,43973609,109568499,1.472504099
1027,(주)위메이드맥스,101730,16-Dec,9009405,31507434,
1028,(주)위메이드맥스,101730,17-Dec,11750904,32167674,2.095505461
1029,(주)위메이드플레이,123420,16-Dec,77299922,77291998,
1030,(주)위메이드플레이,123420,17-Dec,65095069,72654464,-6.000018268
1031,(주)위지트,36090,16-Dec,32216112,32216112,
1032,(주)위지트,36090,17-Dec,39171022,39171022,21.58829718
1033,(주)윈스,136540,16-Dec,73562031,73562031,
1034,(주)윈스,136540,17-Dec,67235063,71987776,-2.140037433
1035,(주)윈팩,97800,16-Dec,34738711,34738711,
1036,(주)윈팩,97800,17-Dec,47151571,47151571,35.73206847
1037,(주)윈하이텍,192390,16-Dec,64581333,64581333,
1038,(주)윈하이텍,192390,17-Dec,68571220,68571220,6.178080901
1039,(주)유니온커뮤니티,203450,16-Dec,39966078,40564137,
1040,(주)유니온커뮤니티,203450,17-Dec,37074380,37341656,-7.944162599
1041,(주)유니크,11320,16-Dec,238566877,254677538,
1042,(주)유니크,11320,17-Dec,223767756,235151805,-7.666845358
1043,(주)유니테스트,86390,16-Dec,112442901,116771769,
1044,(주)유니테스트,86390,17-Dec,163843820,168553717,44.34457784
1045,(주)유니테크노,241690,16-Dec,63622897,68308924,
1046,(주)유니테크노,241690,17-Dec,62882858,66136338,-3.180530263
1047,(주)유니트론텍,142210,16-Dec,148319833,148416765,
1048,(주)유니트론텍,142210,17-Dec,177054402,177323688,19.47685829
1049,(주)유라테크,48430,16-Dec,201703205,211190391,
1050,(주)유라테크,48430,17-Dec,188994175,193904099,-8.18516975
1051,(주)유바이오로직스,206650,16-Dec,4844900,4844900,
1052,(주)유바이오로직스,206650,17-Dec,11567747,11567747,138.761316
1053,(주)유비케어,32620,16-Dec,68244069,68244069,
1054,(주)유비케어,32620,17-Dec,81883110,82091101,20.29045484
1055,(주)유비쿼스,264450,17-Dec,76227795,76227795,
1056,(주)유비쿼스홀딩스,78070,16-Dec,113012531,120672461,
1057,(주)유비쿼스홀딩스,78070,17-Dec,5651555,7773042,-93.5585618
1058,(주)유성티엔에스,24800,16-Dec,418655040,440738344,
1059,(주)유성티엔에스,24800,17-Dec,372406090,433582956,-1.623500224
1060,(주)유신,54930,16-Dec,151636158,151636158,
1061,(주)유신,54930,17-Dec,148484811,148484811,-2.078229257
1062,(주)유쎌,252370,16-Dec,,0,
1063,(주)유쎌,252370,17-Dec,,0,
1064,(주)유씨아이,38340,16-Dec,16668766,23179702,
1065,(주)유씨아이,38340,17-Dec,15909320,19382735,-16.38056865
1066,(주)유아이디,69330,16-Dec,19242854,19242854,
1067,(주)유아이디,69330,17-Dec,8921891,8921891,-53.63530275
1068,(주)유에스티,263770,17-Dec,,0,
1069,(주)유진로봇,56080,16-Dec,36890187,60281451,
1070,(주)유진로봇,56080,17-Dec,36195748,64954553,7.752139211
1071,(주)유진테크,84370,16-Dec,141008292,141054669,
1072,(주)유진테크,84370,17-Dec,118792863,130154065,-7.727928524
1073,(주)유테크,178780,16-Dec,25956898,28350453,
1074,(주)유테크,178780,17-Dec,20919273,31989693,12.83662028
1075,(주)유티아이,179900,16-Dec,38851684,38881709,
1076,(주)유티아이,179900,17-Dec,50394551,50909072,30.93321592
1077,(주)육일씨엔에쓰,191410,16-Dec,43590064,43222815,
1078,(주)육일씨엔에쓰,191410,17-Dec,118733181,148342591,243.2043725
1079,(주)율호,72770,16-Dec,60803796,60803796,
1080,(주)율호,72770,17-Dec,56398147,56398147,-7.245680845
1081,(주)이건홀딩스,39020,16-Dec,132303534,162587990,
1082,(주)이건홀딩스,39020,17-Dec,38292389,206987239,27.30782821
1083,(주)이글루코퍼레이션,67920,16-Dec,58056147,58104577,
1084,(주)이글루코퍼레이션,67920,17-Dec,60033154,60091644,3.419811489
1085,(주)이글벳,44960,16-Dec,28845694,28845694,
1086,(주)이글벳,44960,17-Dec,34156184,34156184,18.40999215
1087,(주)이노와이어리스,73490,16-Dec,38664485,52708496,
1088,(주)이노와이어리스,73490,17-Dec,42569418,60670951,15.10658737
1089,(주)이노인스트루먼트,215790,16-Dec,,0,
1090,(주)이노인스트루먼트,215790,17-Dec,25296400,68524872,inf
1091,(주)이녹스,88390,16-Dec,179245818,232537090,
1092,(주)이녹스,88390,17-Dec,2739562,46130094,-80.16226401
1093,(주)이녹스첨단소재,272290,17-Dec,192346321,193104083,
1094,(주)이라이콤,41520,16-Dec,273537246,306022430,
1095,(주)이라이콤,41520,17-Dec,272139135,344006411,12.41215587
1096,(주)이랜시스,264850,17-Dec,,0,
1097,(주)이랜텍,54210,16-Dec,201876266,602202164,
1098,(주)이랜텍,54210,17-Dec,150807798,589202026,-2.158766404
1099,(주)이루온,65440,16-Dec,20412457,52553155,
1100,(주)이루온,65440,17-Dec,11283713,34944446,-33.50647359
1101,(주)이매진아시아,36260,16-Dec,21369545,32103084,
1102,(주)이매진아시아,36260,17-Dec,8727402,30211238,-5.893035074
1103,(주)이미지스테크놀로지,115610,16-Dec,42757399,45034794,
1104,(주)이미지스테크놀로지,115610,17-Dec,24699565,27618911,-38.67206098
1105,(주)이브이수성,84180,16-Dec,28127090,28127090,
1106,(주)이브이수성,84180,17-Dec,26346801,26355801,-6.297448474
1107,(주)이브이첨단소재,131400,16-Dec,58584984,60852375,
1108,(주)이브이첨단소재,131400,17-Dec,81911819,87080093,43.10056592
1109,(주)이상네트웍스,80010,16-Dec,32617067,38756402,
1110,(주)이상네트웍스,80010,17-Dec,39909808,51095595,31.83781869
1111,(주)이수앱지스,86890,16-Dec,19054717,19054717,
1112,(주)이수앱지스,86890,17-Dec,19458890,19458890,2.121117831
1113,(주)이스트소프트,47560,16-Dec,20524871,50497446,
1114,(주)이스트소프트,47560,17-Dec,20921093,58522219,15.8914433
1115,(주)이십일스토어,270020,16-Dec,,0,
1116,(주)이십일스토어,270020,17-Dec,,0,
1117,(주)이엔에프테크놀로지,102710,16-Dec,289235634,334284650,
1118,(주)이엔에프테크놀로지,102710,17-Dec,331762967,387027301,15.77776634
1119,(주)이엔코퍼레이션,66980,16-Dec,20322229,23477074,
1120,(주)이엔코퍼레이션,66980,17-Dec,23868361,76200362,224.5735052
1121,(주)이엘피,63760,16-Dec,30914030,30914030,
1122,(주)이엘피,63760,17-Dec,45548002,45634187,47.61642853
1123,(주)이엠네트웍스,87730,16-Dec,18302905,18302905,
1124,(주)이엠네트웍스,87730,17-Dec,16336622,16336622,-10.74301047
1125,(주)이엠넷,123570,16-Dec,18713678,27313009,
1126,(주)이엠넷,123570,17-Dec,19368550,28809795,5.480121213
1127,(주)이엠앤아이,83470,16-Dec,79807063,124449341,
1128,(주)이엠앤아이,83470,17-Dec,69659103,96801649,-22.21602122
1129,(주)이엠텍,91120,16-Dec,148814805,228351899,
1130,(주)이엠텍,91120,17-Dec,145195909,194381344,-14.87640574
1131,(주)이오테크닉스,39030,16-Dec,285077306,307727032,
1132,(주)이오테크닉스,39030,17-Dec,376174750,404151529,31.33442531
1133,(주)이즈미디어,181340,16-Dec,39808439,43104877,
1134,(주)이즈미디어,181340,17-Dec,43286328,53228212,23.48535874
1135,(주)이지,37370,16-Dec,93924930,146782154,
1136,(주)이지,37370,17-Dec,100984173,163964597,11.70608451
1137,(주)이지홀딩스,35810,16-Dec,132177616,1401434755,
1138,(주)이지홀딩스,35810,17-Dec,141321839,1398088836,-0.238749538
1139,(주)이큐셀,160600,16-Dec,66644575,66718817,
1140,(주)이큐셀,160600,17-Dec,60418824,60619125,-9.142386323
1141,(주)이크레더블,92130,16-Dec,29180174,31498657,
1142,(주)이크레더블,92130,17-Dec,31955073,34056744,8.12125736
1143,(주)이퓨쳐,134060,16-Dec,8525055,8525055,
1144,(주)이퓨쳐,134060,17-Dec,8584772,8584772,0.700488149
1145,(주)인바디,41830,16-Dec,58870403,79848382,
1146,(주)인바디,41830,17-Dec,67439604,93253713,16.7884817
1147,(주)인산가,277410,17-Dec,,0,
1148,(주)인성정보,33230,16-Dec,98761472,252677492,
1149,(주)인성정보,33230,17-Dec,87883047,255835608,1.249860435
1150,(주)인지디스플레이,37330,16-Dec,75681353,389840573,
1151,(주)인지디스플레이,37330,17-Dec,87446238,478778394,22.81389552
1152,(주)인콘,83640,16-Dec,36120175,36120175,
1153,(주)인콘,83640,17-Dec,44012144,44012144,21.84919924
1154,(주)인터로조,119610,16-Dec,74175361,73713983,
1155,(주)인터로조,119610,17-Dec,80252135,80618215,9.366244665
1156,(주)인터코스,240340,16-Dec,,0,
1157,(주)인터코스,240340,17-Dec,,0,
1158,(주)인터파크,108790,16-Dec,424160523,466490325,
1159,(주)인터파크,108790,17-Dec,424310432,482554415,3.443606253
1160,(주)인터플렉스,51370,16-Dec,492170042,575646205,
1161,(주)인터플렉스,51370,17-Dec,703865074,805539295,39.9365249
1162,(주)인텍플러스,64290,16-Dec,16731046,16731046,
1163,(주)인텍플러스,64290,17-Dec,24305556,24305556,45.27218442
1164,(주)인텔리안테크놀로지스,189300,16-Dec,72172868,77790620,
1165,(주)인텔리안테크놀로지스,189300,17-Dec,75281938,83722395,7.62530881
1166,(주)인트로메딕,150840,16-Dec,8363503,8430313,
1167,(주)인트로메딕,150840,17-Dec,9009182,9009182,6.866518479
1168,(주)인트론바이오테크놀로지,48530,16-Dec,10222261,10222261,
1169,(주)인트론바이오테크놀로지,48530,17-Dec,10962774,10962774,7.244121433
1170,(주)인포마크,175140,16-Dec,63665828,63665828,
1171,(주)인포마크,175140,17-Dec,56415906,56415906,-11.38746205
1172,(주)인포바인,115310,16-Dec,20653000,20968999,
1173,(주)인포바인,115310,17-Dec,21799517,22677735,8.148867764
1174,(주)인프라웨어테크놀러지,247300,16-Dec,,0,
1175,(주)인프라웨어테크놀러지,247300,17-Dec,,0,
1176,(주)인피니트헬스케어,71200,16-Dec,38229511,71497683,
1177,(주)인피니트헬스케어,71200,17-Dec,38468793,72774154,1.785331981
1178,(주)일신바이오베이스,68330,16-Dec,13048288,13357239,
1179,(주)일신바이오베이스,68330,17-Dec,12570335,12836996,-3.894839345
1180,(주)일야,58450,16-Dec,73896031,73896031,
1181,(주)일야,58450,17-Dec,42797947,42797947,-42.08356468
1182,(주)일지테크,19540,16-Dec,99336628,343246623,
1183,(주)일지테크,19540,17-Dec,98823298,261122252,-23.92576226
1184,(주)일진파워,94820,16-Dec,70488113,132728266,
1185,(주)일진파워,94820,17-Dec,88260278,140744312,6.039441516
1186,(주)잉크테크,49550,16-Dec,72135578,73890525,
1187,(주)잉크테크,49550,17-Dec,55623063,57608453,-22.03539899
1188,(주)자비스,254120,16-Dec,,0,
1189,(주)자비스,230400,16-Dec,,0,
1190,(주)자비스,254120,17-Dec,,0,
1191,(주)자비스,230400,17-Dec,,0,
1192,(주)자연과환경,43910,16-Dec,9163559,10116255,
1193,(주)자연과환경,43910,17-Dec,13212688,13238638,30.86500884
1194,(주)장원테크,174880,16-Dec,39351465,101228633,
1195,(주)장원테크,174880,17-Dec,20697024,88636334,-12.43946364
1196,(주)전우정밀,120780,16-Dec,,0,
1197,(주)전우정밀,120780,17-Dec,,0,
1198,(주)정다운,208140,16-Dec,56914083,57768088,
1199,(주)정다운,208140,17-Dec,80247319,80550125,39.43706255
1200,(주)정상제이엘에스,40420,16-Dec,80297235,83423515,
1201,(주)정상제이엘에스,40420,17-Dec,81001882,84365755,1.129465715
1202,(주)정원엔시스,45510,16-Dec,153379619,183874054,
1203,(주)정원엔시스,45510,17-Dec,121977269,159023250,-13.51512269
1204,(주)제낙스,65620,16-Dec,6093917,6090922,
1205,(주)제낙스,65620,17-Dec,6211178,6211178,1.974348054
1206,(주)제넥신,95700,16-Dec,11351915,11351915,
1207,(주)제넥신,95700,17-Dec,28454503,28454503,150.6581753
1208,(주)제넨바이오,72520,16-Dec,17003992,42363593,
1209,(주)제넨바이오,72520,17-Dec,15891038,20194428,-52.33070056
1210,(주)제노포커스,187420,16-Dec,5833460,7028777,
1211,(주)제노포커스,187420,17-Dec,6002680,11505972,63.69806582
1212,(주)제닉,123330,16-Dec,61419387,89667858,
1213,(주)제닉,123330,17-Dec,49599697,64690430,-27.85549756
1214,(주)제로투세븐,159580,16-Dec,199046486,229773079,
1215,(주)제로투세븐,159580,17-Dec,164646626,184324434,-19.77979544
1216,(주)제우스,79370,16-Dec,190515605,290847560,
1217,(주)제우스,79370,17-Dec,255485239,359108584,23.46969113
1218,(주)제이브이엠,54950,16-Dec,85141661,98148858,
1219,(주)제이브이엠,54950,17-Dec,92513964,106175851,8.178386548
1220,(주)제이스텍,90470,16-Dec,150786216,150786216,
1221,(주)제이스텍,90470,17-Dec,570820560,570820560,278.5628257
1222,(주)제이에스티나,26040,16-Dec,169056213,170252209,
1223,(주)제이에스티나,26040,17-Dec,138584852,139948666,-17.79920694
1224,(주)제이에스피브이,250300,16-Dec,,0,
1225,(주)제이에스피브이,250300,17-Dec,,0,
1226,(주)제이와이피엔터테인먼트,35900,16-Dec,69510893,73645283,
1227,(주)제이와이피엔터테인먼트,35900,17-Dec,96761010,102241864,38.8301597
1228,(주)제이웨이,58420,16-Dec,8021631,7477631,
1229,(주)제이웨이,58420,17-Dec,6304536,6935809,-7.245904485
1230,(주)제이콘텐트리,36420,16-Dec,1332142,335160647,
1231,(주)제이콘텐트리,36420,17-Dec,34806606,420319379,25.40833262
1232,(주)제이테크놀로지,35480,16-Dec,24444180,24444180,
1233,(주)제이테크놀로지,35480,17-Dec,8116103,8116103,-66.79740126
1234,(주)제이티,89790,16-Dec,22345653,22345653,
1235,(주)제이티,89790,17-Dec,32193108,32193108,44.06877257
1236,(주)제일바이오,52670,16-Dec,35823756,35823756,
1237,(주)제일바이오,52670,17-Dec,27986546,27986546,-21.87713092
1238,(주)제일테크노스,38010,16-Dec,141789546,144645727,
1239,(주)제일테크노스,38010,17-Dec,150826332,153078017,5.829615693
1240,(주)제주반도체,80220,16-Dec,58177240,56630491,
1241,(주)제주반도체,80220,17-Dec,118773046,117036992,106.6678037
1242,(주)젬백스&카엘,82270,16-Dec,26190569,109127634,
1243,(주)젬백스&카엘,82270,17-Dec,43955700,47875296,-56.12908093
1244,(주)젬백스링크,64800,16-Dec,16425666,33107624,
1245,(주)젬백스링크,64800,17-Dec,14117475,193679771,485.0005153
1246,(주)조이시티,67000,16-Dec,72470487,72519303,
1247,(주)조이시티,67000,17-Dec,90618228,92183591,27.11593629
1248,(주)좋은사람들,33340,16-Dec,126617961,126642879,
1249,(주)좋은사람들,33340,17-Dec,119282907,119279327,-5.81442246
1250,(주)주노콜렉션,221670,16-Dec,,0,
1251,(주)주노콜렉션,221670,17-Dec,,0,
1252,(주)중앙디앤엠,51980,16-Dec,12242064,17853816,
1253,(주)중앙디앤엠,51980,17-Dec,6557971,7155718,-59.92051223
1254,(주)중앙백신연구소,72020,16-Dec,37899733,37899733,
1255,(주)중앙백신연구소,72020,17-Dec,31866534,31866534,-15.91884302
1256,(주)중앙에너비스,440,16-Dec,68790972,91628326,
1257,(주)중앙에너비스,440,17-Dec,70818896,70818896,-22.71069538
1258,(주)지니뮤직,43610,16-Dec,111286638,111286638,
1259,(주)지니뮤직,43610,17-Dec,155641712,155641712,39.85660345
1260,(주)지란지교시큐리티,208350,16-Dec,19863483,19863483,
1261,(주)지란지교시큐리티,208350,17-Dec,21596869,41763858,110.2544554
1262,(주)지씨셀,144510,16-Dec,42419467,42419467,
1263,(주)지씨셀,144510,17-Dec,45796227,45796227,7.960401766
1264,(주)지어소프트,51160,16-Dec,36425161,79594133,
1265,(주)지어소프트,51160,17-Dec,43691240,100467714,26.22502465
1266,(주)지에스이,53050,16-Dec,104151463,104151463,
1267,(주)지에스이,53050,17-Dec,108460693,108460693,4.137464684
1268,(주)지에스홈쇼핑,28150,16-Dec,1065155786,1097764890,
1269,(주)지에스홈쇼핑,28150,17-Dec,1051657668,1086288130,-1.04546612
1270,(주)지엔씨에너지,119850,16-Dec,116438228,116438228,
1271,(주)지엔씨에너지,119850,17-Dec,91843079,96667918,-16.9792261
1272,(주)지엔코,65060,16-Dec,102649214,121811659,
1273,(주)지엔코,65060,17-Dec,106151352,143172561,17.53600778
1274,(주)지유온,111820,16-Dec,37960954,42415620,
1275,(주)지유온,111820,17-Dec,25220002,27550274,-35.04686717
1276,(주)진로발효,18120,16-Dec,85276173,86807974,
1277,(주)진로발효,18120,17-Dec,86702020,88458680,1.901560334
1278,(주)진매트릭스,109820,16-Dec,3827557,5079868,
